Unnamed: 0,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,TD.1,Rec,Yds.2,TD.2,Solo,Int.1,Sk,College/Univ,Link,Coll_games,Coll_rec,Coll_rec_yds,Coll_rec_yds_per_rec,Coll_rec_td,Coll_rec_yds_per_g,Coll_rush_att,Coll_rush_yds,Coll_rush_yds_per_att,Coll_rush_td,Coll_rush_yds_per_g,Coll_scrim_att,Coll_yds_from_scrimmage,Coll_scrim_yds_per_att,Coll_scrim_td,Coll_pass_cmp,Coll_pass_att,Coll_pass_cmp_pct,Coll_pass_yds,Coll_pass_td,Coll_pass_td_pct,Coll_pass_int,Coll_pass_int_pct,Coll_pass_yds_per_att,Coll_pass_adj_yds_per_att,Coll_pass_yds_per_cmp,Coll_pass_yds_per_g,Coll_pass_rating
21,20,PIT,Kenny Pickett,QB,24,2024.0,0,0,2,14.0,13.0,30.0,471.0,755.0,4765.0,15.0,14.0,106.0,306.0,5.0,0.0,0.0,0.0,2.0,,,Pittsburgh,http://www.sports-reference.com/cfb/players/kenny-pickett-1.html,52.0,2.0,-9.0,-4.5,1.0,-0.2,416.0,809.0,1.9,20.0,15.6,418.0,800.0,1.9,21.0,1045.0,1674.0,62.4,12303.0,81.0,4.8,32.0,1.9,7.3,7.46,11.8,236.6,136.3
75,74,ATL,Desmond Ridder,QB,23,2024.0,0,0,1,13.0,12.0,25.0,374.0,588.0,4002.0,16.0,14.0,78.0,293.0,5.0,1.0,-6.0,0.0,,,,Cincinnati,http://www.sports-reference.com/cfb/players/desmond-ridder-1.html,50.0,2.0,8.0,4.0,2.0,0.2,502.0,2179.0,4.3,28.0,43.6,504.0,2187.0,4.3,30.0,810.0,1304.0,62.1,10239.0,87.0,6.7,28.0,2.1,7.9,8.22,12.6,204.8,145.8
87,86,TEN,Malik Willis,QB,23,2024.0,0,0,0,4.0,1.0,18.0,75.0,120.0,900.0,3.0,3.0,52.0,282.0,2.0,0.0,0.0,0.0,1.0,,,Liberty,http://www.sports-reference.com/cfb/players/malik-willis-1.html,38.0,1.0,13.0,13.0,0.0,0.3,366.0,2131.0,5.8,29.0,56.1,367.0,2144.0,5.8,29.0,388.0,618.0,62.8,5191.0,48.0,7.8,18.0,2.9,8.4,8.64,13.4,136.6,153.1
95,94,CAR,Matt Corral,QB,23,,0,0,0,,,,,,,,,,,,,,,,,,Mississippi,http://www.sports-reference.com/cfb/players/matt-corral-1.html,37.0,1.0,19.0,19.0,0.0,0.5,334.0,1338.0,4.0,18.0,36.2,335.0,1357.0,4.1,18.0,614.0,912.0,67.3,8287.0,57.0,6.3,23.0,2.5,9.1,9.2,13.5,224.0,159.2
138,137,NWE,Bailey Zappe,QB,23,2024.0,0,0,0,2.0,2.0,15.0,208.0,335.0,2223.0,12.0,14.0,29.0,85.0,1.0,1.0,-6.0,0.0,,,,Western Kentucky,http://www.sports-reference.com/cfb/players/bailey-zappe-1.html,14.0,0.0,0.0,,0.0,0.0,51.0,17.0,0.3,3.0,1.2,51.0,17.0,0.3,3.0,475.0,687.0,69.1,5967.0,62.0,9.0,11.0,1.6,8.7,9.77,12.6,426.2,168.7
145,144,WAS,Sam Howell,QB,21,2024.0,0,0,1,12.0,12.0,20.0,404.0,645.0,4139.0,22.0,23.0,54.0,300.0,6.0,1.0,4.0,0.0,,,,North Carolina,http://www.sports-reference.com/cfb/players/sam-howell-1.html,37.0,4.0,24.0,6.0,2.0,0.6,369.0,1009.0,2.7,17.0,27.3,373.0,1033.0,2.8,19.0,713.0,1117.0,63.8,10283.0,92.0,8.2,23.0,2.1,9.2,9.93,14.4,277.9,164.2
248,247,MIA,Skylar Thompson,QB,25,2024.0,0,0,0,3.0,3.0,10.0,81.0,138.0,721.0,1.0,3.0,15.0,25.0,0.0,0.0,0.0,0.0,,,,Kansas St.,http://www.sports-reference.com/cfb/players/skylar-thompson-1.html,45.0,0.0,0.0,,0.0,0.0,355.0,1087.0,3.1,26.0,24.2,355.0,1087.0,3.1,26.0,552.0,885.0,62.4,7134.0,42.0,4.7,16.0,1.8,8.1,8.2,12.9,158.5,142.1
263,262,SFO,Brock Purdy,QB,22,2024.0,0,1,2,36.0,36.0,40.0,722.0,1069.0,9518.0,64.0,27.0,127.0,480.0,8.0,0.0,0.0,0.0,,,,Iowa St.,http://www.sports-reference.com/cfb/players/brock-purdy-1.html,48.0,0.0,0.0,,0.0,0.0,365.0,1177.0,3.2,19.0,24.5,365.0,1177.0,3.2,19.0,993.0,1467.0,67.7,12170.0,81.0,5.5,33.0,2.2,8.3,8.39,12.3,253.5,151.1
