Unnamed: 0,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,TD.1,Rec,Yds.2,TD.2,Solo,Int.1,Sk,College/Univ,Link,Coll_games,Coll_pass_cmp,Coll_pass_att,Coll_pass_cmp_pct,Coll_pass_yds,Coll_pass_td,Coll_pass_td_pct,Coll_pass_int,Coll_pass_int_pct,Coll_pass_yds_per_att,Coll_pass_adj_yds_per_att,Coll_pass_yds_per_cmp,Coll_pass_yds_per_g,Coll_pass_rating,Coll_rush_att,Coll_rush_yds,Coll_rush_yds_per_att,Coll_rush_td,Coll_rush_yds_per_g,Coll_rec,Coll_rec_yds,Coll_rec_yds_per_rec,Coll_rec_td,Coll_rec_yds_per_g,Coll_scrim_att,Coll_yds_from_scrimmage,Coll_scrim_yds_per_att,Coll_scrim_td
2,1,CIN,Joe Burrow,QB,23,2024.0,0,2,5,58.0,58.0,69.0,1748.0,2547.0,19001.0,140.0,46.0,225.0,806.0,12.0,0.0,0.0,0.0,1.0,,,LSU,http://www.sports-reference.com/cfb/players/joe-burrow-1.html,39.0,650.0,945.0,68.8,8852.0,78.0,8.3,11.0,1.2,9.4,10.49,13.6,227.0,172.4,258.0,820.0,3.2,13.0,21.0,1.0,16.0,16.0,0.0,0.4,259.0,836.0,3.2,13.0
6,5,MIA,Tua Tagovailoa,QB,22,2024.0,0,1,5,45.0,45.0,64.0,1387.0,2037.0,15506.0,100.0,44.0,153.0,430.0,6.0,0.0,0.0,0.0,,,,Alabama,http://www.sports-reference.com/cfb/players/tua-tagovailoa-1.html,33.0,474.0,684.0,69.3,7442.0,87.0,12.7,11.0,1.6,10.9,12.7,15.7,225.5,199.4,107.0,340.0,3.2,9.0,10.3,0.0,0.0,,0.0,0.0,107.0,340.0,3.2,9.0
7,6,LAC,Justin Herbert,QB,22,2024.0,0,1,5,64.0,64.0,79.0,1945.0,2926.0,21093.0,137.0,45.0,293.0,1217.0,13.0,3.0,0.0,0.0,2.0,,,Oregon,http://www.sports-reference.com/cfb/players/justin-herbert-1.html,44.0,827.0,1293.0,64.0,10541.0,95.0,7.3,23.0,1.8,8.2,8.82,12.7,239.6,153.1,231.0,560.0,2.4,13.0,12.7,0.0,0.0,,0.0,0.0,231.0,560.0,2.4,13.0
27,26,GNB,Jordan Love,QB,21,2024.0,0,0,2,29.0,29.0,42.0,690.0,1087.0,8154.0,60.0,25.0,88.0,356.0,5.0,0.0,0.0,0.0,,,,Utah St.,http://www.sports-reference.com/cfb/players/jordan-love-2.html,38.0,689.0,1125.0,61.2,8600.0,60.0,5.3,29.0,2.6,7.6,7.55,12.5,226.3,137.9,170.0,403.0,2.4,9.0,10.6,0.0,0.0,,0.0,0.0,170.0,403.0,2.4,9.0
54,53,PHI,Jalen Hurts,QB,22,2024.0,0,2,4,69.0,69.0,77.0,1248.0,1939.0,14667.0,85.0,39.0,674.0,3133.0,55.0,1.0,3.0,0.0,2.0,,,Oklahoma,http://www.sports-reference.com/cfb/players/jalen-hurts-1.html,56.0,682.0,1046.0,65.2,9477.0,80.0,7.6,20.0,1.9,9.1,9.73,13.9,169.2,162.7,614.0,3274.0,5.3,43.0,58.5,5.0,40.0,8.0,1.0,0.7,619.0,3314.0,5.4,44.0
123,122,IND,Jacob Eason,QB,22,2022.0,0,0,0,0.0,0.0,2.0,5.0,10.0,84.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Washington,http://www.sports-reference.com/cfb/players/jacob-eason-1.html,31.0,468.0,782.0,59.8,5590.0,39.0,5.0,16.0,2.0,7.1,7.23,11.9,180.3,132.3,82.0,-126.0,-1.5,2.0,-4.1,0.0,5.0,,0.0,0.2,82.0,-121.0,-1.5,2.0
126,125,NYJ,James Morgan,QB,23,,0,0,0,,,,,,,,,,,,,,,,,,Florida International,http://www.sports-reference.com/cfb/players/james-morgan-1.html,45.0,699.0,1221.0,57.2,8629.0,65.0,5.3,34.0,2.8,7.1,6.88,12.3,191.8,128.6,130.0,-168.0,-1.3,3.0,-3.7,0.0,0.0,,0.0,0.0,130.0,-168.0,-1.3,3.0
168,167,BUF,Jake Fromm,QB,22,2021.0,0,0,0,1.0,,3.0,27.0,60.0,210.0,1.0,3.0,8.0,65.0,0.0,0.0,0.0,0.0,,,,Georgia,http://www.sports-reference.com/cfb/players/jake-fromm-1.html,43.0,621.0,982.0,63.2,8224.0,78.0,7.9,18.0,1.8,8.4,9.14,13.2,191.3,156.1,134.0,40.0,0.3,3.0,0.9,0.0,0.0,,0.0,0.0,134.0,40.0,0.3,3.0
190,189,JAX,Jake Luton,QB,24,2020.0,0,0,0,2.0,2.0,3.0,60.0,110.0,624.0,2.0,6.0,1.0,13.0,1.0,0.0,0.0,0.0,,,,Oregon St.,http://www.sports-reference.com/cfb/players/jake-luton-1.html,32.0,494.0,795.0,62.1,5610.0,43.0,5.4,15.0,1.9,7.1,7.29,11.4,175.3,135.5,116.0,-131.0,-1.1,6.0,-4.1,0.0,0.0,,0.0,0.0,116.0,-131.0,-1.1,6.0
225,224,TEN,Cole McDonald,QB,22,,0,0,0,,,,,,,,,,,,,,,,,,Hawaii,http://www.sports-reference.com/cfb/players/cole-mcdonald-1.html,33.0,616.0,1004.0,61.4,8032.0,70.0,7.0,24.0,2.4,8.0,8.32,13.0,243.4,146.8,251.0,880.0,3.5,12.0,26.7,0.0,0.0,,0.0,0.0,251.0,880.0,3.5,12.0
232,231,DAL,Ben DiNucci,QB,23,2020.0,0,0,0,1.0,1.0,3.0,23.0,43.0,219.0,0.0,0.0,6.0,22.0,0.0,0.0,0.0,0.0,,,,James Madison,http://www.sports-reference.com/cfb/players/ben-dinucci-1.html,12.0,91.0,167.0,54.5,1107.0,6.0,3.6,7.0,4.2,6.6,5.46,12.2,92.3,113.6,57.0,144.0,2.5,1.0,12.0,0.0,0.0,,0.0,0.0,57.0,144.0,2.5,1.0
241,240,NOR,Tommy Stevens,QB,23,2020.0,0,0,0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,0.0,0.0,0.0,0.0,,,,Mississippi St.,http://www.sports-reference.com/cfb/players/tommy-stevens-1.html,32.0,121.0,202.0,59.9,1459.0,15.0,7.4,6.0,3.0,7.2,7.37,12.1,45.6,139.1,159.0,887.0,5.6,12.0,27.7,14.0,62.0,4.4,2.0,1.9,173.0,949.0,5.5,14.0
245,244,MIN,Nate Stanley,QB,23,,0,0,0,,,,,,,,,,,,,,,,,,Iowa,http://www.sports-reference.com/cfb/players/nathan-stanley-2.html,45.0,673.0,1155.0,58.3,8302.0,68.0,5.9,23.0,2.0,7.2,7.47,12.3,184.5,134.1,161.0,-104.0,-0.6,2.0,-2.3,0.0,-13.0,,0.0,-0.3,161.0,-117.0,-0.7,2.0
