Rk,Player,Team,FantPos,Age,GamesPlayed,GamesStarted,PassCmp,PassAtt,PassYds,PassTD,PassInt,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Receptions,RecYds,RecYdsPerReception,RecTD,Fumbles,FumblesLost,TotalTD,TwoPtConvMade,TwoPtConvPassing,FantasyPts,FantasyPtsPPR,FantasyPtsDraftKings,FantasyPtsFanDuel,VBD,PosRank,OverallRank,FirstTeamAllPro,SelectedToProBowl,Passing_Cmp_pass,Passing_Att_pass,Air Yards_IAY,Air Yards_IAY/PA,Air Yards_CAY,Air Yards_CAY/Cmp,Air Yards_CAY/PA,Air Yards_YAC,Air Yards_YAC/Cmp,Accuracy_Bats,Accuracy_ThAwy,Accuracy_Spikes,Accuracy_Drops,Accuracy_Drop%,Accuracy_BadTh,Accuracy_Bad%,Accuracy_OnTgt,Accuracy_OnTgt%,Pressure_PktTime,Pressure_Bltz,Pressure_Hrry,Pressure_Hits,Pressure_Prss,Pressure_Prss%,Pressure_Scrm,Pressure_Yds/Scr,RPO_Plays,RPO_Yds,RPO_PassAtt,RPO_PassYds,RPO_RushAtt,RPO_RushYds,PlayAction_PassAtt,PlayAction_PassYds,Rushing_Att_rush,Rushing_Yds_rush,Rushing_1D,Rushing_YBC,Rushing_YBC/Att,Rushing_YAC,Rushing_YAC/Att,Rushing_BrkTkl,Rushing_Att/Br,Receiving_Tgt_rec,Receiving_Rec_rec,Receiving_Yds_rec,Receiving_1D,Receiving_YBC,Receiving_YBC/R,Receiving_YAC,Receiving_YAC/R,Receiving_ADOT,Receiving_BrkTkl,Receiving_Rec/Br,Receiving_Drop,Receiving_Drop%,Receiving_Int,Receiving_Rat,Awards,Year
67,Dalton Schultz,HOU,TE,27,15,8,0,0,0,0,0,0,0,,0,88,59,635,10.76,5,1,1,5,,,92.0,150.5,154.5,121.0,7.0,11,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,59.0,635.0,35.0,376.0,6.4,259.0,4.4,7.5,8.0,7.4,3.0,3.4,2.0,97.5,,2023
68,Mark Andrews,BAL,TE,28,10,9,0,0,0,0,0,1,0,0.0,0,61,45,544,12.09,6,1,0,6,,,90.0,135.4,138.4,112.9,6.0,12,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,61.0,45.0,544.0,27.0,328.0,7.3,216.0,4.8,7.3,4.0,11.3,3.0,4.9,0.0,133.5,,2023
142,Kyle Pitts,ATL,TE,23,17,15,0,0,0,0,0,1,-4,-4.0,0,90,53,667,12.58,3,0,0,3,,,84.0,137.3,140.3,110.8,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-4.0,0.0,-4.0,-4.0,0.0,0.0,0.0,,90.0,53.0,667.0,35.0,533.0,10.1,134.0,2.5,11.4,0.0,,4.0,4.4,2.0,83.9,,2023
151,Hunter Henry,NWE,TE,29,14,10,0,0,0,0,0,0,0,,0,61,42,419,9.98,6,1,0,6,,,78.0,119.9,122.9,98.9,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,42.0,419.0,29.0,341.0,8.1,78.0,1.9,8.8,1.0,42.0,3.0,4.9,2.0,107.2,,2023
152,Dallas Goedert,PHI,TE,28,14,14,0,0,0,0,0,1,1,1.0,0,83,59,592,10.03,3,0,0,3,,,77.0,136.3,139.3,106.8,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,83.0,59.0,592.0,33.0,273.0,4.6,319.0,5.4,5.4,2.0,29.5,2.0,2.4,3.0,88.0,,2023
153,Dalton Kincaid,BUF,TE,24,16,11,0,0,0,0,0,0,0,,0,91,73,673,9.22,2,1,1,2,,,77.0,150.3,154.3,113.8,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,73.0,673.0,29.0,362.0,5.0,311.0,4.3,6.0,3.0,24.3,4.0,4.4,2.0,95.7,,2023
159,Jonnu Smith,ATL,TE,28,17,6,0,1,0,0,0,1,0,0.0,0,70,50,582,11.64,3,1,1,3,,,74.0,124.2,128.2,99.2,,17,,,,0.0,1.0,7.0,7.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,70.0,50.0,582.0,26.0,225.0,4.5,357.0,7.1,6.5,6.0,8.3,4.0,5.7,2.0,98.6,,2023
168,Logan Thomas,WAS,TE,32,16,15,0,0,0,0,0,1,2,2.0,0,78,55,496,9.02,4,2,2,4,1.0,,72.0,126.8,131.8,99.3,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,,78.0,55.0,496.0,21.0,267.0,4.9,229.0,4.2,6.1,1.0,55.0,2.0,2.6,2.0,93.7,,2023
169,Isaiah Likely,BAL,TE,23,17,8,0,0,0,0,0,0,0,,0,40,30,411,13.7,5,0,0,5,,,71.0,101.1,104.1,86.1,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,30.0,411.0,15.0,195.0,6.5,216.0,7.2,6.2,6.0,5.0,3.0,7.5,0.0,147.0,,2023
171,Cade Otton,TAM,TE,24,17,17,0,0,0,0,0,0,0,,0,67,47,455,9.68,4,1,1,4,1.0,,70.0,116.5,120.5,93.0,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,47.0,455.0,22.0,235.0,5.0,220.0,4.7,6.7,4.0,11.8,3.0,4.5,1.0,102.5,,2023
187,Tyler Conklin,NYJ,TE,28,17,12,0,0,0,0,0,1,0,0.0,0,87,61,621,10.18,0,0,0,0,,,62.0,123.1,126.1,92.6,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,87.0,61.0,621.0,27.0,376.0,6.2,245.0,4.0,6.9,2.0,30.5,2.0,2.3,1.0,85.5,,2023
188,Tyler Higbee,LAR,TE,30,15,15,0,0,0,0,0,0,0,,0,70,47,495,10.53,2,0,0,2,,,62.0,108.5,111.5,85.0,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,47.0,495.0,26.0,249.0,5.3,246.0,5.2,5.8,2.0,23.5,7.0,10.0,0.0,97.0,,2023
191,Juwan Johnson,NOR,TE,27,13,11,0,0,0,0,0,0,0,,0,59,37,368,9.95,4,0,0,4,,,61.0,97.8,100.8,79.3,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,37.0,368.0,23.0,223.0,6.0,145.0,3.9,7.4,3.0,12.3,3.0,5.1,4.0,74.7,,2023
195,Darren Waller,NYG,TE,31,12,11,0,0,0,0,0,0,0,,0,74,52,552,10.62,1,0,0,1,,,61.0,113.2,116.2,87.2,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,52.0,552.0,25.0,341.0,6.6,211.0,4.1,8.0,0.0,,3.0,4.1,2.0,85.0,,2023
196,Gerald Everett,LAC,TE,29,15,12,0,0,0,0,0,3,10,3.33,0,70,51,411,8.06,3,3,0,3,,,60.0,111.1,114.1,85.6,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,10.0,0.0,6.0,2.0,4.0,1.3,0.0,,70.0,51.0,411.0,25.0,136.0,2.7,275.0,5.4,4.0,9.0,5.7,2.0,2.9,1.0,95.6,,2023
198,Chigoziem Okonkwo,TEN,TE,24,17,11,0,0,0,0,0,2,6,3.0,0,77,54,528,9.78,1,0,0,1,,,59.0,113.4,116.4,86.4,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6.0,1.0,4.0,2.0,2.0,1.0,0.0,,77.0,54.0,528.0,25.0,268.0,5.0,260.0,4.8,6.8,5.0,10.8,6.0,7.8,1.0,88.0,,2023
211,Donald Parham,LAC,TE,26,14,8,0,0,0,0,0,0,0,,0,41,27,285,10.56,4,0,0,4,,,53.0,79.5,82.5,66.0,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,27.0,285.0,22.0,159.0,5.9,126.0,4.7,7.5,1.0,27.0,3.0,7.3,1.0,108.3,,2023
219,Tucker Kraft,GNB,TE,23,17,8,0,0,0,0,0,0,0,,0,40,31,355,11.45,2,0,0,2,,,48.0,78.5,81.5,63.0,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,31.0,355.0,18.0,123.0,4.0,232.0,7.5,3.9,4.0,7.8,0.0,0.0,0.0,120.3,,2023
226,Pat Freiermuth,PIT,TE,25,12,9,0,0,0,0,0,0,0,,0,47,32,308,9.63,2,0,0,2,1.0,,45.0,76.8,79.8,60.8,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,32.0,308.0,17.0,163.0,5.1,145.0,4.5,6.6,2.0,16.0,0.0,0.0,1.0,91.4,,2023
228,Michael Mayer,LVR,TE,22,14,12,0,0,0,0,0,0,0,,0,40,27,304,11.26,2,0,0,2,1.0,,44.0,71.4,74.4,57.9,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,27.0,304.0,19.0,140.0,5.2,164.0,6.1,5.7,3.0,9.0,1.0,2.5,1.0,96.2,,2023
229,Kylen Granson,IND,TE,25,15,7,0,0,0,0,0,1,2,2.0,0,50,30,368,12.27,1,0,0,1,,,43.0,73.0,76.0,58.0,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,,50.0,30.0,368.0,19.0,240.0,8.0,128.0,4.3,8.0,0.0,,3.0,6.0,0.0,89.4,,2023
230,Noah Gray,KAN,TE,24,17,10,0,0,0,0,0,1,1,1.0,0,41,28,305,10.89,2,0,0,2,,,43.0,70.6,73.6,56.6,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,41.0,28.0,305.0,16.0,172.0,6.1,133.0,4.8,6.6,4.0,7.0,1.0,2.4,1.0,96.1,,2023
236,Noah Fant,SEA,TE,26,17,17,0,0,0,0,0,0,0,,0,43,32,414,12.94,0,0,0,0,,,41.0,73.4,76.4,57.4,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,32.0,414.0,16.0,237.0,7.4,177.0,5.5,6.9,1.0,32.0,1.0,2.3,1.0,94.5,,2023
237,Tanner Hudson,CIN,TE,29,12,1,0,0,0,0,0,0,0,,0,50,39,352,9.03,1,0,0,1,,,41.0,80.2,83.2,60.7,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,39.0,352.0,21.0,204.0,5.2,148.0,3.8,5.4,2.0,19.5,1.0,2.0,1.0,94.3,,2023
238,Luke Musgrave,GNB,TE,23,11,9,0,0,0,0,0,0,0,,0,46,34,352,10.35,1,0,0,1,,,41.0,75.2,78.2,58.2,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,34.0,352.0,14.0,183.0,5.4,169.0,5.0,7.5,0.0,,3.0,6.5,0.0,102.8,,2023
248,Adam Trautman,DEN,TE,26,17,12,0,0,0,0,0,0,0,,0,35,22,204,9.27,3,0,0,3,,,38.0,60.4,63.4,49.4,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,22.0,204.0,10.0,106.0,4.8,98.0,4.5,6.5,2.0,11.0,0.0,0.0,1.0,95.4,,2023
251,Colby Parkinson,SEA,TE,24,17,1,0,0,0,0,0,0,0,,0,34,25,247,9.88,2,0,0,2,,,37.0,61.7,64.7,49.2,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,25.0,247.0,11.0,161.0,6.4,86.0,3.4,6.5,1.0,25.0,2.0,5.9,0.0,113.2,,2023
252,Durham Smythe,MIA,TE,28,16,14,0,0,0,0,0,0,0,,0,43,35,366,10.46,0,0,0,0,,,37.0,71.6,74.6,54.1,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,35.0,366.0,22.0,227.0,6.5,139.0,4.0,6.6,0.0,,1.0,2.3,0.0,102.1,,2023
254,Tommy Tremble,CAR,TE,23,16,8,0,0,0,0,0,0,0,,0,32,23,194,8.43,3,0,0,3,,,37.0,60.4,63.4,48.9,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,23.0,194.0,10.0,99.0,4.3,95.0,4.1,6.4,3.0,7.7,0.0,0.0,1.0,105.5,,2023
256,Mo Alie-Cox,IND,TE,30,17,7,0,0,0,0,0,0,0,,0,22,13,161,12.38,3,0,0,3,1.0,,36.0,49.1,52.1,42.6,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,13.0,161.0,9.0,81.0,6.2,80.0,6.2,10.1,1.0,13.0,1.0,4.5,1.0,102.5,,2023
258,Mike Gesicki,NWE,TE,28,17,10,0,0,0,0,0,0,0,,0,45,29,244,8.41,2,0,0,2,,,36.0,65.4,68.4,50.9,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,29.0,244.0,11.0,148.0,5.1,96.0,3.3,8.3,0.0,,0.0,0.0,2.0,74.7,,2023
266,Brevin Jordan,HOU,TE,23,14,6,0,0,0,0,0,0,0,,0,21,17,219,12.88,2,0,0,2,,,34.0,50.9,53.9,42.4,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,17.0,219.0,13.0,95.0,5.6,124.0,7.3,5.5,1.0,17.0,1.0,4.8,0.0,141.9,,2023
268,Dawson Knox,BUF,TE,27,12,11,0,0,0,0,0,0,0,,0,36,22,186,8.45,2,0,0,2,1.0,,33.0,54.6,57.6,43.6,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,22.0,186.0,13.0,90.0,4.1,96.0,4.4,7.0,1.0,22.0,4.0,11.1,2.0,69.9,,2023
273,Josh Oliver,MIN,TE,26,17,14,0,0,0,0,0,0,0,,0,28,22,213,9.68,2,1,1,2,,,31.0,53.3,57.3,42.3,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,22.0,213.0,12.0,51.0,2.3,162.0,7.4,2.6,1.0,22.0,0.0,0.0,0.0,122.2,,2023
280,Jimmy Graham,NOR,TE,37,13,2,0,0,0,0,0,0,0,,0,7,6,39,6.5,4,0,0,4,,,28.0,33.9,33.9,30.9,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,6.0,39.0,6.0,36.0,6.0,3.0,0.5,6.0,0.0,,1.0,14.3,0.0,129.5,,2023
284,Drew Sample,CIN,TE,27,17,10,0,0,0,0,0,0,0,,0,27,22,163,7.41,2,0,0,2,,,28.0,50.3,53.3,39.3,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,22.0,163.0,9.0,-10.0,-0.5,173.0,7.9,1.1,1.0,22.0,1.0,3.7,1.0,101.1,,2023
287,Andrew Ogletree,IND,TE,25,12,9,0,0,0,0,0,0,0,,0,21,9,147,16.33,2,0,0,2,,,27.0,35.7,38.7,31.2,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,9.0,147.0,8.0,117.0,13.0,30.0,3.3,10.0,1.0,9.0,1.0,4.8,0.0,98.7,,2023
292,Daniel Bellinger,NYG,TE,23,17,13,0,0,0,0,0,0,0,,0,28,25,255,10.2,0,0,0,0,,,26.0,50.5,53.5,38.0,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,25.0,255.0,6.0,121.0,4.8,134.0,5.4,4.6,2.0,12.5,1.0,3.6,0.0,104.6,,2023
298,Pharaoh Brown,NWE,TE,29,17,11,0,0,0,0,0,0,0,,0,15,13,208,16.0,1,1,1,1,,,25.0,37.8,41.8,31.3,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,13.0,208.0,8.0,87.0,6.7,121.0,9.3,6.9,2.0,6.5,0.0,0.0,0.0,141.0,,2023
299,Harrison Bryant,CLE,TE,25,17,9,0,0,0,0,0,5,8,1.6,0,20,13,81,6.23,3,1,1,3,,,25.0,37.9,38.9,31.4,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,8.0,4.0,4.0,0.8,4.0,0.8,0.0,,20.0,13.0,81.0,4.0,46.0,3.5,35.0,2.7,4.1,1.0,13.0,2.0,10.0,1.0,91.9,,2023
301,Zach Ertz,ARI,TE,33,7,7,0,0,0,0,0,0,0,,0,43,27,187,6.93,1,0,0,1,,,25.0,51.7,54.7,38.2,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,27.0,187.0,8.0,141.0,5.2,46.0,1.7,7.7,0.0,,2.0,4.7,2.0,60.9,,2023
309,Foster Moreau,NOR,TE,26,15,10,0,0,0,0,0,0,0,,0,25,21,193,9.19,1,0,0,1,,,25.0,46.3,49.3,35.8,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,21.0,193.0,9.0,97.0,4.6,96.0,4.6,4.9,1.0,21.0,1.0,4.0,0.0,112.2,,2023
314,Hayden Hurst,CAR,TE,30,9,8,0,0,0,0,0,0,0,,0,32,18,184,10.22,1,0,0,1,,,24.0,42.4,45.4,33.4,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,18.0,184.0,7.0,117.0,6.5,67.0,3.7,7.6,1.0,18.0,2.0,6.3,2.0,57.3,,2023
319,Will Dissly,SEA,TE,27,16,14,0,0,0,0,0,0,0,,0,22,17,172,10.12,1,0,0,1,,,23.0,40.2,43.2,31.7,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,17.0,172.0,8.0,52.0,3.1,120.0,7.1,2.8,3.0,5.7,1.0,4.5,0.0,114.2,,2023
322,Austin Hooper,LVR,TE,29,17,9,0,0,0,0,0,0,0,,0,31,25,234,9.36,0,0,0,0,,,23.0,48.4,51.4,35.9,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,25.0,234.0,12.0,92.0,3.7,142.0,5.7,4.2,2.0,12.5,1.0,3.2,0.0,98.1,,2023
323,Johnny Mundt,MIN,TE,29,17,0,0,0,0,0,0,0,0,,0,23,17,172,10.12,1,0,0,1,,,23.0,40.2,43.2,31.7,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,17.0,172.0,8.0,78.0,4.6,94.0,5.5,5.0,1.0,17.0,0.0,0.0,1.0,91.2,,2023
328,Elijah Higgins,ARI,TE,23,11,2,0,0,0,0,0,0,0,,0,19,14,163,11.64,1,0,0,1,,,22.0,36.3,39.3,29.3,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,14.0,163.0,9.0,96.0,6.9,67.0,4.8,6.7,0.0,,2.0,10.5,0.0,116.8,,2023
330,Stone Smartt,LAC,TE,25,16,3,0,0,0,0,0,0,0,,0,21,11,155,14.09,1,0,0,1,,,22.0,32.5,35.5,27.0,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,11.0,155.0,6.0,99.0,9.0,56.0,5.1,8.6,1.0,11.0,1.0,4.8,0.0,92.4,,2023
335,Will Mallory,IND,TE,24,12,2,0,0,0,0,0,0,0,,0,26,18,207,11.5,0,1,0,0,,,21.0,38.7,41.7,29.7,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,18.0,207.0,11.0,118.0,6.6,89.0,4.9,7.8,0.0,,0.0,0.0,0.0,92.9,,2023
342,Luke Schoonmaker,DAL,TE,25,17,0,0,0,0,0,0,0,0,,0,15,8,65,8.13,2,0,0,2,,,19.0,26.5,26.5,22.5,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,8.0,65.0,5.0,38.0,4.8,27.0,3.4,5.4,1.0,8.0,3.0,20.0,0.0,104.2,,2023
