Player,FantPos,Age,GamesPlayed,GamesStarted,PassCmp,PassAtt,PassYds,PassTD,PassInt,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Receptions,RecYds,RecYdsPerReception,RecTD,Fumbles,FumblesLost,TotalTD,TwoPtConvMade,TwoPtConvPassing,FantasyPts,FantasyPtsPPR,FantasyPtsDraftKings,FantasyPtsFanDuel,VBD,PosRank,OverallRank,Year,SelectedToProBowl,FirstTeamAllPro,Team_ARI,Team_ATL,Team_BAL,Team_BUF,Team_CAR,Team_CHI,Team_CIN,Team_CLE,Team_DAL,Team_DEN,Team_DET,Team_GNB,Team_HOU,Team_IND,Team_JAX,Team_KAN,Team_LAC,Team_LAR,Team_LVR,Team_MIA,Team_MIN,Team_NOR,Team_NWE,Team_NYG,Team_NYJ,Team_PHI,Team_PIT,Team_SEA,Team_SFO,Team_TAM,Team_TEN,Team_WAS
Jason Croom,TE,26,4,0,0,0,0,0,0,0,0,,0,1,1,3,3.0,1,0.0,0,1,,,6.0,7.3,7.3,6.8,,82,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Luke Stocker,TE,32,16,13,0,0,0,0,0,0,0,,0,11,7,63,9.0,0,0.0,0,0,,,6.0,13.3,13.3,9.8,,83,,2020,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jordan Thomas,TE,24,6,0,0,0,0,0,0,0,0,,0,2,1,3,3.0,1,0.0,0,1,,,6.0,7.3,7.3,6.8,,84,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cethan Carter,TE,25,15,5,0,0,0,0,0,0,0,,0,7,5,53,10.6,0,0.0,0,0,,,5.0,10.3,10.3,7.8,,85,,2020,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Demetrius Harris,TE,29,15,5,0,0,0,0,0,0,0,,0,14,7,45,6.43,0,0.0,0,0,,,5.0,11.5,11.5,8.0,,89,,2020,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chris Manhertz,TE,28,16,12,0,0,0,0,0,0,0,,0,8,6,52,8.67,0,0.0,0,0,,,5.0,11.2,11.2,8.2,,87,,2020,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Johnny Mundt,TE,26,16,1,0,0,0,0,0,0,0,,0,4,4,53,13.25,0,0.0,0,0,,,5.0,9.3,9.3,7.3,,86,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Levine Toilolo,TE,29,16,2,0,0,0,0,0,0,0,,0,6,5,46,9.2,0,0.0,0,0,,,5.0,9.6,9.6,7.1,,88,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Hunter Bryant,TE,22,5,0,0,0,0,0,0,0,0,,0,3,1,44,44.0,0,0.0,0,0,,,4.0,5.4,5.4,4.9,,90,,2020,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tanner Hudson,TE,26,11,0,0,0,0,0,0,0,0,,0,7,3,41,13.67,0,0.0,0,0,,,4.0,7.1,7.1,5.6,,92,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Juwan Johnson,TE,24,7,4,0,0,0,0,0,0,0,,0,10,4,39,9.75,0,0.0,0,0,,,4.0,7.9,7.9,5.9,,93,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Nick Keizer,TE,25,16,3,0,0,0,0,0,0,0,,0,9,6,63,10.5,0,1.0,1,0,,,4.0,10.3,11.3,7.3,,91,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kahale Warring,TE,23,7,0,0,0,0,0,0,0,0,,0,7,3,35,11.67,0,0.0,0,0,,,4.0,6.5,6.5,5.0,,96,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Charlie Woerner,TE,23,14,0,0,0,0,0,0,0,0,,0,4,3,36,12.0,0,0.0,0,0,,,4.0,6.6,6.6,5.1,,94,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Deon Yelder,TE,25,14,1,0,0,0,0,0,0,0,,0,11,7,36,5.14,0,0.0,0,0,,,4.0,10.6,10.6,7.1,,95,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Stephen Carlson,TE,24,16,2,0,0,0,0,0,0,0,,0,2,1,11,11.0,0,0.0,0,0,1.0,,3.0,4.1,4.1,3.6,,97,,2020,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ben Ellefson,TE,24,7,4,0,0,0,0,0,0,0,,0,4,1,10,10.0,0,0.0,0,0,1.0,,3.0,4.0,4.0,3.5,,98,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jaeden Graham,TE,25,16,0,0,0,0,0,0,0,0,,0,5,3,25,8.33,0,0.0,0,0,,,3.0,5.5,5.5,4.0,,99,,2020,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dalton Keene,TE,21,6,0,0,0,0,0,0,0,0,,0,5,3,16,5.33,0,1.0,0,0,,,2.0,4.6,4.6,3.1,,100,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Colby Parkinson,TE,21,6,0,0,0,0,0,0,0,0,,0,2,2,16,8.0,0,0.0,0,0,,,2.0,3.6,3.6,2.6,,101,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Eric Saubert,TE,26,8,4,0,0,0,0,0,0,0,,0,4,3,16,5.33,0,0.0,0,0,,,2.0,4.6,4.6,3.1,,102,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jake Butt,TE,25,5,1,0,0,0,0,0,0,0,,0,4,2,5,2.5,0,0.0,0,0,,,1.0,2.5,2.5,1.5,,111,,2020,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Derek Carrier,TE,30,16,0,0,0,0,0,0,0,0,,0,1,1,14,14.0,0,0.0,0,0,,,1.0,2.4,2.4,1.9,,103,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Josiah Deguara,TE,23,2,1,0,0,0,0,0,0,0,,0,2,1,12,12.0,0,0.0,0,0,,,1.0,2.2,2.2,1.7,,104,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Brandon Dillon,TE,23,3,0,0,0,0,0,0,0,0,,0,1,1,6,6.0,0,0.0,0,0,,,1.0,1.6,1.6,1.1,,108,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Temarrick Hemingway,TE,27,8,0,0,0,0,0,0,0,0,,0,2,1,10,10.0,0,0.0,0,0,,,1.0,2.0,2.0,1.5,,107,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Blake Jarwin,TE,26,1,1,0,0,0,0,0,0,0,,0,1,1,12,12.0,0,0.0,0,0,,,1.0,2.2,2.2,1.7,,105,,2020,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
John Lovett,TE,24,8,0,0,0,0,0,0,3,6,2.0,0,0,0,0,,0,0.0,0,0,,,1.0,0.6,0.6,0.6,,109,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jeremy Sprinkle,TE,26,16,6,0,0,0,0,0,0,0,,0,3,1,6,6.0,0,0.0,0,0,,,1.0,1.6,1.6,1.1,,110,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Trevon Wesco,TE,25,12,4,0,0,0,0,0,1,0,0.0,0,2,1,5,5.0,0,0.0,0,0,,,1.0,1.5,1.5,1.0,,112,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Luke Willson,TE,30,8,0,0,0,0,0,0,0,0,,0,3,1,12,12.0,0,0.0,0,0,,,1.0,2.2,2.2,1.7,,106,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Antony Auclair,TE,27,8,2,0,0,0,0,0,0,0,,0,1,0,0,,0,,0,0,,,0.0,0.0,0.0,0.0,,115,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Marcus Baugh,TE,26,8,1,0,0,0,0,0,0,0,,0,1,1,2,2.0,0,0.0,0,0,,,0.0,1.2,1.2,0.7,,114,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Evan Baylis,TE,27,5,1,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,0,,,0.0,0.0,0.0,0.0,,116,,2020,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Andrew Beck,TE,24,10,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,0,,,0.0,0.0,0.0,0.0,,117,,2020,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nate Becker,TE,24,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,0,,,0.0,0.0,0.0,0.0,,118,,2020,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rashod Berry,TE,24,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,0,,,0.0,0.0,0.0,0.0,,119,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Beau Brinkley,TE,30,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1.0,0,0,,,0.0,0.0,0.0,0.0,,120,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Sean Culkin,TE,27,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,0,,,0.0,0.0,0.0,0.0,,121,,2020,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tyler Davis,TE,23,8,0,0,0,0,0,0,0,0,,0,2,0,0,,0,,0,0,,,0.0,0.0,0.0,0.0,,122,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Seth Devalve,TE,27,4,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0.0,0,0,,,0.0,0.0,0.0,0.0,,123,,2020,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Zach Gentry,TE,24,2,1,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,0,,,0.0,0.0,0.0,0.0,,124,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Farrod Green,TE,23,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,0,,,0.0,0.0,0.0,0.0,,125,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Garrett Griffin,TE,26,4,3,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,0,,,0.0,0.0,0.0,0.0,,126,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Daniel Helm,TE,25,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,0,,,0.0,0.0,0.0,0.0,,127,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Hale Hentges,TE,24,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,0,,,0.0,0.0,0.0,0.0,,128,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
J.P. Holtz,TE,27,16,1,0,0,0,0,0,0,0,,0,1,0,0,,0,0.0,0,0,,,0.0,0.0,0.0,0.0,,129,,2020,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Brycen Hopkins,TE,23,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,0,,,0.0,0.0,0.0,0.0,,130,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sean McKeon,TE,23,14,1,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,0,,,0.0,0.0,0.0,0.0,,131,,2020,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chris Myarick,TE,25,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,0,,,0.0,0.0,0.0,0.0,,132,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Isaac Nauta,TE,23,7,0,0,0,0,0,0,0,0,,0,2,1,3,3.0,0,0.0,0,0,,,0.0,1.3,1.3,0.8,,113,,2020,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kevin Rader,TE,25,1,1,0,0,0,0,0,0,0,,0,1,0,0,,0,,0,0,,,0.0,0.0,0.0,0.0,,133,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Mason Schreck,TE,27,14,1,0,0,0,0,0,0,0,,0,1,0,0,,0,,0,0,,,0.0,0.0,0.0,0.0,,134,,2020,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Matt Sokol,TE,25,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,0,,,0.0,0.0,0.0,0.0,,135,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Stephen Sullivan,TE,24,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,0,,,0.0,0.0,0.0,0.0,,136,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Noah Togiai,TE,23,4,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,0,0,,,0.0,0.0,0.0,0.0,,137,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Eric Tomlinson,TE,28,7,2,0,0,0,0,0,0,0,,0,1,0,0,,0,,0,0,,,0.0,0.0,0.0,0.0,,138,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Caleb Wilson,TE,24,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,0,,,0.0,0.0,0.0,0.0,,139,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
