Unnamed: 0,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,TD.1,Rec,Yds.2,TD.2,Solo,Int.1,Sk,College/Univ,Link,Coll_games,Coll_pass_cmp,Coll_pass_att,Coll_pass_cmp_pct,Coll_pass_yds,Coll_pass_td,Coll_pass_td_pct,Coll_pass_int,Coll_pass_int_pct,Coll_pass_yds_per_att,Coll_pass_adj_yds_per_att,Coll_pass_yds_per_cmp,Coll_pass_yds_per_g,Coll_pass_rating,Coll_rush_att,Coll_rush_yds,Coll_rush_yds_per_att,Coll_rush_td,Coll_rush_yds_per_g,Coll_rec,Coll_rec_yds,Coll_rec_yds_per_rec,Coll_rec_td,Coll_rec_yds_per_g,Coll_scrim_att,Coll_yds_from_scrimmage,Coll_scrim_yds_per_att,Coll_scrim_td
3,2,JAX,Travis Hunter,WR,22.0,,0,0,0,,,,,,,,,,,,,,,,,,Colorado,http://www.sports-reference.com/cfb/players/travis-hunter-2.html,22.0,,,,,,,,,,,,,,2.0,5.0,2.5,1.0,0.2,153.0,1979.0,12.9,20.0,90.0,155.0,1984.0,12.8,21.0
9,8,CAR,Tetairoa McMillan,WR,22.0,,0,0,0,,,,,,,,,,,,,,,,,,Arizona,http://www.sports-reference.com/cfb/players/tetairoa-mcmillan-1.html,37.0,4.0,5.0,80.0,43.0,1.0,20.0,0.0,0.0,8.6,12.6,10.8,1.2,218.2,1.0,3.0,3.0,0.0,0.1,213.0,3423.0,16.1,26.0,92.5,214.0,3426.0,16.0,26.0
20,19,TAM,Emeka Egbuka,WR,22.0,,0,0,0,,,,,,,,,,,,,,,,,,Ohio St.,http://www.sports-reference.com/cfb/players/emeka-egbuka-1.html,49.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,24.0,145.0,6.0,2.0,3.0,205.0,2868.0,14.0,24.0,58.5,229.0,3013.0,13.2,26.0
24,23,GNB,Matthew Golden,WR,22.0,,0,0,0,,,,,,,,,,,,,,,,,,Texas,http://www.sports-reference.com/cfb/players/matthew-golden-1.html,36.0,1.0,2.0,50.0,30.0,0.0,0.0,0.0,0.0,15.0,15.0,30.0,0.8,176.0,0.0,0.0,,0.0,0.0,134.0,1975.0,14.7,22.0,54.9,134.0,1975.0,14.7,22.0
35,34,HOU,Jayden Higgins,WR,22.0,,0,0,0,,,,,,,,,,,,,,,,,,Iowa St.,http://www.sports-reference.com/cfb/players/jayden-higgins-1.html,26.0,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,140.0,2166.0,15.5,15.0,83.3,140.0,2166.0,15.5,15.0
40,39,CHI,Luther Burden,WR,21.0,,0,0,0,,,,,,,,,,,,,,,,,,Missouri,http://www.sports-reference.com/cfb/players/luther-burden-1.html,38.0,,,,,,,,,,,,,,34.0,234.0,6.9,4.0,6.2,192.0,2263.0,11.8,21.0,59.6,226.0,2497.0,11.0,25.0
56,55,LAC,Tre Harris,WR,23.0,,0,0,0,,,,,,,,,,,,,,,,,,Mississippi,http://www.sports-reference.com/cfb/players/tre-harris-1.html,51.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,-45.0,,0.0,-200.0,5.0,22.0,4.4,0.0,0.4,220.0,3532.0,16.1,29.0,69.3,225.0,3554.0,15.8,29.0
59,58,LVR,Jack Bech,WR,22.0,,0,0,0,,,,,,,,,,,,,,,,,,TCU,http://www.sports-reference.com/cfb/players/jack-bech-1.html,45.0,,,,,,,,,,,,,,3.0,4.0,1.3,0.0,0.1,133.0,1869.0,14.1,13.0,41.5,136.0,1873.0,13.8,13.0
70,69,NWE,Kyle Williams,WR,22.0,,0,0,0,,,,,,,,,,,,,,,,,,Washington St.,http://www.sports-reference.com/cfb/players/kyle-williams-11.html,50.0,1.0,1.0,100.0,15.0,0.0,0.0,0.0,0.0,15.0,15.0,15.0,0.3,226.0,17.0,72.0,4.2,0.0,1.4,248.0,3609.0,14.6,29.0,72.2,265.0,3681.0,13.9,29.0
71,70,DET,Isaac TeSlaa,WR,23.0,,0,0,0,,,,,,,,,,,,,,,,,,Arkansas,http://www.sports-reference.com/cfb/players/isaac-teslaa-1.html,25.0,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,62.0,896.0,14.5,5.0,35.8,63.0,896.0,14.2,5.0
75,74,DEN,Pat Bryant,WR,22.0,,0,0,0,,,,,,,,,,,,,,,,,,Illinois,http://www.sports-reference.com/cfb/players/pat-bryant-1.html,46.0,,,,,,,,,,,,,,5.0,14.0,2.8,0.0,0.3,137.0,2095.0,15.3,19.0,45.5,142.0,2109.0,14.9,19.0
80,79,HOU,Jaylin Noel,WR,23.0,,0,0,0,,,,,,,,,,,,,,,,,,Iowa St.,http://www.sports-reference.com/cfb/players/jaylin-noel-1.html,51.0,1.0,5.0,20.0,42.0,0.0,0.0,0.0,0.0,8.4,8.4,42.0,0.8,90.6,13.0,84.0,6.5,0.0,1.6,245.0,2855.0,11.7,18.0,56.0,258.0,2939.0,11.4,18.0
88,87,GNB,Savion Williams,WR,23.0,,0,0,0,,,,,,,,,,,,,,,,,,TCU,http://www.sports-reference.com/cfb/players/savion-williams-2.html,52.0,3.0,3.0,100.0,22.0,1.0,33.3,0.0,0.0,7.3,14.0,7.3,0.4,271.6,62.0,384.0,6.2,6.0,7.4,137.0,1655.0,12.1,14.0,31.8,199.0,2039.0,10.2,20.0
103,102,MIN,Tai Felton,WR,22.0,,0,0,0,,,,,,,,,,,,,,,,,,Maryland,http://www.sports-reference.com/cfb/players/tai-felton-1.html,46.0,,,,,,,,,,,,,,3.0,39.0,13.0,0.0,0.8,172.0,2207.0,12.8,17.0,48.0,175.0,2246.0,12.8,17.0
104,103,TEN,Chimere Dike,WR,23.0,,0,0,0,,,,,,,,,,,,,,,,,,Florida,http://www.sports-reference.com/cfb/players/chimere-dike-1.html,57.0,,,,,,,,,,,,,,14.0,99.0,7.1,1.0,1.7,139.0,2261.0,16.3,11.0,39.7,153.0,2360.0,15.4,12.0
109,108,LVR,Dont'e Thornton,WR,22.0,,0,0,0,,,,,,,,,,,,,,,,,,Tennessee,http://www.sports-reference.com/cfb/players/donte-thornton-1.html,47.0,,,,,,,,,,,,,,2.0,6.0,3.0,0.0,0.1,65.0,1426.0,21.9,10.0,30.3,67.0,1432.0,21.4,10.0
111,110,NYJ,Arian Smith,WR,23.0,,0,0,0,,,,,,,,,,,,,,,,,,Georgia,http://www.sports-reference.com/cfb/players/arian-smith-1.html,47.0,,,,,,,,,,,,,,8.0,93.0,11.6,0.0,2.0,68.0,1356.0,19.9,10.0,28.9,76.0,1449.0,19.1,10.0
