Unnamed: 0,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,TD.1,Rec,Yds.2,TD.2,Solo,Int.1,Sk,College/Univ,Link,Coll_games,Coll_pass_cmp,Coll_pass_att,Coll_pass_cmp_pct,Coll_pass_yds,Coll_pass_td,Coll_pass_td_pct,Coll_pass_int,Coll_pass_int_pct,Coll_pass_yds_per_att,Coll_pass_adj_yds_per_att,Coll_pass_yds_per_cmp,Coll_pass_yds_per_g,Coll_pass_rating,Coll_rush_att,Coll_rush_yds,Coll_rush_yds_per_att,Coll_rush_td,Coll_rush_yds_per_g,Coll_rec,Coll_rec_yds,Coll_rec_yds_per_rec,Coll_rec_td,Coll_rec_yds_per_g,Coll_scrim_att,Coll_yds_from_scrimmage,Coll_scrim_yds_per_att,Coll_scrim_td
129,128,WAS,Jaylin Lane,WR,23.0,,0,0,0,,,,,,,,,,,,,,,,,,Virginia Tech,http://www.sports-reference.com/cfb/players/jaylin-lane-1.html,54.0,1.0,2.0,50.0,6.0,1.0,50.0,0.0,0.0,3.0,13.0,6.0,0.1,240.2,46.0,264.0,5.7,3.0,4.9,203.0,2532.0,12.5,18.0,46.9,249.0,2796.0,11.2,21.0
134,133,KAN,Jalen Royals,WR,22.0,,0,0,0,,,,,,,,,,,,,,,,,,Utah St.,http://www.sports-reference.com/cfb/players/jalen-royals-1.html,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,3.0,3.0,0.0,0.1,126.0,1914.0,15.2,21.0,59.8,127.0,1917.0,15.1,21.0
137,136,TEN,Elic Ayomanor,WR,22.0,,0,0,0,,,,,,,,,,,,,,,,,,Stanford,http://www.sports-reference.com/cfb/players/elic-ayomanor-1.html,24.0,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,125.0,1844.0,14.8,12.0,76.8,125.0,1844.0,14.8,12.0
139,138,SFO,Jordan Watkins,WR,23.0,,0,0,0,,,,,,,,,,,,,,,,,,Mississippi,http://www.sports-reference.com/cfb/players/jordan-watkins-2.html,58.0,2.0,2.0,100.0,19.0,0.0,0.0,0.0,0.0,9.5,9.5,9.5,0.3,179.8,7.0,31.0,4.4,1.0,0.5,185.0,2682.0,14.5,18.0,46.2,192.0,2713.0,14.1,19.0
159,158,LAC,KeAndre Lambert-Smith,WR,23.0,,0,0,0,,,,,,,,,,,,,,,,,,Auburn,http://www.sports-reference.com/cfb/players/keandre-lambert-smith-1.html,60.0,2.0,3.0,66.7,73.0,1.0,33.3,0.0,0.0,24.3,31.0,36.5,1.2,381.1,2.0,0.0,0.0,0.0,0.0,176.0,2702.0,15.4,19.0,45.0,178.0,2702.0,15.2,19.0
167,166,SEA,Tory Horton,WR,22.0,,0,0,0,,,,,,,,,,,,,,,,,,Colorado St.,http://www.sports-reference.com/cfb/players/tory-horton-1.html,51.0,5.0,6.0,83.3,151.0,1.0,16.7,1.0,16.7,25.2,21.0,30.2,3.0,316.4,2.0,6.0,3.0,0.0,0.1,265.0,3615.0,13.6,27.0,70.9,267.0,3621.0,13.6,27.0
204,203,BAL,LaJohntay Wester,WR,23.0,,0,0,0,,,,,,,,,,,,,,,,,,Colorado,http://www.sports-reference.com/cfb/players/lajohntay-wester-1.html,58.0,,,,,,,,,,,,,,37.0,213.0,5.8,2.0,3.7,326.0,3634.0,11.1,31.0,62.7,363.0,3847.0,10.6,33.0
209,208,CAR,Jimmy Horn,WR,22.0,,0,0,0,,,,,,,,,,,,,,,,,,Colorado,http://www.sports-reference.com/cfb/players/jimmy-horn-jr-1.html,46.0,1.0,1.0,100.0,30.0,1.0,100.0,0.0,0.0,30.0,50.0,30.0,0.7,682.0,17.0,128.0,7.5,1.0,2.8,162.0,1967.0,12.1,11.0,42.8,179.0,2095.0,11.7,12.0
236,235,TAM,Tez Johnson,WR,23.0,,0,0,0,,,,,,,,,,,,,,,,,,Oregon,http://www.sports-reference.com/cfb/players/tez-johnson-1.html,62.0,1.0,4.0,25.0,7.0,1.0,25.0,1.0,25.0,1.8,-4.5,7.0,0.1,72.2,9.0,50.0,5.6,1.0,0.8,310.0,3889.0,12.5,28.0,62.7,319.0,3939.0,12.3,29.0
239,238,SEA,Ricky White,WR,23.0,,0,0,0,,,,,,,,,,,,,,,,,,UNLV,http://www.sports-reference.com/cfb/players/ricky-white-2.html,43.0,,,,,,,,,,,,,,3.0,5.0,1.7,0.0,0.1,228.0,3366.0,14.8,24.0,78.3,231.0,3371.0,14.6,24.0
241,240,BUF,Kaden Prather,WR,23.0,,0,0,0,,,,,,,,,,,,,,,,,,Maryland,http://www.sports-reference.com/cfb/players/kaden-prather-1.html,48.0,,,,,,,,,,,,,,2.0,35.0,17.5,0.0,0.7,162.0,1966.0,12.1,12.0,41.0,164.0,2001.0,12.2,12.0
243,242,LAR,Konata Mumpfield,WR,22.0,,0,0,0,,,,,,,,,,,,,,,,,,Pittsburgh,http://www.sports-reference.com/cfb/players/konata-mumpfield-1.html,48.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,18.0,9.0,0.0,0.4,217.0,2691.0,12.4,19.0,56.1,219.0,2709.0,12.4,19.0
245,244,DET,Dominic Lovett,WR,22.0,,0,0,0,,,,,,,,,,,,,,,,,,Georgia,http://www.sports-reference.com/cfb/players/dominic-lovett-1.html,54.0,,,,,,,,,,,,,,11.0,46.0,4.2,1.0,0.9,197.0,2243.0,11.4,13.0,41.5,208.0,2289.0,11.0,14.0
