Unnamed: 0,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,TD.1,Rec,Yds.2,TD.2,Solo,Int.1,Sk,College/Univ,Link,Coll_games,Coll_pass_cmp,Coll_pass_att,Coll_pass_cmp_pct,Coll_pass_yds,Coll_pass_td,Coll_pass_td_pct,Coll_pass_int,Coll_pass_int_pct,Coll_pass_yds_per_att,Coll_pass_adj_yds_per_att,Coll_pass_yds_per_cmp,Coll_pass_yds_per_g,Coll_pass_rating,Coll_rush_att,Coll_rush_yds,Coll_rush_yds_per_att,Coll_rush_td,Coll_rush_yds_per_g,Coll_rec,Coll_rec_yds,Coll_rec_yds_per_rec,Coll_rec_td,Coll_rec_yds_per_g,Coll_scrim_att,Coll_yds_from_scrimmage,Coll_scrim_yds_per_att,Coll_scrim_td
7,6,LVR,Ashton Jeanty,RB,21.0,,0,0,0,,,,,,,,,,,,,,,,,,Boise St.,http://www.sports-reference.com/cfb/players/ashton-jeanty-1.html,40.0,,,,,,,,,,,,,,750.0,4769.0,6.4,50.0,119.2,80.0,862.0,10.8,6.0,21.6,830.0,5631.0,6.8,56.0
23,22,LAC,Omarion Hampton,RB,22.0,,0,0,0,,,,,,,,,,,,,,,,,,North Carolina,http://www.sports-reference.com/cfb/players/omarion-hampton-1.html,38.0,,,,,,,,,,,,,,622.0,3565.0,5.7,36.0,93.8,73.0,635.0,8.7,4.0,16.7,695.0,4200.0,6.0,40.0
37,36,CLE,Quinshon Judkins,RB,21.0,,0,0,0,,,,,,,,,,,,,,,,,,Ohio St.,http://www.sports-reference.com/cfb/players/quinshon-judkins-1.html,42.0,1.0,1.0,100.0,7.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,0.2,158.8,739.0,3785.0,5.1,45.0,90.1,59.0,442.0,7.5,5.0,10.5,798.0,4227.0,5.3,50.0
39,38,NWE,TreVeyon Henderson,RB,22.0,,0,0,0,,,,,,,,,,,,,,,,,,Ohio St.,http://www.sports-reference.com/cfb/players/treveyon-henderson-1.html,47.0,,,,,,,,,,,,,,590.0,3761.0,6.4,42.0,80.0,77.0,853.0,11.1,6.0,18.1,667.0,4614.0,6.9,48.0
61,60,DEN,RJ Harvey,RB,24.0,,0,0,0,,,,,,,,,,,,,,,,,,Central Florida,http://www.sports-reference.com/cfb/players/rj-harvey-1.html,41.0,3.0,4.0,75.0,83.0,1.0,25.0,0.0,0.0,20.8,25.75,27.7,2.0,331.8,579.0,3792.0,6.5,43.0,92.5,61.0,720.0,11.8,4.0,17.6,640.0,4512.0,7.1,47.0
84,83,PIT,Kaleb Johnson,RB,22.0,,0,0,0,,,,,,,,,,,,,,,,,,Iowa,http://www.sports-reference.com/cfb/players/kaleb-johnson-2.html,35.0,,,,,,,,,,,,,,508.0,2779.0,5.5,30.0,79.4,29.0,240.0,8.3,2.0,6.9,537.0,3019.0,5.6,32.0
105,104,JAX,Bhayshul Tuten,RB,23.0,,0,0,0,,,,,,,,,,,,,,,,,,Virginia Tech,http://www.sports-reference.com/cfb/players/bhayshul-tuten-1.html,24.0,,,,,,,,,,,,,,356.0,2022.0,5.7,25.0,84.3,50.0,320.0,6.4,4.0,13.3,406.0,2342.0,5.8,29.0
106,105,NYG,Cam Skattebo,RB,23.0,,0,0,0,,,,,,,,,,,,,,,,,,Arizona St.,http://www.sports-reference.com/cfb/players/cameron-skattebo-1.html,25.0,7.0,17.0,41.2,172.0,2.0,11.8,1.0,5.9,10.1,9.82,24.6,6.9,153.2,457.0,2494.0,5.5,30.0,99.8,69.0,891.0,12.9,4.0,35.6,526.0,3385.0,6.4,34.0
115,114,CAR,Trevor Etienne,RB,21.0,,0,0,0,,,,,,,,,,,,,,,,,,Georgia,http://www.sports-reference.com/cfb/players/trevor-etienne-1.html,34.0,,,,,,,,,,,,,,371.0,2081.0,5.6,23.0,61.2,62.0,432.0,7.0,1.0,12.7,433.0,2513.0,5.8,24.0
117,116,HOU,Woody Marks,RB,24.0,,0,0,0,,,,,,,,,,,,,,,,,,USC,http://www.sports-reference.com/cfb/players/joquavious-marks-1.html,57.0,,,,,,,,,,,,,,608.0,3016.0,5.0,31.0,52.9,261.0,1546.0,5.9,5.0,27.1,869.0,4562.0,5.2,36.0
