Unnamed: 0,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,TD.1,Rec,Yds.2,TD.2,Solo,Int.1,Sk,College/Univ,Link,Coll_games,Coll_pass_cmp,Coll_pass_att,Coll_pass_cmp_pct,Coll_pass_yds,Coll_pass_td,Coll_pass_td_pct,Coll_pass_int,Coll_pass_int_pct,Coll_pass_yds_per_att,Coll_pass_adj_yds_per_att,Coll_pass_yds_per_cmp,Coll_pass_yds_per_g,Coll_pass_rating,Coll_rush_att,Coll_rush_yds,Coll_rush_yds_per_att,Coll_rush_td,Coll_rush_yds_per_g,Coll_rec,Coll_rec_yds,Coll_rec_yds_per_rec,Coll_rec_td,Coll_rec_yds_per_g,Coll_scrim_att,Coll_yds_from_scrimmage,Coll_scrim_yds_per_att,Coll_scrim_td
14,13,LVR,Brock Bowers,TE,21,2024.0,1,1,1,9.0,9.0,17.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,0.0,112.0,1194.0,5.0,,,,Georgia,http://www.sports-reference.com/cfb/players/brock-bowers-1.html,40.0,,,,,,,,,,,,,,19.0,193.0,10.2,5.0,4.8,175.0,2538.0,14.5,26.0,63.5,194.0,2731.0,14.1,31.0
54,53,WAS,Ben Sinnott,TE,22,2024.0,0,0,0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,28.0,1.0,2.0,,,Kansas St.,http://www.sports-reference.com/cfb/players/ben-sinnott-1.html,38.0,,,,,,,,,,,,,,3.0,12.0,4.0,1.0,0.3,82.0,1138.0,13.9,10.0,29.9,85.0,1150.0,13.5,11.0
83,82,ARI,Tip Reiman,TE,22,2024.0,0,0,1,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,37.0,0.0,,,,Illinois,http://www.sports-reference.com/cfb/players/tip-reiman-1.html,44.0,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,41.0,420.0,10.2,5.0,9.5,41.0,420.0,10.2,5.0
102,101,CAR,Ja'Tavion Sanders,TE,21,2024.0,0,0,0,3.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,342.0,1.0,,,,Texas,http://www.sports-reference.com/cfb/players/jatavion-sanders-1.html,39.0,,,,,,,,,,,,,,1.0,12.0,12.0,0.0,0.3,99.0,1295.0,13.1,7.0,33.2,100.0,1307.0,13.1,7.0
108,107,NYG,Theo Johnson,TE,23,2024.0,0,0,1,2.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,331.0,1.0,,,,Penn St.,http://www.sports-reference.com/cfb/players/theo-johnson-1.html,44.0,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,77.0,938.0,12.2,12.0,21.3,77.0,938.0,12.2,12.0
116,115,CIN,Erick All,TE,23,2024.0,0,0,1,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,158.0,0.0,,,,Iowa,http://www.sports-reference.com/cfb/players/erick-all-1.html,40.0,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,75.0,864.0,11.5,5.0,21.6,75.0,864.0,11.5,5.0
122,121,SEA,AJ Barner,TE,22,2024.0,0,0,0,2.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,245.0,4.0,2.0,,,Michigan,http://www.sports-reference.com/cfb/players/aj-barner-1.html,45.0,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,64.0,610.0,9.5,5.0,13.6,64.0,610.0,9.5,5.0
124,123,HOU,Cade Stover,TE,24,2024.0,0,0,1,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,133.0,1.0,5.0,,,Ohio St.,http://www.sports-reference.com/cfb/players/cade-stover-1.html,47.0,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,82.0,1058.0,12.9,10.0,22.5,82.0,1058.0,12.9,10.0
132,131,KAN,Jared Wiley,TE,23,2024.0,0,0,0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,,,,TCU,http://www.sports-reference.com/cfb/players/jared-wiley-1.html,59.0,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,90.0,1013.0,11.3,15.0,17.2,90.0,1013.0,11.3,15.0
195,194,CIN,Tanner McLachlan,TE,25,2024.0,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Arizona,http://www.sports-reference.com/cfb/players/tanner-mclachlan-2.html,25.0,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,79.0,984.0,12.5,6.0,39.4,79.0,984.0,12.5,6.0
