Unnamed: 0,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,TD.1,Rec,Yds.2,TD.2,Solo,Int.1,Sk,College/Univ,Link,Coll_games,Coll_pass_cmp,Coll_pass_att,Coll_pass_cmp_pct,Coll_pass_yds,Coll_pass_td,Coll_pass_td_pct,Coll_pass_int,Coll_pass_int_pct,Coll_pass_yds_per_att,Coll_pass_adj_yds_per_att,Coll_pass_yds_per_cmp,Coll_pass_yds_per_g,Coll_pass_rating,Coll_rush_att,Coll_rush_yds,Coll_rush_yds_per_att,Coll_rush_td,Coll_rush_yds_per_g,Coll_rec,Coll_rec_yds,Coll_rec_yds_per_rec,Coll_rec_td,Coll_rec_yds_per_g,Coll_scrim_att,Coll_yds_from_scrimmage,Coll_scrim_yds_per_att,Coll_scrim_td
33,32,KAN,Clyde Edwards-Helaire,RB,21,2024.0,0,0,1,18.0,18.0,50.0,0.0,0.0,0.0,0.0,0.0,454.0,1891.0,12.0,92.0,789.0,7.0,,,,LSU,http://www.sports-reference.com/cfb/players/clyde-edwards-helaire-1.html,41.0,1.0,1.0,100.0,11.0,1.0,100.0,0.0,0.0,11.0,31.0,11.0,0.3,522.4,370.0,2103.0,5.7,23.0,51.3,69.0,595.0,8.6,1.0,14.5,439.0,2698.0,6.1,24.0
36,35,DET,D'Andre Swift,RB,21,2024.0,0,1,2,36.0,18.0,73.0,0.0,1.0,0.0,0.0,0.0,846.0,3688.0,29.0,237.0,1798.0,8.0,,,,Georgia,http://www.sports-reference.com/cfb/players/dandre-swift-1.html,43.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,440.0,2885.0,6.6,20.0,67.1,73.0,666.0,9.1,5.0,15.5,513.0,3551.0,6.9,25.0
42,41,IND,Jonathan Taylor,RB,21,2024.0,1,2,4,45.0,45.0,67.0,0.0,0.0,0.0,0.0,0.0,1228.0,6013.0,51.0,141.0,1091.0,5.0,,,,Wisconsin,http://www.sports-reference.com/cfb/players/jonathan-taylor-1.html,41.0,,,,,,,,,,,,,,926.0,6174.0,6.7,50.0,150.6,42.0,407.0,9.7,5.0,9.9,968.0,6581.0,6.8,55.0
53,52,LAR,Cam Akers,RB,21,2024.0,0,0,1,13.0,10.0,53.0,0.0,0.0,0.0,0.0,0.0,502.0,2025.0,13.0,52.0,388.0,4.0,,,,Florida St.,http://www.sports-reference.com/cfb/players/cam-akers-1.html,36.0,5.0,8.0,62.5,97.0,0.0,0.0,0.0,0.0,12.1,12.13,19.4,2.7,164.4,586.0,2874.0,4.9,27.0,79.8,69.0,486.0,7.0,7.0,13.5,655.0,3360.0,5.1,34.0
56,55,BAL,J.K. Dobbins,RB,21,2024.0,0,0,1,17.0,11.0,37.0,0.0,0.0,0.0,0.0,0.0,429.0,2252.0,21.0,59.0,330.0,1.0,,,,Ohio St.,http://www.sports-reference.com/cfb/players/jk-dobbins-1.html,42.0,,,,,,,,,,,,,,725.0,4459.0,6.2,38.0,106.2,71.0,645.0,9.1,5.0,15.4,796.0,5104.0,6.4,43.0
63,62,GNB,AJ Dillon,RB,22,2023.0,0,0,0,23.0,23.0,60.0,0.0,0.0,0.0,0.0,0.0,597.0,2428.0,16.0,86.0,763.0,2.0,2.0,,,Boston Col.,http://www.sports-reference.com/cfb/players/aj-dillon-1.html,36.0,,,,,,,,,,,,,,845.0,4382.0,5.2,38.0,121.7,21.0,236.0,11.2,2.0,6.6,866.0,4618.0,5.3,40.0
67,66,WAS,Antonio Gibson,RB,22,2024.0,0,0,2,27.0,23.0,78.0,0.0,0.0,0.0,0.0,0.0,762.0,3181.0,23.0,195.0,1489.0,7.0,1.0,,,Memphis,http://www.sports-reference.com/cfb/players/antonio-gibson-2.html,28.0,,,,,,,,,,,,,,33.0,369.0,11.2,4.0,13.2,44.0,834.0,19.0,10.0,29.8,77.0,1203.0,15.6,14.0
77,76,TAM,Ke'Shawn Vaughn,RB,23,2024.0,0,0,0,2.0,2.0,46.0,0.0,0.0,0.0,0.0,0.0,105.0,388.0,2.0,14.0,81.0,1.0,,,,Illinois,http://www.sports-reference.com/cfb/players/keshawn-vaughn-1.html,46.0,,,,,,,,,,,,,,572.0,3296.0,5.8,30.0,71.7,67.0,664.0,9.9,3.0,14.4,639.0,3960.0,6.2,33.0
87,86,BUF,Zack Moss,RB,22,2024.0,0,0,1,18.0,8.0,61.0,0.0,0.0,0.0,0.0,0.0,558.0,2318.0,16.0,98.0,710.0,5.0,1.0,,,Utah,http://www.sports-reference.com/cfb/players/zack-moss-1.html,45.0,,,,,,,,,,,,,,712.0,4067.0,5.7,38.0,90.4,66.0,685.0,10.4,3.0,15.2,778.0,4752.0,6.1,41.0
94,93,TEN,Darrynton Evans,RB,22,2024.0,0,0,0,3.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,65.0,249.0,1.0,12.0,120.0,1.0,2.0,,,Appalachian St.,http://www.sports-reference.com/cfb/players/darrynton-evans-1.html,39.0,1.0,1.0,100.0,14.0,0.0,0.0,0.0,0.0,14.0,14.0,14.0,0.4,217.6,482.0,2884.0,6.0,25.0,73.9,39.0,319.0,8.2,6.0,8.2,521.0,3203.0,6.1,31.0
