Unnamed: 0,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,TD.1,Rec,Yds.2,TD.2,Solo,Int.1,Sk,College/Univ,Link,Coll_games,Coll_pass_cmp,Coll_pass_att,Coll_pass_cmp_pct,Coll_pass_yds,Coll_pass_td,Coll_pass_td_pct,Coll_pass_int,Coll_pass_int_pct,Coll_pass_yds_per_att,Coll_pass_adj_yds_per_att,Coll_pass_yds_per_cmp,Coll_pass_yds_per_g,Coll_pass_rating,Coll_rush_att,Coll_rush_yds,Coll_rush_yds_per_att,Coll_rush_td,Coll_rush_yds_per_g,Coll_rec,Coll_rec_yds,Coll_rec_yds_per_rec,Coll_rec_td,Coll_rec_yds_per_g,Coll_scrim_att,Coll_yds_from_scrimmage,Coll_scrim_yds_per_att,Coll_scrim_td
50,49,PIT,Chase Claypool,WR,22,2023.0,0,0,1,19.0,17.0,58.0,1.0,1.0,1.0,1.0,0.0,33.0,171.0,2.0,175.0,2261.0,13.0,7.0,,,Notre Dame,http://www.sports-reference.com/cfb/players/chase-claypool-1.html,49.0,,,,,,,,,,,,,,3.0,6.0,2.0,0.0,0.1,150.0,2159.0,14.4,19.0,44.1,153.0,2165.0,14.2,19.0
58,57,LAR,Van Jefferson,WR,24,2024.0,0,0,3,17.0,13.0,78.0,0.0,0.0,0.0,0.0,0.0,4.0,23.0,0.0,137.0,1876.0,12.0,1.0,,,Florida,http://www.sports-reference.com/cfb/players/van-jefferson-1.html,48.0,1.0,1.0,100.0,-3.0,0.0,0.0,0.0,0.0,-3.0,-3.0,-3.0,-0.1,74.8,6.0,47.0,7.8,0.0,1.0,175.0,2159.0,12.3,16.0,45.0,181.0,2206.0,12.2,16.0
60,59,NYJ,Denzel Mims,WR,22,2022.0,0,0,1,5.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,676.0,0.0,,,,Baylor,http://www.sports-reference.com/cfb/players/denzel-mims-1.html,48.0,,,,,,,,,,,,,,1.0,-6.0,-6.0,0.0,-0.1,186.0,2925.0,15.7,28.0,60.9,187.0,2919.0,15.6,28.0
81,80,LVR,Lynn Bowden Jr.,WR,22,2023.0,0,0,0,3.0,,26.0,1.0,2.0,32.0,0.0,0.0,14.0,64.0,0.0,39.0,294.0,0.0,,,,Kentucky,http://www.sports-reference.com/cfb/players/lynn-bowden-jr-1.html,39.0,38.0,79.0,48.1,495.0,3.0,3.8,5.0,6.3,6.3,4.18,13.0,12.7,100.6,206.0,1530.0,7.4,13.0,39.2,114.0,1303.0,11.4,6.0,33.4,320.0,2833.0,8.9,19.0
82,81,LVR,Bryan Edwards,WR,21,2022.0,0,0,1,6.0,6.0,35.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,48.0,779.0,4.0,,,,South Carolina,http://www.sports-reference.com/cfb/players/bryan-edwards-1.html,48.0,,,,,,,,,,,,,,6.0,41.0,6.8,0.0,0.9,234.0,3045.0,13.0,22.0,63.4,240.0,3086.0,12.9,22.0
93,92,BAL,Devin Duvernay,WR,22,2024.0,1,2,1,12.0,12.0,72.0,0.0,0.0,0.0,0.0,0.0,31.0,222.0,1.0,105.0,977.0,5.0,2.0,,,Texas,http://www.sports-reference.com/cfb/players/devin-duvernay-1.html,51.0,2.0,2.0,100.0,14.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,0.3,158.8,11.0,34.0,3.1,1.0,0.7,176.0,2468.0,14.0,16.0,48.4,187.0,2502.0,13.4,17.0
129,128,BUF,Gabriel Davis,WR,21,2024.0,0,0,4,27.0,25.0,74.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,0.0,183.0,2969.0,29.0,3.0,,,Central Florida,http://www.sports-reference.com/cfb/players/gabriel-davis-1.html,37.0,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,152.0,2447.0,16.1,23.0,66.1,152.0,2447.0,16.1,23.0
143,142,WAS,Antonio Gandy-Golden,WR,22,2021.0,0,0,0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,0.0,1.0,3.0,0.0,,,,Liberty,http://www.sports-reference.com/cfb/players/antonio-gandy-golden-1.html,24.0,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,150.0,2433.0,16.2,20.0,101.4,150.0,2433.0,16.2,20.0
152,151,LAC,Joe Reed,WR,22,2020.0,0,0,0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,29.0,1.0,0.0,0.0,0.0,1.0,,,Virginia,http://www.sports-reference.com/cfb/players/joe-reed-4.html,50.0,,,,,,,,,,,,,,34.0,172.0,5.1,1.0,3.4,129.0,1465.0,11.4,16.0,29.3,163.0,1637.0,10.0,17.0
162,161,TAM,Tyler Johnson,WR,22,2024.0,0,0,0,8.0,5.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,828.0,4.0,1.0,,,Minnesota,http://www.sports-reference.com/cfb/players/tyler-johnson-6.html,47.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,199.0,3094.0,15.5,30.0,65.8,199.0,3094.0,15.5,30.0
166,165,JAX,Collin Johnson,WR,22,2024.0,0,0,0,3.0,2.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,394.0,2.0,3.0,,,Texas,http://www.sports-reference.com/cfb/players/collin-johnson-2.html,44.0,,,,,,,,,,,,,,0.0,-7.0,,0.0,-0.2,188.0,2624.0,14.0,15.0,59.6,188.0,2617.0,13.9,15.0
167,166,DET,Quintez Cephus,WR,22,2022.0,0,0,0,5.0,5.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,568.0,4.0,4.0,,,Wisconsin,http://www.sports-reference.com/cfb/players/quintez-cephus-1.html,38.0,,,,,,,,,,,,,,9.0,46.0,5.1,0.0,1.2,93.0,1496.0,16.1,13.0,39.4,102.0,1542.0,15.1,13.0
169,168,PHI,John Hightower,WR,24,2021.0,0,0,0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,167.0,0.0,,,,Boise St.,http://www.sports-reference.com/cfb/players/john-hightower-1.html,24.0,1.0,2.0,50.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.2,66.8,24.0,317.0,13.2,2.0,13.2,82.0,1447.0,17.6,14.0,60.3,106.0,1764.0,16.6,16.0
174,173,CHI,Darnell Mooney,WR,22,2024.0,0,0,4,30.0,23.0,76.0,0.0,1.0,0.0,0.0,0.0,13.0,59.0,1.0,277.0,3585.0,16.0,6.0,,,Tulane,http://www.sports-reference.com/cfb/players/darnell-mooney-1.html,50.0,,,,,,,,,,,,,,5.0,28.0,5.6,0.0,0.6,154.0,2572.0,16.7,19.0,51.4,159.0,2600.0,16.4,19.0
177,176,MIN,K.J. Osborn,WR,23,2024.0,0,0,2,13.0,13.0,67.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,0.0,165.0,1902.0,16.0,4.0,,,Miami (FL),http://www.sports-reference.com/cfb/players/kj-osborn-1.html,51.0,,,,,,,,,,,,,,14.0,53.0,3.8,1.0,1.0,146.0,2037.0,14.0,17.0,39.9,160.0,2090.0,13.1,18.0
188,187,CLE,Donovan Peoples-Jones,WR,21,2023.0,0,0,1,18.0,17.0,58.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,122.0,1895.0,8.0,2.0,,,Michigan,http://www.sports-reference.com/cfb/players/donovan-peoples-jones-1.html,37.0,,,,,,,,,,,,,,9.0,87.0,9.7,0.0,2.4,103.0,1327.0,12.9,14.0,35.9,112.0,1414.0,12.6,14.0
201,200,PHI,Quez Watkins,WR,22,2023.0,0,0,1,13.0,13.0,49.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,98.0,1249.0,6.0,4.0,,,Southern Miss,http://www.sports-reference.com/cfb/players/quez-watkins-1.html,36.0,,,,,,,,,,,,,,5.0,12.0,2.4,0.0,0.3,159.0,2404.0,15.1,17.0,66.8,164.0,2416.0,14.7,17.0
202,201,BAL,James Proche,WR,23,2024.0,0,0,0,3.0,3.0,62.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,299.0,0.0,1.0,,,SMU,http://www.sports-reference.com/cfb/players/james-proche-1.html,50.0,1.0,5.0,20.0,2.0,0.0,0.0,0.0,0.0,0.4,0.4,2.0,0.0,23.4,10.0,50.0,5.0,0.0,1.0,301.0,3949.0,13.1,39.0,79.0,311.0,3999.0,12.9,39.0
208,207,BUF,Isaiah Hodgins,WR,21,2024.0,0,0,1,5.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,634.0,7.0,,,,Oregon St.,http://www.sports-reference.com/cfb/players/isaiah-hodgins-1.html,34.0,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,176.0,2322.0,13.2,20.0,68.3,176.0,2322.0,13.2,20.0
213,212,IND,Dezmon Patmon,WR,22,2022.0,0,0,0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,45.0,1.0,,,,Washington St.,http://www.sports-reference.com/cfb/players/dezmon-patmon-1.html,42.0,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,156.0,1976.0,12.7,13.0,47.0,156.0,1976.0,12.7,13.0
215,214,SEA,Freddie Swain,WR,22,2022.0,0,0,0,5.0,5.0,37.0,0.0,0.0,0.0,0.0,0.0,5.0,32.0,0.0,42.0,576.0,6.0,2.0,,,Florida,http://www.sports-reference.com/cfb/players/freddie-swain-1.html,47.0,,,,,,,,,,,,,,4.0,27.0,6.8,0.0,0.6,68.0,996.0,14.6,15.0,21.2,72.0,1023.0,14.2,15.0
218,217,SFO,Jauan Jennings,WR,23,2024.0,0,0,0,16.0,16.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,1938.0,13.0,2.0,,,Tennessee,http://www.sports-reference.com/cfb/players/jauan-jennings-1.html,51.0,2.0,5.0,40.0,62.0,2.0,40.0,0.0,0.0,12.4,20.4,31.0,1.2,276.2,25.0,93.0,3.7,1.0,1.8,146.0,2153.0,14.7,18.0,42.2,171.0,2246.0,13.1,19.0
221,220,LAC,K.J. Hill,WR,22,2021.0,0,0,0,1.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,103.0,0.0,,,,Ohio St.,http://www.sports-reference.com/cfb/players/kj-hill-1.html,53.0,,,,,,,,,,,,,,4.0,-1.0,-0.3,0.0,0.0,201.0,2332.0,11.6,20.0,44.0,205.0,2331.0,11.4,20.0
253,252,DEN,Tyrie Cleveland,WR,22,2022.0,0,0,0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,91.0,0.0,6.0,,,Florida,http://www.sports-reference.com/cfb/players/tyrie-cleveland-1.html,46.0,,,,,,,,,,,,,,2.0,6.0,3.0,0.0,0.1,79.0,1271.0,16.1,8.0,27.6,81.0,1277.0,15.8,8.0
