Unnamed: 0,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,TD.1,Rec,Yds.2,TD.2,Solo,Int.1,Sk,College/Univ,Link,Coll_games,Coll_pass_cmp,Coll_pass_att,Coll_pass_cmp_pct,Coll_pass_yds,Coll_pass_td,Coll_pass_td_pct,Coll_pass_int,Coll_pass_int_pct,Coll_pass_yds_per_att,Coll_pass_adj_yds_per_att,Coll_pass_yds_per_cmp,Coll_pass_yds_per_g,Coll_pass_rating,Coll_rush_att,Coll_rush_yds,Coll_rush_yds_per_att,Coll_rush_td,Coll_rush_yds_per_g,Coll_rec,Coll_rec_yds,Coll_rec_yds_per_rec,Coll_rec_td,Coll_rec_yds_per_g,Coll_scrim_att,Coll_yds_from_scrimmage,Coll_scrim_yds_per_att,Coll_scrim_td
13,12,LVR,Henry Ruggs III,WR,21,2021.0,0,0,1,8.0,8.0,20.0,0.0,0.0,0.0,0.0,0.0,12.0,65.0,0.0,50.0,921.0,4.0,,,,Alabama,http://www.sports-reference.com/cfb/players/henry-ruggs-iii-1.html,41.0,,,,,,,,,,,,,,2.0,75.0,37.5,1.0,1.8,98.0,1716.0,17.5,24.0,41.9,100.0,1791.0,17.9,25.0
16,15,DEN,Jerry Jeudy,WR,21,2024.0,0,1,4,28.0,22.0,74.0,0.0,0.0,0.0,0.0,0.0,6.0,43.0,0.0,301.0,4282.0,15.0,1.0,,,Alabama,http://www.sports-reference.com/cfb/players/jerry-jeudy-1.html,42.0,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,159.0,2742.0,17.2,26.0,65.3,160.0,2743.0,17.1,26.0
18,17,DAL,CeeDee Lamb,WR,21,2024.0,1,4,5,57.0,57.0,81.0,0.0,0.0,0.0,0.0,0.0,57.0,388.0,3.0,496.0,6339.0,38.0,4.0,,,Oklahoma,http://www.sports-reference.com/cfb/players/ceedee-lamb-1.html,41.0,1.0,2.0,50.0,2.0,1.0,50.0,0.0,0.0,1.0,11.0,2.0,0.0,223.4,9.0,20.0,2.2,1.0,0.5,173.0,3292.0,19.0,32.0,80.3,182.0,3312.0,18.2,33.0
22,21,PHI,Jalen Reagor,WR,21,2024.0,0,0,2,10.0,7.0,64.0,0.0,0.0,0.0,0.0,0.0,22.0,97.0,0.0,86.0,1037.0,4.0,3.0,,,TCU,http://www.sports-reference.com/cfb/players/jalen-reagor-1.html,39.0,,,,,,,,,,,,,,35.0,324.0,9.3,2.0,8.3,148.0,2248.0,15.2,22.0,57.6,183.0,2572.0,14.1,24.0
23,22,MIN,Justin Jefferson,WR,21,2024.0,2,4,5,57.0,57.0,77.0,5.0,8.0,91.0,0.0,0.0,13.0,31.0,1.0,495.0,7432.0,40.0,2.0,,,LSU,http://www.sports-reference.com/cfb/players/justin-jefferson-1.html,34.0,,,,,,,,,,,,,,6.0,30.0,5.0,0.0,0.9,165.0,2415.0,14.6,24.0,71.0,171.0,2445.0,14.3,24.0
26,25,SFO,Brandon Aiyuk,WR,22,2024.0,0,0,5,39.0,39.0,69.0,0.0,0.0,0.0,0.0,0.0,13.0,117.0,2.0,294.0,4305.0,25.0,3.0,,,Arizona St.,http://www.sports-reference.com/cfb/players/brandon-aiyuk-1.html,25.0,,,,,,,,,,,,,,1.0,6.0,6.0,0.0,0.2,98.0,1666.0,17.0,11.0,66.6,99.0,1672.0,16.9,11.0
34,33,CIN,Tee Higgins,WR,21,2024.0,0,0,4,37.0,37.0,70.0,0.0,0.0,0.0,0.0,0.0,5.0,28.0,0.0,330.0,4595.0,34.0,1.0,,,Clemson,http://www.sports-reference.com/cfb/players/tee-higgins-1.html,43.0,,,,,,,,,,,,,,1.0,36.0,36.0,1.0,0.8,135.0,2448.0,18.1,27.0,56.9,136.0,2484.0,18.3,28.0
35,34,IND,Michael Pittman Jr.,WR,22,2024.0,0,0,5,38.0,38.0,78.0,0.0,0.0,0.0,0.0,0.0,11.0,100.0,0.0,405.0,4470.0,18.0,5.0,,,USC,http://www.sports-reference.com/cfb/players/michael-pittman-jr-1.html,48.0,,,,,,,,,,,,,,1.0,9.0,9.0,0.0,0.2,171.0,2519.0,14.7,19.0,52.5,172.0,2528.0,14.7,19.0
43,42,JAX,Laviska Shenault Jr.,WR,21,2024.0,0,0,1,13.0,9.0,63.0,0.0,0.0,0.0,0.0,0.0,51.0,253.0,1.0,163.0,1587.0,6.0,6.0,,,Colorado,http://www.sports-reference.com/cfb/players/laviska-shenault-jr-1.html,32.0,,,,,,,,,,,,,,42.0,280.0,6.7,7.0,8.8,149.0,1943.0,13.0,10.0,60.7,191.0,2223.0,11.6,17.0
47,46,DEN,KJ Hamler,WR,21,2022.0,0,0,0,5.0,5.0,23.0,0.0,0.0,0.0,0.0,0.0,11.0,63.0,0.0,42.0,620.0,3.0,,,,Penn St.,http://www.sports-reference.com/cfb/players/kj-hamler-1.html,26.0,,,,,,,,,,,,,,17.0,87.0,5.1,1.0,3.3,98.0,1658.0,16.9,13.0,63.8,115.0,1745.0,15.2,14.0
