Rk,Player,Team,FantPos,Age,GamesPlayed,GamesStarted,PassCmp,PassAtt,PassYds,PassTD,PassInt,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Receptions,RecYds,RecYdsPerReception,RecTD,Fumbles,FumblesLost,TotalTD,TwoPtConvMade,TwoPtConvPassing,FantasyPts,FantasyPtsPPR,FantasyPtsDraftKings,FantasyPtsFanDuel,VBD,PosRank,OverallRank,FirstTeamAllPro,SelectedToProBowl,Passing_Cmp_pass,Passing_Att_pass,Air Yards_IAY,Air Yards_IAY/PA,Air Yards_CAY,Air Yards_CAY/Cmp,Air Yards_CAY/PA,Air Yards_YAC,Air Yards_YAC/Cmp,Accuracy_Bats,Accuracy_ThAwy,Accuracy_Spikes,Accuracy_Drops,Accuracy_Drop%,Accuracy_BadTh,Accuracy_Bad%,Accuracy_OnTgt,Accuracy_OnTgt%,Pressure_PktTime,Pressure_Bltz,Pressure_Hrry,Pressure_Hits,Pressure_Prss,Pressure_Prss%,Pressure_Scrm,Pressure_Yds/Scr,RPO_Plays,RPO_Yds,RPO_PassAtt,RPO_PassYds,RPO_RushAtt,RPO_RushYds,PlayAction_PassAtt,PlayAction_PassYds,Rushing_Att_rush,Rushing_Yds_rush,Rushing_1D,Rushing_YBC,Rushing_YBC/Att,Rushing_YAC,Rushing_YAC/Att,Rushing_BrkTkl,Rushing_Att/Br,Receiving_Tgt_rec,Receiving_Rec_rec,Receiving_Yds_rec,Receiving_1D,Receiving_YBC,Receiving_YBC/R,Receiving_YAC,Receiving_YAC/R,Receiving_ADOT,Receiving_BrkTkl,Receiving_Rec/Br,Receiving_Drop,Receiving_Drop%,Receiving_Int,Receiving_Rat,Awards,Year
272,Kyle Juszczyk,SFO,FB,31,16,12,0,0,0,0,0,7,26,3.71,1,23,19,200,10.53,1,0,0,2,,,35.0,53.6,56.6,44.1,,73,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,26.0,5.0,12.0,1.7,14.0,2.0,0.0,,23.0,19.0,200.0,9.0,51.0,2.7,149.0,7.8,2.7,2.0,9.5,1.0,4.3,0.0,117.4,PB,2022
319,Alec Ingold,MIA,FB,26,17,14,0,0,0,0,0,6,8,1.33,1,23,15,105,7.0,1,0,0,2,,,23.0,38.3,41.3,30.8,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,8.0,5.0,3.0,0.5,5.0,0.8,0.0,,23.0,15.0,105.0,4.0,12.0,0.8,93.0,6.2,2.3,3.0,5.0,5.0,21.7,0.0,89.9,,2022
329,C.J. Ham,MIN,FB,29,17,4,0,0,0,0,0,4,7,1.75,2,12,10,86,8.6,0,0,0,2,,,21.0,31.3,31.3,26.3,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,7.0,3.0,5.0,1.3,2.0,0.5,0.0,,12.0,10.0,86.0,7.0,30.0,3.0,56.0,5.6,5.2,1.0,10.0,1.0,8.3,0.0,96.5,,2022
377,Derek Watt,PIT,FB,30,17,3,0,0,0,0,0,9,21,2.33,1,5,5,11,2.2,1,0,0,2,,,15.0,20.2,20.2,17.7,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,21.0,8.0,12.0,1.3,9.0,1.0,0.0,,5.0,5.0,11.0,1.0,7.0,1.4,4.0,0.8,1.4,0.0,,0.0,0.0,0.0,118.7,,2022
381,Zander Horvath,LAC,FB,24,15,2,0,0,0,0,0,4,8,2.0,0,8,5,8,1.6,2,0,0,2,,,14.0,18.6,18.6,16.1,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,2.0,6.0,1.5,2.0,0.5,0.0,,8.0,5.0,8.0,2.0,7.0,1.4,1.0,0.2,0.8,0.0,,1.0,12.5,0.0,106.2,,2022
392,Reggie Gilliam,BUF,FB,25,15,4,0,0,0,0,0,0,0,,0,10,8,69,8.63,1,0,0,1,,,13.0,20.9,20.9,16.9,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,8.0,69.0,4.0,15.0,1.9,54.0,6.8,5.8,1.0,8.0,0.0,0.0,0.0,128.7,,2022
395,Chris Myarick,NYG,FB,27,16,8,0,0,0,0,0,0,0,,0,8,7,65,9.29,1,0,0,1,,,13.0,19.5,19.5,16.0,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,7.0,65.0,5.0,27.0,3.9,38.0,5.4,2.9,1.0,7.0,0.0,0.0,0.0,140.1,,2022
420,Giovanni Ricci,CAR,FB,26,15,3,0,0,0,0,0,0,0,,0,9,8,100,12.5,0,0,0,0,,,10.0,18.0,21.0,14.0,,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,8.0,100.0,3.0,42.0,5.3,58.0,7.3,5.4,0.0,,0.0,0.0,0.0,113.0,,2022
426,Patrick Ricard,BAL,FB,28,17,16,0,0,0,0,0,7,16,2.29,0,13,11,74,6.73,0,0,0,0,,,9.0,20.0,20.0,14.5,,119,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,16.0,5.0,7.0,1.0,9.0,1.3,0.0,,13.0,11.0,74.0,1.0,2.0,0.2,72.0,6.5,1.2,0.0,,1.0,7.7,1.0,58.3,PB,2022
499,Michael Burton,KAN,FB,30,17,0,0,0,0,0,0,5,7,1.4,0,3,2,11,5.5,0,0,0,0,,,2.0,3.8,3.8,2.8,,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,7.0,2.0,4.0,0.8,3.0,0.6,0.0,,3.0,2.0,11.0,0.0,3.0,1.5,8.0,4.0,-0.7,0.0,,1.0,33.3,0.0,72.9,,2022
