Rk,Player,Team,FantPos,Age,GamesPlayed,GamesStarted,PassCmp,PassAtt,PassYds,PassTD,PassInt,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Receptions,RecYds,RecYdsPerReception,RecTD,Fumbles,FumblesLost,TotalTD,TwoPtConvMade,TwoPtConvPassing,FantasyPts,FantasyPtsPPR,FantasyPtsDraftKings,FantasyPtsFanDuel,VBD,PosRank,OverallRank,FirstTeamAllPro,SelectedToProBowl,Passing_Cmp_pass,Passing_Att_pass,Air Yards_IAY,Air Yards_IAY/PA,Air Yards_CAY,Air Yards_CAY/Cmp,Air Yards_CAY/PA,Air Yards_YAC,Air Yards_YAC/Cmp,Accuracy_Bats,Accuracy_ThAwy,Accuracy_Spikes,Accuracy_Drops,Accuracy_Drop%,Accuracy_BadTh,Accuracy_Bad%,Accuracy_OnTgt,Accuracy_OnTgt%,Pressure_PktTime,Pressure_Bltz,Pressure_Hrry,Pressure_Hits,Pressure_Prss,Pressure_Prss%,Pressure_Scrm,Pressure_Yds/Scr,RPO_Plays,RPO_Yds,RPO_PassAtt,RPO_PassYds,RPO_RushAtt,RPO_RushYds,PlayAction_PassAtt,PlayAction_PassYds,Rushing_Att_rush,Rushing_Yds_rush,Rushing_1D,Rushing_YBC,Rushing_YBC/Att,Rushing_YAC,Rushing_YAC/Att,Rushing_BrkTkl,Rushing_Att/Br,Receiving_Tgt_rec,Receiving_Rec_rec,Receiving_Yds_rec,Receiving_1D,Receiving_YBC,Receiving_YBC/R,Receiving_YAC,Receiving_YAC/R,Receiving_ADOT,Receiving_BrkTkl,Receiving_Rec/Br,Receiving_Drop,Receiving_Drop%,Receiving_Int,Receiving_Rat,Awards,Year
529,Nick Bellore,SEA,FB,34,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0.0,0.0,0.0,0.0,,143,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
535,Jason Cabinda,DET,FB,27,4,0,0,0,0,0,0,1,0,0.0,0,0,0,0,,0,0,0,0,,,0.0,0.0,0.0,0.0,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,2023
558,Reggie Gilliam,BUF,FB,26,17,0,0,0,0,0,0,0,0,,0,1,1,3,3.0,0,0,0,0,,,0.0,1.3,1.3,0.8,,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,,0.0,0.0,0.0,79.2,,2023
582,Ben Mason,BAL,FB,24,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0.0,0.0,0.0,0.0,,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
594,Henry Pearson,GNB,FB,24,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0.0,0.0,0.0,0.0,,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
597,Adam Prentice,NOR,FB,26,13,1,0,0,0,0,0,2,12,6.0,0,3,2,12,6.0,0,1,1,0,,,0.0,2.4,3.4,1.4,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,12.0,1.0,10.0,5.0,2.0,1.0,0.0,,3.0,2.0,12.0,0.0,4.0,2.0,8.0,4.0,3.7,0.0,,0.0,0.0,0.0,74.3,,2023
599,Giovanni Ricci,CAR,FB,27,5,0,0,0,0,0,0,0,0,,0,1,1,2,2.0,0,0,0,0,,,0.0,1.2,1.2,0.7,,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,0.0,-1.0,-1.0,3.0,3.0,-1.0,0.0,,0.0,0.0,0.0,79.2,,2023
1,Christian McCaffrey,SFO,RB,27,16,16,0,0,0,0,0,272,1459,5.36,14,83,67,564,8.42,7,3,2,21,,,324.0,391.3,399.3,357.8,157.0,1,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.0,1459.0,83.0,853.0,3.1,606.0,2.2,15.0,18.1,83.0,67.0,564.0,31.0,103.0,1.5,461.0,6.9,1.8,2.0,33.5,0.0,0.0,2.0,113.1,"PB,AP-1,AP MVP-3,AP OPoY-1",2023
6,Raheem Mostert,MIA,RB,31,15,15,0,0,0,0,0,209,1012,4.84,18,32,25,175,7.0,3,4,1,21,,,243.0,267.7,274.7,255.2,80.0,2,6.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.0,1012.0,59.0,547.0,2.6,465.0,2.2,16.0,13.1,32.0,25.0,175.0,6.0,-38.0,-1.5,213.0,8.5,-0.6,6.0,4.2,1.0,3.1,1.0,107.7,PB,2023
12,Travis Etienne,JAX,RB,24,17,17,0,0,0,0,0,267,1008,3.78,11,73,58,476,8.21,1,0,0,12,2.0,,224.0,282.4,288.4,253.4,62.0,3,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.0,1008.0,53.0,573.0,2.1,435.0,1.6,31.0,8.6,73.0,58.0,476.0,23.0,-41.0,-0.7,517.0,8.9,-0.8,12.0,4.8,4.0,5.5,0.0,98.4,AP OPoY-8,2023
13,Kyren Williams,LAR,RB,23,12,11,0,0,0,0,0,228,1144,5.02,12,48,32,206,6.44,3,3,2,15,1.0,,223.0,255.0,263.0,239.0,61.0,4,13.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.0,1144.0,62.0,685.0,3.0,459.0,2.0,23.0,9.9,48.0,32.0,206.0,9.0,-69.0,-2.2,275.0,8.6,0.2,1.0,32.0,4.0,8.3,1.0,87.7,"PB,AP-2",2023
16,Derrick Henry,TEN,RB,29,17,17,2,3,14,2,0,280,1167,4.17,12,36,28,214,7.64,0,0,0,12,,,219.0,246.7,252.7,232.7,57.0,5,16.0,,1.0,2.0,3.0,27.0,9.0,14.0,7.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.3,2.0,66.7,2.1,1.0,0.0,0.0,0.0,0.0,0.0,,13.0,62.0,2.0,12.0,11.0,50.0,0.0,0.0,280.0,1167.0,63.0,566.0,2.0,601.0,2.1,23.0,12.2,36.0,28.0,214.0,7.0,-61.0,-2.2,275.0,9.8,-2.8,1.0,28.0,1.0,2.8,0.0,91.4,PB,2023
17,Joe Mixon,CIN,RB,27,17,17,0,0,0,0,0,257,1034,4.02,9,64,52,376,7.23,3,0,0,12,1.0,,215.0,267.0,273.0,241.0,54.0,6,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.0,1034.0,59.0,671.0,2.6,363.0,1.4,10.0,25.7,64.0,52.0,376.0,14.0,-87.0,-1.7,463.0,8.9,-1.8,7.0,7.4,4.0,6.3,1.0,100.3,,2023
19,Breece Hall,NYJ,RB,22,17,16,0,0,0,0,0,223,994,4.46,5,95,76,591,7.78,4,2,0,9,1.0,,215.0,290.5,296.5,252.5,53.0,7,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.0,994.0,40.0,500.0,2.2,494.0,2.2,19.0,11.7,95.0,76.0,591.0,28.0,-58.0,-0.8,649.0,8.5,-0.5,10.0,7.6,5.0,5.3,1.0,102.2,AP CPoY-7,2023
24,Rachaad White,TAM,RB,24,17,17,0,0,0,0,0,272,990,3.64,6,70,64,549,8.58,3,3,2,9,,,204.0,267.9,275.9,235.9,43.0,8,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.0,990.0,46.0,594.0,2.2,396.0,1.5,9.0,30.2,70.0,64.0,549.0,23.0,-62.0,-1.0,611.0,9.5,-0.5,8.0,8.0,2.0,2.9,0.0,113.6,,2023
32,David Montgomery,DET,RB,26,14,14,0,0,0,0,0,219,1015,4.63,13,24,16,117,7.31,0,2,1,13,1.0,,191.0,207.2,214.2,199.2,31.0,9,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.0,1015.0,59.0,511.0,2.3,504.0,2.3,17.0,12.9,24.0,16.0,117.0,7.0,-32.0,-2.0,149.0,9.3,-0.8,3.0,5.3,2.0,8.3,1.0,60.6,,2023
35,Jahmyr Gibbs,DET,RB,21,15,3,0,0,0,0,0,182,945,5.19,10,71,52,316,6.08,1,2,1,11,,,190.0,242.1,249.1,216.1,30.0,10,35.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.0,945.0,42.0,487.0,2.7,458.0,2.5,21.0,8.7,71.0,52.0,316.0,20.0,2.0,0.0,314.0,6.0,0.1,7.0,7.4,8.0,11.3,1.0,80.5,"PB,AP ORoY-4",2023
37,James Cook,BUF,RB,24,17,13,0,0,0,0,0,237,1122,4.73,2,54,44,445,10.11,4,4,2,6,,,189.0,232.7,240.7,210.7,29.0,11,37.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.0,1122.0,53.0,640.0,2.7,482.0,2.0,8.0,29.6,54.0,44.0,445.0,16.0,47.0,1.1,398.0,9.0,2.5,7.0,6.3,6.0,11.1,0.0,125.7,PB,2023
38,Bijan Robinson,ATL,RB,21,17,16,0,0,0,0,0,214,976,4.56,4,86,58,487,8.4,4,4,3,8,,,188.0,246.3,255.3,217.3,29.0,12,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.0,976.0,50.0,568.0,2.7,408.0,1.9,15.0,14.3,86.0,58.0,487.0,24.0,-32.0,-0.6,519.0,8.9,0.3,10.0,5.8,6.0,7.0,3.0,82.8,AP ORoY-5,2023
43,Saquon Barkley,NYG,RB,26,14,14,0,0,0,0,0,247,962,3.89,6,60,41,280,6.83,4,2,2,10,1.0,,182.0,223.2,231.2,202.7,23.0,13,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.0,962.0,51.0,480.0,1.9,482.0,2.0,12.0,20.6,60.0,41.0,280.0,16.0,54.0,1.3,226.0,5.5,2.5,3.0,13.7,5.0,8.3,3.0,79.9,,2023
52,James Conner,ARI,RB,28,13,13,0,0,0,0,0,208,1040,5.0,7,33,27,165,6.11,2,0,0,9,,,175.0,201.5,207.5,188.0,16.0,15,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.0,1040.0,57.0,581.0,2.8,459.0,2.2,27.0,7.7,33.0,27.0,165.0,11.0,-46.0,-1.7,211.0,7.8,-0.4,5.0,5.4,0.0,0.0,0.0,107.7,,2023
53,Gus Edwards,BAL,RB,28,17,9,0,0,0,0,0,198,810,4.09,13,13,12,180,15.0,0,3,2,13,1.0,,175.0,187.0,195.0,181.0,16.0,14,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.0,810.0,49.0,448.0,2.3,362.0,1.8,12.0,16.5,13.0,12.0,180.0,5.0,35.0,2.9,145.0,12.1,2.5,0.0,,0.0,0.0,0.0,118.7,,2023
59,Kenneth Walker III,SEA,RB,23,15,15,0,0,0,0,0,219,905,4.13,8,37,29,259,8.93,1,1,0,9,,,170.0,199.4,205.4,184.9,12.0,16,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.0,905.0,46.0,559.0,2.6,346.0,1.6,22.0,10.0,37.0,29.0,259.0,9.0,-58.0,-2.0,317.0,10.9,-2.1,9.0,3.2,2.0,5.4,0.0,104.8,,2023
61,Isiah Pacheco,KAN,RB,24,14,13,0,0,0,0,0,205,935,4.56,7,49,44,244,5.55,2,1,1,9,,,170.0,213.9,220.9,191.9,11.0,17,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.0,935.0,53.0,550.0,2.7,385.0,1.9,15.0,13.7,49.0,44.0,244.0,12.0,-115.0,-2.6,359.0,8.2,-2.3,4.0,11.0,2.0,4.1,0.0,101.0,,2023
63,Tony Pollard,DAL,RB,26,17,17,0,0,0,0,0,252,1005,3.99,6,67,55,311,5.65,0,3,1,6,1.0,,168.0,222.6,229.6,195.1,9.0,18,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.0,1005.0,56.0,495.0,2.0,510.0,2.0,19.0,13.3,67.0,55.0,311.0,12.0,-10.0,-0.2,321.0,5.8,0.4,14.0,3.9,6.0,9.0,0.0,86.0,,2023
64,Jerome Ford,CLE,RB,24,17,12,0,0,0,0,0,204,813,3.99,4,63,44,319,7.25,5,1,1,9,1.0,,167.0,211.2,218.2,189.2,9.0,19,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.0,813.0,33.0,446.0,2.2,367.0,1.8,26.0,7.8,63.0,44.0,319.0,16.0,15.0,0.3,304.0,6.9,0.5,4.0,11.0,9.0,14.3,0.0,107.8,,2023
65,Najee Harris,PIT,RB,25,17,17,0,0,0,0,0,255,1035,4.06,8,38,29,170,5.86,0,2,1,8,,,167.0,195.5,202.5,181.0,8.0,20,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.0,1035.0,51.0,417.0,1.6,618.0,2.4,30.0,8.5,38.0,29.0,170.0,9.0,-5.0,-0.2,175.0,6.0,0.2,6.0,4.8,2.0,5.3,0.0,84.3,,2023
69,De'Von Achane,MIA,RB,22,11,4,0,0,0,0,0,103,800,7.77,8,37,27,197,7.3,3,1,1,11,,,164.0,190.7,197.7,177.2,5.0,21,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0,800.0,30.0,484.0,4.7,316.0,3.1,13.0,7.9,37.0,27.0,197.0,10.0,-65.0,-2.4,262.0,9.7,0.7,3.0,9.0,0.0,0.0,0.0,112.1,,2023
71,Brian Robinson Jr.,WAS,RB,24,15,15,0,0,0,0,0,178,733,4.12,5,43,36,368,10.22,4,4,2,9,1.0,,162.0,198.1,206.1,180.1,4.0,22,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.0,733.0,47.0,387.0,2.2,346.0,1.9,16.0,11.1,43.0,36.0,368.0,15.0,-43.0,-1.2,411.0,11.4,-1.3,6.0,6.0,3.0,7.0,0.0,133.3,,2023
73,D'Andre Swift,PHI,RB,24,16,15,0,0,0,0,0,229,1049,4.58,5,49,39,214,5.49,1,3,1,6,,,160.0,199.3,206.3,179.8,2.0,23,73.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.0,1049.0,50.0,642.0,2.8,407.0,1.8,21.0,10.9,49.0,39.0,214.0,8.0,-53.0,-1.4,267.0,6.8,0.6,2.0,19.5,1.0,2.0,1.0,83.2,PB,2023
87,Alvin Kamara,NOR,RB,28,13,12,0,0,0,0,0,180,694,3.86,5,86,75,466,6.21,1,0,0,6,3.0,,158.0,233.0,239.0,195.5,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0,694.0,42.0,411.0,2.3,283.0,1.6,7.0,25.7,86.0,75.0,466.0,23.0,-35.0,-0.5,501.0,6.7,0.1,9.0,8.3,2.0,2.3,0.0,93.1,,2023
92,Chuba Hubbard,CAR,RB,24,17,12,0,0,0,0,0,238,902,3.79,5,44,39,233,5.97,0,1,0,5,,,144.0,182.5,188.5,163.0,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.0,902.0,59.0,476.0,2.0,426.0,1.8,17.0,14.0,44.0,39.0,233.0,9.0,-36.0,-0.9,269.0,6.9,-0.8,5.0,7.8,1.0,2.3,1.0,79.3,,2023
93,Josh Jacobs,LVR,RB,25,13,13,0,0,0,0,0,233,805,3.45,6,54,37,296,8.0,0,3,1,6,,,144.0,181.1,188.1,162.6,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.0,805.0,34.0,451.0,1.9,354.0,1.5,10.0,23.3,54.0,37.0,296.0,15.0,3.0,0.1,293.0,7.9,0.7,3.0,12.3,5.0,9.3,2.0,66.6,,2023
95,Zack Moss,IND,RB,26,14,8,0,0,0,0,0,183,794,4.34,5,37,27,192,7.11,2,0,0,7,1.0,,143.0,169.6,175.6,156.1,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.0,794.0,43.0,449.0,2.5,345.0,1.9,4.0,45.8,37.0,27.0,192.0,10.0,3.0,0.1,189.0,7.0,-0.5,2.0,13.5,5.0,13.5,1.0,91.3,,2023
96,Devin Singletary,HOU,RB,26,17,10,1,1,6,1,0,216,898,4.16,4,38,30,193,6.43,0,1,0,4,,,137.0,167.3,173.3,152.3,,29,,,,1.0,1.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,2.7,0.0,0.0,1.0,1.0,100.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,216.0,898.0,41.0,550.0,2.5,348.0,1.6,10.0,21.6,38.0,30.0,193.0,7.0,-24.0,-0.8,217.0,7.2,0.3,2.0,15.0,2.0,5.3,0.0,87.8,,2023
97,Jonathan Taylor,IND,RB,24,10,7,0,0,0,0,0,169,741,4.38,7,23,19,153,8.05,1,1,0,8,,,137.0,156.4,162.4,146.9,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.0,741.0,42.0,287.0,1.7,454.0,2.7,14.0,12.1,23.0,19.0,153.0,5.0,-21.0,-1.1,174.0,9.2,-0.9,5.0,3.8,2.0,8.7,0.0,108.9,,2023
98,Jaylen Warren,PIT,RB,25,17,0,0,0,0,0,0,149,784,5.26,4,74,61,370,6.07,0,4,2,4,,,135.0,196.4,204.4,165.9,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.0,784.0,36.0,427.0,2.9,357.0,2.4,27.0,5.5,74.0,61.0,370.0,19.0,-116.0,-1.9,486.0,8.0,-1.6,7.0,8.7,5.0,6.8,0.0,87.5,,2023
99,Austin Ekeler,LAC,RB,28,14,14,0,0,0,0,0,179,628,3.51,5,74,51,436,8.55,1,5,4,6,,,134.0,185.4,195.4,159.9,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.0,628.0,34.0,328.0,1.8,300.0,1.7,9.0,19.9,74.0,51.0,436.0,20.0,-77.0,-1.5,513.0,10.1,-1.0,7.0,7.3,6.0,8.1,1.0,82.9,,2023
100,Javonte Williams,DEN,RB,23,16,13,0,0,0,0,0,217,774,3.57,3,58,47,228,4.85,2,1,1,5,2.0,,132.0,179.2,186.2,155.7,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.0,774.0,41.0,402.0,1.9,372.0,1.7,11.0,19.7,58.0,47.0,228.0,10.0,-75.0,-1.6,303.0,6.4,-1.7,6.0,7.8,4.0,6.9,0.0,94.5,,2023
106,Ezekiel Elliott,NWE,RB,28,17,5,0,0,0,0,0,184,642,3.49,3,65,51,313,6.14,2,2,1,5,,,124.0,174.5,181.5,149.0,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,642.0,33.0,350.0,1.9,292.0,1.6,5.0,36.8,65.0,51.0,313.0,12.0,-61.0,-1.2,374.0,7.3,-0.6,8.0,6.4,2.0,3.1,0.0,97.0,,2023
108,Tyler Allgeier,ATL,RB,23,17,3,0,0,0,0,0,186,683,3.67,4,23,18,193,10.72,1,0,0,5,1.0,,120.0,137.6,143.6,128.6,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.0,683.0,39.0,320.0,1.7,363.0,2.0,15.0,12.4,23.0,18.0,193.0,6.0,-24.0,-1.3,217.0,12.1,-1.0,2.0,9.0,2.0,8.7,0.0,116.1,,2023
117,Rhamondre Stevenson,NWE,RB,25,12,12,0,0,0,0,0,156,619,3.97,4,51,38,238,6.26,0,1,1,4,,,108.0,145.7,152.7,126.7,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.0,619.0,36.0,296.0,1.9,323.0,2.1,11.0,14.2,51.0,38.0,238.0,8.0,-23.0,-0.6,261.0,6.9,0.3,4.0,9.5,4.0,7.8,1.0,75.4,,2023
119,Aaron Jones,GNB,RB,29,11,11,0,0,0,0,0,142,656,4.62,2,43,30,233,7.77,1,2,1,3,,,105.0,134.9,141.9,119.9,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.0,656.0,34.0,337.0,2.4,319.0,2.2,11.0,12.9,43.0,30.0,233.0,13.0,-38.0,-1.3,271.0,9.0,-1.1,6.0,5.0,4.0,9.3,0.0,90.6,,2023
122,Kareem Hunt,CLE,RB,28,15,2,0,0,0,0,0,135,411,3.04,9,21,15,84,5.6,0,0,0,9,,,104.0,118.5,121.5,111.0,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.0,411.0,38.0,236.0,1.7,175.0,1.3,2.0,67.5,21.0,15.0,84.0,5.0,-14.0,-0.9,98.0,6.5,-0.3,0.0,,1.0,4.8,0.0,78.3,,2023
123,Alexander Mattison,MIN,RB,25,16,13,0,0,0,0,0,180,700,3.89,0,44,30,192,6.4,3,3,2,3,,,103.0,133.2,141.2,118.2,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0,700.0,28.0,388.0,2.2,312.0,1.7,5.0,36.0,44.0,30.0,192.0,5.0,11.0,0.4,181.0,6.0,0.5,1.0,30.0,7.0,15.9,0.0,99.8,,2023
