Rk,Player,Team,FantPos,Age,GamesPlayed,GamesStarted,PassCmp,PassAtt,PassYds,PassTD,PassInt,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Receptions,RecYds,RecYdsPerReception,RecTD,Fumbles,FumblesLost,TotalTD,TwoPtConvMade,TwoPtConvPassing,FantasyPts,FantasyPtsPPR,FantasyPtsDraftKings,FantasyPtsFanDuel,VBD,PosRank,OverallRank,FirstTeamAllPro,SelectedToProBowl,Passing_Cmp_pass,Passing_Att_pass,Air Yards_IAY,Air Yards_IAY/PA,Air Yards_CAY,Air Yards_CAY/Cmp,Air Yards_CAY/PA,Air Yards_YAC,Air Yards_YAC/Cmp,Accuracy_Bats,Accuracy_ThAwy,Accuracy_Spikes,Accuracy_Drops,Accuracy_Drop%,Accuracy_BadTh,Accuracy_Bad%,Accuracy_OnTgt,Accuracy_OnTgt%,Pressure_PktTime,Pressure_Bltz,Pressure_Hrry,Pressure_Hits,Pressure_Prss,Pressure_Prss%,Pressure_Scrm,Pressure_Yds/Scr,RPO_Plays,RPO_Yds,RPO_PassAtt,RPO_PassYds,RPO_RushAtt,RPO_RushYds,PlayAction_PassAtt,PlayAction_PassYds,Rushing_Att_rush,Rushing_Yds_rush,Rushing_1D,Rushing_YBC,Rushing_YBC/Att,Rushing_YAC,Rushing_YAC/Att,Rushing_BrkTkl,Rushing_Att/Br,Receiving_Tgt_rec,Receiving_Rec_rec,Receiving_Yds_rec,Receiving_1D,Receiving_YBC,Receiving_YBC/R,Receiving_YAC,Receiving_YAC/R,Receiving_ADOT,Receiving_BrkTkl,Receiving_Rec/Br,Receiving_Drop,Receiving_Drop%,Receiving_Int,Receiving_Rat,Awards,Year
43,Ladd McConkey,LAC,WR,23,16,14,0,0,0,0,0,0,0,,0,112,82,1149,14.01,7,2,0,7,1.0,,159.0,240.9,243.9,199.9,28.0,11,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.0,82.0,1149.0,52.0,759.0,9.3,390.0,4.8,9.9,10.0,8.2,5.0,4.5,1.0,123.0,AP ORoY-9,2024
46,Davante Adams,2TM,WR,32,14,14,0,0,0,0,0,0,0,,0,141,85,1063,12.51,8,0,0,8,1.0,,156.0,241.3,244.3,198.8,25.0,12,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.0,85.0,1063.0,49.0,590.0,6.9,473.0,5.6,8.2,7.0,12.1,6.0,4.3,3.0,93.8,,2024
48,Jameson Williams,DET,WR,23,15,11,0,0,0,0,0,11,61,5.55,1,91,58,1001,17.26,7,0,0,8,,,154.0,212.2,215.2,183.2,23.0,13,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,61.0,5.0,40.0,3.6,21.0,1.9,1.0,11.0,91.0,58.0,1001.0,41.0,504.0,8.7,497.0,8.6,11.2,2.0,29.0,3.0,3.3,3.0,112.9,AP CPoY-19,2024
50,Jaxon Smith-Njigba,SEA,WR,22,17,16,1,1,35,0,0,5,26,5.2,0,137,100,1130,11.3,6,1,0,6,,,153.0,253.0,256.0,203.0,22.0,14,50.0,,1.0,1.0,1.0,35.0,35.0,35.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,3.6,0.0,0.0,1.0,1.0,100.0,0.0,,1.0,35.0,1.0,35.0,0.0,0.0,0.0,0.0,5.0,26.0,1.0,17.0,3.4,9.0,1.8,0.0,,137.0,100.0,1130.0,57.0,653.0,6.5,477.0,4.8,8.7,4.0,25.0,5.0,3.6,4.0,99.7,PB,2024
51,Jerry Jeudy,CLE,WR,25,17,16,0,0,0,0,0,0,0,,0,145,90,1229,13.66,4,0,0,4,2.0,,151.0,240.9,243.9,195.9,20.0,15,51.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0,90.0,1229.0,57.0,842.0,9.4,387.0,4.3,11.1,0.0,,13.0,9.0,3.0,89.7,PB,2024
52,Garrett Wilson,NYJ,WR,24,17,17,0,0,0,0,0,2,5,2.5,0,154,101,1104,10.93,7,2,2,7,1.0,,151.0,251.9,256.9,201.4,20.0,16,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,1.0,0.0,0.0,5.0,2.5,1.0,2.0,154.0,101.0,1104.0,60.0,662.0,6.6,442.0,4.4,9.1,7.0,14.4,7.0,4.5,5.0,88.2,,2024
54,Jordan Addison,MIN,WR,22,15,15,0,0,0,0,0,3,20,6.67,1,99,63,875,13.89,9,0,0,10,,,150.0,212.5,215.5,181.0,19.0,18,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,20.0,1.0,10.0,3.3,10.0,3.3,1.0,3.0,99.0,63.0,875.0,39.0,662.0,10.5,213.0,3.4,13.0,3.0,21.0,2.0,2.0,2.0,113.8,,2024
55,A.J. Brown,PHI,WR,27,13,13,0,0,0,0,0,0,0,,0,97,67,1079,16.1,7,0,0,7,,,150.0,216.9,219.9,183.4,19.0,17,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,67.0,1079.0,51.0,726.0,10.8,353.0,5.3,12.1,9.0,7.4,0.0,0.0,2.0,121.5,AP-2,2024
56,Tee Higgins,CIN,WR,25,12,9,0,0,0,0,0,0,0,,0,109,73,911,12.48,10,1,1,10,,,149.0,222.1,226.1,185.6,18.0,19,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0,73.0,911.0,48.0,683.0,9.4,228.0,3.1,9.8,7.0,10.4,3.0,2.8,1.0,119.5,,2024
60,Nico Collins,HOU,WR,25,12,12,0,0,0,0,0,0,0,,0,99,68,1006,14.79,7,0,0,7,,,143.0,210.6,213.6,176.6,12.0,20,60.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,68.0,1006.0,48.0,641.0,9.4,365.0,5.4,10.7,2.0,34.0,3.0,3.0,5.0,104.2,PB,2024
61,Jayden Reed,GNB,WR,24,17,10,0,0,0,0,0,20,163,8.15,1,75,55,857,15.58,6,3,1,7,,,142.0,197.0,204.0,169.5,12.0,21,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,163.0,7.0,114.0,5.7,49.0,2.5,2.0,10.0,75.0,55.0,857.0,29.0,477.0,8.7,380.0,6.9,9.1,3.0,18.3,9.0,12.0,0.0,137.5,,2024
65,D.J. Moore,CHI,WR,27,17,17,0,1,0,0,0,14,75,5.36,0,140,98,966,9.86,6,1,1,6,1.0,,140.0,238.1,242.1,189.1,10.0,22,65.0,,,0.0,1.0,33.0,33.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,75.0,3.0,56.0,4.0,19.0,1.4,1.0,14.0,140.0,98.0,966.0,43.0,378.0,3.9,588.0,6.0,7.5,5.0,19.6,3.0,2.1,3.0,94.5,,2024
66,Tyreek Hill,MIA,WR,30,17,17,0,0,0,0,0,8,53,6.63,0,123,81,959,11.84,6,0,0,6,,,137.0,218.2,221.2,177.7,7.0,23,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,53.0,2.0,45.0,5.6,8.0,1.0,1.0,8.0,123.0,81.0,959.0,54.0,667.0,8.2,292.0,3.6,11.4,1.0,81.0,2.0,1.6,3.0,95.5,,2024
67,Zay Flowers,BAL,WR,24,17,15,0,0,0,0,0,9,56,6.22,0,116,74,1059,14.31,4,0,0,4,,,136.0,209.5,212.5,172.5,6.0,24,67.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,56.0,1.0,27.0,3.0,29.0,3.2,1.0,9.0,116.0,74.0,1059.0,48.0,596.0,8.1,463.0,6.3,10.0,7.0,10.6,6.0,5.2,0.0,104.8,PB,2024
68,Marvin Harrison Jr.,ARI,WR,22,17,16,0,0,0,0,0,0,0,,0,116,62,885,14.27,8,1,1,8,,,135.0,196.5,200.5,165.5,5.0,26,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.0,62.0,885.0,43.0,737.0,11.9,148.0,2.4,13.4,0.0,,5.0,4.3,4.0,87.0,,2024
69,Calvin Ridley,TEN,WR,30,17,14,0,0,0,0,0,8,55,6.88,1,120,64,1017,15.89,4,1,1,5,,,135.0,199.2,203.2,167.2,5.0,25,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,55.0,3.0,42.0,5.3,13.0,1.6,1.0,8.0,120.0,64.0,1017.0,40.0,786.0,12.3,231.0,3.6,15.3,4.0,16.0,6.0,5.0,4.0,79.1,,2024
70,Jauan Jennings,SFO,WR,27,15,10,0,0,0,0,0,0,0,,0,113,77,975,12.66,6,1,0,6,,,134.0,210.5,213.5,172.0,4.0,27,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.0,77.0,975.0,47.0,737.0,9.6,238.0,3.1,9.9,5.0,15.4,5.0,4.4,3.0,101.5,,2024
72,DeVonta Smith,PHI,WR,26,13,13,0,0,0,0,0,1,1,1.0,0,89,68,833,12.25,8,0,0,8,,,131.0,199.4,202.4,165.4,2.0,28,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,89.0,68.0,833.0,42.0,534.0,7.9,299.0,4.4,9.1,0.0,,2.0,2.2,3.0,120.7,,2024
73,Jakobi Meyers,LVR,WR,28,15,15,0,0,0,0,0,2,23,11.5,0,129,87,1027,11.8,4,0,0,4,1.0,,131.0,218.0,221.0,174.5,1.0,29,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,23.0,1.0,10.0,5.0,13.0,6.5,0.0,,129.0,87.0,1027.0,52.0,734.0,8.4,293.0,3.4,9.6,4.0,21.8,1.0,0.8,3.0,92.1,,2024
99,Rashod Bateman,BAL,WR,25,17,14,0,0,0,0,0,0,0,,0,72,45,756,16.8,9,0,0,9,,,130.0,174.6,177.6,152.1,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,45.0,756.0,35.0,572.0,12.7,184.0,4.1,13.6,0.0,,4.0,5.6,2.0,125.9,,2024
100,Darnell Mooney,ATL,WR,27,16,16,0,1,0,0,0,0,0,,0,106,64,992,15.5,5,0,0,5,,,129.0,193.2,196.2,161.2,,31,,,,0.0,1.0,19.0,19.0,0.0,,0.0,0.0,,0.0,1.0,0.0,0.0,,0.0,,0.0,,4.0,1.0,0.0,1.0,1.0,100.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,106.0,64.0,992.0,48.0,717.0,11.2,275.0,4.3,12.2,6.0,10.7,6.0,5.7,2.0,99.3,,2024
101,Puka Nacua,LAR,WR,23,11,11,0,0,0,0,0,11,46,4.18,1,106,79,990,12.53,3,0,0,4,,,128.0,206.6,209.6,167.1,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,46.0,2.0,24.0,2.2,22.0,2.0,1.0,11.0,106.0,79.0,990.0,47.0,472.0,6.0,518.0,6.6,7.9,10.0,7.9,1.0,0.9,1.0,108.6,,2024
102,Xavier Worthy,KAN,WR,21,17,13,0,0,0,0,0,20,104,5.2,3,98,59,638,10.81,6,0,0,9,,,128.0,187.2,193.2,157.7,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,104.0,4.0,71.0,3.6,33.0,1.7,1.0,20.0,98.0,59.0,638.0,36.0,231.0,3.9,407.0,6.9,9.2,0.0,,7.0,7.1,2.0,91.3,,2024
103,D.K. Metcalf,SEA,WR,27,15,12,0,0,0,0,0,0,0,,0,108,66,992,15.03,5,2,2,5,,,125.0,191.2,196.2,158.2,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,66.0,992.0,35.0,729.0,11.0,263.0,4.0,13.1,3.0,22.0,4.0,3.7,2.0,99.0,,2024
104,Alec Pierce,IND,WR,24,16,13,0,0,0,0,0,0,0,,0,69,37,824,22.27,7,0,0,7,,,124.0,161.4,164.4,142.9,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,37.0,824.0,32.0,706.0,19.1,118.0,3.2,21.5,0.0,,3.0,4.3,4.0,106.2,,2024
106,Quentin Johnston,LAC,WR,23,15,11,0,0,0,0,0,3,6,2.0,0,91,55,711,12.93,8,0,0,8,,,120.0,174.7,177.7,147.2,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6.0,0.0,1.0,0.3,5.0,1.7,1.0,3.0,91.0,55.0,711.0,32.0,405.0,7.4,306.0,5.6,10.8,8.0,6.9,7.0,7.7,1.0,109.7,,2024
110,Keenan Allen,CHI,WR,32,15,15,0,1,0,0,1,0,0,,0,121,70,744,10.63,7,1,0,7,,,114.0,184.4,188.4,150.4,,37,,,,0.0,1.0,14.0,14.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,121.0,70.0,744.0,43.0,504.0,7.2,240.0,3.4,9.0,1.0,70.0,6.0,5.0,0.0,95.2,,2024
111,Josh Downs,IND,WR,23,14,8,0,0,0,0,0,1,12,12.0,0,107,72,803,11.15,5,0,0,5,,,112.0,183.5,186.5,147.5,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,12.0,0.0,12.0,12.0,0.0,0.0,0.0,,107.0,72.0,803.0,40.0,407.0,5.7,396.0,5.5,6.9,3.0,24.0,5.0,4.7,3.0,93.3,,2024
113,Cooper Kupp,LAR,WR,31,12,11,0,0,0,0,0,2,10,5.0,0,100,67,710,10.6,6,1,0,6,,,108.0,175.0,178.0,141.5,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,10.0,1.0,9.0,4.5,1.0,0.5,0.0,,100.0,67.0,710.0,28.0,441.0,6.6,269.0,4.0,7.5,2.0,33.5,2.0,2.0,0.0,107.5,,2024
114,Khalil Shakir,BUF,WR,24,15,9,0,0,0,0,0,2,4,2.0,0,100,76,821,10.8,4,1,0,4,,,107.0,182.5,185.5,144.5,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,0.0,1.0,0.5,3.0,1.5,1.0,2.0,100.0,76.0,821.0,35.0,224.0,2.9,597.0,7.9,5.5,6.0,12.7,1.0,1.0,1.0,108.8,,2024
116,George Pickens,PIT,WR,23,14,12,0,0,0,0,0,2,-6,-3.0,0,103,59,900,15.25,3,1,1,3,,,105.0,164.4,168.4,134.9,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,-6.0,0.0,-8.0,-4.0,2.0,1.0,0.0,,103.0,59.0,900.0,37.0,685.0,11.6,215.0,3.6,13.3,4.0,14.8,6.0,5.8,2.0,87.8,,2024
118,Nick Westbrook-Ikhine,TEN,WR,27,17,9,0,0,0,0,0,0,0,,0,60,32,497,15.53,9,0,0,9,,,104.0,135.7,138.7,119.7,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,32.0,497.0,25.0,373.0,11.7,124.0,3.9,11.5,2.0,16.0,4.0,6.7,3.0,99.8,,2024
119,Deebo Samuel,SFO,WR,28,15,15,0,0,0,0,0,42,136,3.24,1,81,51,670,13.14,3,2,1,4,,,103.0,153.6,160.6,128.1,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,136.0,5.0,67.0,1.6,69.0,1.6,1.0,42.0,81.0,51.0,670.0,28.0,249.0,4.9,421.0,8.3,6.6,8.0,6.4,6.0,7.4,1.0,96.2,,2024
120,Jalen Tolbert,DAL,WR,25,17,15,0,0,0,0,0,0,0,,0,79,49,610,12.45,7,0,0,7,,,103.0,152.0,155.0,127.5,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,49.0,610.0,29.0,444.0,9.1,166.0,3.4,11.5,0.0,,3.0,3.8,2.0,104.9,,2024
124,Jalen McMillan,TAM,WR,23,13,12,0,0,0,0,0,4,43,10.75,0,58,37,461,12.46,8,0,0,8,,,98.0,135.4,138.4,116.9,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,43.0,3.0,26.0,6.5,17.0,4.3,1.0,4.0,58.0,37.0,461.0,23.0,328.0,8.9,133.0,3.6,12.2,1.0,37.0,4.0,6.9,6.0,88.4,,2024
127,Michael Pittman Jr.,IND,WR,27,16,14,0,0,0,0,0,0,0,,0,111,69,808,11.71,3,1,1,3,,,97.0,165.8,169.8,131.3,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0,69.0,808.0,35.0,549.0,8.0,259.0,3.8,11.0,3.0,23.0,1.0,0.9,4.0,78.2,,2024
133,Demarcus Robinson,LAR,WR,30,17,17,0,0,0,0,0,0,0,,0,64,31,505,16.29,7,0,0,7,,,93.0,123.5,126.5,108.0,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,31.0,505.0,27.0,434.0,14.0,71.0,2.3,14.2,1.0,31.0,1.0,1.6,4.0,85.7,,2024
134,Adam Thielen,CAR,WR,34,10,10,0,0,0,0,0,0,0,,0,62,48,615,12.81,5,0,0,5,,,92.0,139.5,142.5,115.5,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,48.0,615.0,28.0,463.0,9.6,152.0,3.2,11.0,1.0,48.0,2.0,3.2,4.0,107.9,,2024
135,Jaylen Waddle,MIA,WR,26,15,15,0,0,0,0,0,4,12,3.0,0,83,58,744,12.83,2,0,0,2,2.0,,92.0,149.6,152.6,120.6,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,12.0,1.0,8.0,2.0,4.0,1.0,0.0,,83.0,58.0,744.0,38.0,508.0,8.8,236.0,4.1,10.0,0.0,,8.0,9.6,3.0,90.6,,2024
137,DeAndre Hopkins,2TM,WR,32,16,8,0,0,0,0,0,0,0,,0,80,56,610,10.89,5,1,0,5,,,91.0,147.0,150.0,119.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,56.0,610.0,35.0,501.0,8.9,109.0,1.9,10.4,3.0,18.7,2.0,2.5,2.0,102.6,,2024
138,Marvin Mims,DEN,WR,22,17,2,0,0,0,0,0,13,42,3.23,0,52,39,503,12.9,6,1,0,6,,,91.0,129.5,132.5,110.0,,52,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,42.0,3.0,14.0,1.1,28.0,2.2,1.0,13.0,52.0,39.0,503.0,14.0,26.0,0.7,477.0,12.2,7.4,0.0,,3.0,5.8,2.0,127.3,"PB,AP-1",2024
139,Rome Odunze,CHI,WR,22,17,12,0,0,0,0,0,3,15,5.0,0,101,54,734,13.59,3,2,1,3,,,91.0,144.9,148.9,117.9,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,15.0,1.0,6.0,2.0,9.0,3.0,0.0,,101.0,54.0,734.0,37.0,481.0,8.9,253.0,4.7,13.9,4.0,13.5,6.0,5.9,1.0,82.7,,2024
140,Wan'Dale Robinson,NYG,WR,23,17,7,0,0,0,0,0,3,18,6.0,0,140,93,699,7.52,3,0,0,3,,,90.0,182.7,185.7,136.2,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,18.0,1.0,3.0,1.0,15.0,5.0,0.0,,140.0,93.0,699.0,36.0,338.0,3.6,361.0,3.9,4.8,9.0,10.3,6.0,4.3,2.0,79.4,,2024
