Unnamed: 0,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,TD.1,Rec,Yds.2,TD.2,Solo,Int.1,Sk,College/Univ,Link,Coll_games,Coll_pass_cmp,Coll_pass_att,Coll_pass_cmp_pct,Coll_pass_yds,Coll_pass_td,Coll_pass_td_pct,Coll_pass_int,Coll_pass_int_pct,Coll_pass_yds_per_att,Coll_pass_adj_yds_per_att,Coll_pass_yds_per_cmp,Coll_pass_yds_per_g,Coll_pass_rating,Coll_rush_att,Coll_rush_yds,Coll_rush_yds_per_att,Coll_rush_td,Coll_rush_yds_per_g,Coll_rec,Coll_rec_yds,Coll_rec_yds_per_rec,Coll_rec_td,Coll_rec_yds_per_g,Coll_scrim_att,Coll_yds_from_scrimmage,Coll_scrim_yds_per_att,Coll_scrim_td
11,10,CHI,Colston Loveland,TE,21.0,,0,0,0,,,,,,,,,,,,,,,,,,Michigan,http://www.sports-reference.com/cfb/players/colston-loveland-1.html,39.0,,,,,,,,,,,,,,2.0,-10.0,-5.0,0.0,-0.3,117.0,1466.0,12.5,11.0,37.6,119.0,1456.0,12.2,11.0
15,14,IND,Tyler Warren,TE,23.0,,0,0,0,,,,,,,,,,,,,,,,,,Penn St.,http://www.sports-reference.com/cfb/players/tyler-warren-1.html,56.0,3.0,6.0,50.0,35.0,1.0,16.7,0.0,0.0,5.8,9.17,11.7,0.6,154.0,32.0,224.0,7.0,6.0,4.0,153.0,1839.0,12.0,19.0,32.8,185.0,2063.0,11.2,25.0
43,42,NYJ,Mason Taylor,TE,21.0,,0,0,0,,,,,,,,,,,,,,,,,,LSU,http://www.sports-reference.com/cfb/players/mason-taylor-1.html,38.0,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,129.0,1308.0,10.1,6.0,34.4,129.0,1308.0,10.1,6.0
47,46,LAR,Terrance Ferguson,TE,22.0,,0,0,0,,,,,,,,,,,,,,,,,,Oregon,http://www.sports-reference.com/cfb/players/terrance-ferguson-1.html,53.0,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,134.0,1537.0,11.5,16.0,29.0,134.0,1537.0,11.5,16.0
51,50,SEA,Elijah Arroyo,TE,22.0,,0,0,0,,,,,,,,,,,,,,,,,,Miami (FL),http://www.sports-reference.com/cfb/players/elijah-arroyo-1.html,36.0,1.0,1.0,100.0,7.0,1.0,100.0,0.0,0.0,7.0,27.0,7.0,0.2,488.8,0.0,0.0,,0.0,0.0,46.0,753.0,16.4,8.0,20.9,46.0,753.0,16.4,8.0
68,67,CLE,Harold Fannin,TE,21.0,,0,0,0,,,,,,,,,,,,,,,,,,Bowling Green,http://www.sports-reference.com/cfb/players/harold-fannin-jr-1.html,36.0,1.0,4.0,25.0,9.0,0.0,0.0,0.0,0.0,2.3,2.25,9.0,0.3,43.9,33.0,159.0,4.8,5.0,4.4,180.0,2396.0,13.3,17.0,66.6,213.0,2555.0,12.0,22.0
121,120,TEN,Gunnar Helm,TE,23.0,,0,0,0,,,,,,,,,,,,,,,,,,Texas,http://www.sports-reference.com/cfb/players/gunnar-helm-1.html,55.0,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,79.0,1022.0,12.9,9.0,18.6,79.0,1022.0,12.9,9.0
164,163,CAR,Mitchell Evans,TE,22.0,,0,0,0,,,,,,,,,,,,,,,,,,Notre Dame,http://www.sports-reference.com/cfb/players/mitchell-evans-2.html,45.0,,,,,,,,,,,,,,8.0,13.0,1.6,1.0,0.3,77.0,903.0,11.7,5.0,20.1,85.0,916.0,10.8,6.0
166,165,LAC,Oronde Gadsden,TE,22.0,,0,0,0,,,,,,,,,,,,,,,,,,Syracuse,http://www.sports-reference.com/cfb/players/oronde-gadsden-ii-1.html,36.0,,,,,,,,,,,,,,1.0,12.0,12.0,0.0,0.3,143.0,2000.0,14.0,14.0,55.6,144.0,2012.0,14.0,14.0
174,173,BUF,Jackson Hawes,TE,24.0,,0,0,0,,,,,,,,,,,,,,,,,,Georgia Tech,http://www.sports-reference.com/cfb/players/jackson-hawes-1.html,12.0,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,16.0,195.0,12.2,0.0,16.3,16.0,195.0,12.2,0.0
