Player,FantPos,Age,GamesPlayed,GamesStarted,PassCmp,PassAtt,PassYds,PassTD,PassInt,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Receptions,RecYds,RecYdsPerReception,RecTD,Fumbles,FumblesLost,TotalTD,TwoPtConvMade,TwoPtConvPassing,FantasyPts,FantasyPtsPPR,FantasyPtsDraftKings,FantasyPtsFanDuel,VBD,PosRank,OverallRank,Year,SelectedToProBowl,FirstTeamAllPro,Team_ARI,Team_ATL,Team_BAL,Team_BUF,Team_CAR,Team_CHI,Team_CIN,Team_CLE,Team_DAL,Team_DEN,Team_DET,Team_GNB,Team_HOU,Team_IND,Team_JAX,Team_KAN,Team_LAC,Team_LAR,Team_LVR,Team_MIA,Team_MIN,Team_NOR,Team_NWE,Team_NYG,Team_NYJ,Team_PHI,Team_PIT,Team_SEA,Team_SFO,Team_TAM,Team_TEN,Team_WAS
Kyle Juszczyk,FB,29,16,15,0,0,0,0,0,17,64,3.76,2,29,19,202,10.63,4,1.0,0,6,,,63.0,81.6,84.6,72.1,,60,,2020,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anthony Firkser,FB,25,16,1,0,0,0,0,0,0,0,,0,53,39,387,9.92,1,0.0,0,1,,,45.0,83.7,86.7,64.2,,73,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
C.J. Ham,FB,27,15,11,0,0,0,0,0,5,18,3.6,0,13,8,97,12.13,1,0.0,0,1,,,18.0,25.5,25.5,21.5,,99,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Alec Ingold,FB,24,16,4,0,0,0,0,0,3,4,1.33,0,17,12,110,9.17,1,0.0,0,1,,,17.0,29.4,32.4,23.4,,100,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Gabe Nabers,FB,23,16,5,0,0,0,0,0,2,7,3.5,0,7,5,25,5.0,2,0.0,0,2,,,15.0,20.2,20.2,17.7,,105,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jakob Johnson,FB,26,16,11,0,0,0,0,0,0,0,,0,9,8,35,4.38,1,1.0,0,1,,,10.0,17.5,17.5,13.5,,118,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Reggie Gilliam,FB,23,14,0,0,0,0,0,0,0,0,,0,2,2,16,8.0,1,0.0,0,1,,,8.0,9.6,9.6,8.6,,125,,2020,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Patrick Ricard,FB,26,15,10,0,0,0,0,0,1,-1,-1.0,0,12,9,45,5.0,1,1.0,1,1,,,8.0,17.4,18.4,12.9,,122,,2020,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Keith Smith,FB,28,16,7,0,0,0,0,0,4,7,1.75,0,15,11,59,5.36,0,0.0,0,0,,,7.0,17.6,17.6,12.1,,130,,2020,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Michael Burton,FB,28,15,4,0,0,0,0,0,7,18,2.57,0,4,4,28,7.0,0,0.0,0,0,,,5.0,8.6,8.6,6.6,,136,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Khari Blasingame,FB,24,15,7,0,0,0,0,0,0,0,,0,5,4,39,9.75,0,0.0,0,0,,,4.0,7.9,7.9,5.9,,138,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Alex Armah,FB,26,16,1,0,0,0,0,0,6,9,1.5,0,9,5,18,3.6,0,0.0,0,0,,,3.0,7.7,7.7,5.2,,143,,2020,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nick Bellore,FB,31,16,0,0,0,0,0,0,1,5,5.0,0,1,1,9,9.0,0,0.0,0,0,,,1.0,2.4,2.4,1.9,,150,,2020,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Jake Bargas,FB,24,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,0,,,0.0,0.0,0.0,0.0,,162,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Darius Bradwell,FB,23,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,0,,,0.0,0.0,0.0,0.0,,164,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bruce Miller,FB,33,8,5,0,0,0,0,0,0,0,,0,2,1,2,2.0,0,0.0,0,0,,,0.0,1.2,1.2,0.7,,161,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Johnny Stanton,FB,26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,0,,,0.0,0.0,0.0,0.0,,174,,2020,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Derek Watt,FB,28,12,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0.0,0,0,,,0.0,0.0,0.0,0.0,,176,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Derrick Henry,RB,26,16,16,0,0,0,0,0,378,2027,5.36,17,31,19,114,6.0,0,3.0,2,17,1.0,,314.0,333.1,341.1,323.6,184.0,1,1.0,2020,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Alvin Kamara,RB,25,15,10,0,0,0,0,0,187,932,4.98,16,107,83,756,9.11,5,1.0,0,21,,,295.0,377.8,383.8,336.3,165.0,2,2.0,2020,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Dalvin Cook,RB,25,14,14,0,0,0,0,0,312,1557,4.99,16,54,44,361,8.2,1,5.0,3,17,3.0,,294.0,337.8,346.8,315.8,164.0,3,3.0,2020,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Jonathan Taylor,RB,21,15,13,0,0,0,0,0,232,1169,5.04,11,39,36,299,8.31,1,1.0,1,12,,,217.0,252.8,259.8,234.8,87.0,4,12.0,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aaron Jones,RB,26,14,14,0,0,0,0,0,201,1104,5.49,9,63,47,355,7.55,2,2.0,0,11,,,212.0,258.9,264.9,235.4,82.0,5,13.0,2020,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
David Montgomery,RB,23,15,14,0,0,0,0,0,247,1070,4.33,8,68,54,438,8.11,2,1.0,1,10,1.0,,211.0,264.8,271.8,237.8,81.0,6,14.0,2020,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
James Robinson,RB,22,14,14,0,0,0,0,0,240,1070,4.46,7,60,49,344,7.02,3,3.0,1,10,1.0,,201.0,250.4,257.4,225.9,71.0,7,18.0,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Josh Jacobs,RB,22,15,15,0,0,0,0,0,273,1065,3.9,12,45,33,238,7.21,0,2.0,2,12,,,198.0,231.3,239.3,214.8,68.0,8,19.0,2020,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Nick Chubb,RB,25,12,12,0,0,0,0,0,190,1067,5.62,12,18,16,150,9.38,0,1.0,1,12,,,192.0,207.7,214.7,199.7,62.0,9,21.0,2020,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kareem Hunt,RB,25,16,5,0,0,0,0,0,198,841,4.25,6,51,38,304,8.0,5,2.0,0,11,,,181.0,218.5,224.5,199.5,50.0,10,32.0,2020,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ezekiel Elliott,RB,25,15,15,0,0,0,0,0,244,979,4.01,6,71,52,338,6.5,2,6.0,5,8,1.0,,172.0,223.7,234.7,197.7,42.0,11,34.0,2020,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kenyan Drake,RB,26,15,13,0,0,0,0,0,239,955,4.0,10,31,25,137,5.48,0,3.0,1,10,,,167.0,192.2,199.2,179.7,37.0,12,36.0,2020,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Antonio Gibson,RB,22,14,10,0,0,0,0,0,170,795,4.68,11,44,36,247,6.86,0,1.0,2,11,,,166.0,202.2,210.2,184.2,36.0,14,37.0,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Melvin Gordon,RB,27,15,10,0,0,0,0,0,215,986,4.59,9,44,32,158,4.94,1,4.0,4,10,,,166.0,198.4,208.4,182.4,36.0,13,38.0,2020,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ronald Jones II,RB,23,14,13,0,0,0,0,0,192,978,5.09,7,42,28,165,5.89,1,2.0,2,8,,,158.0,186.3,194.3,172.3,28.0,15,42.0,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Chris Carson,RB,26,12,12,0,0,0,0,0,141,681,4.83,5,46,37,287,7.76,4,1.0,0,9,,,151.0,187.8,193.8,169.3,21.0,16,48.0,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
J.K. Dobbins,RB,22,15,1,0,0,0,0,0,134,805,6.01,9,24,18,120,6.67,0,2.0,0,9,2.0,,151.0,168.5,174.5,159.5,20.0,17,49.0,2020,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mike Davis,RB,27,15,12,0,0,0,0,0,165,642,3.89,6,70,59,373,6.32,2,1.0,1,8,,,148.0,206.5,213.5,177.0,17.0,18,54.0,2020,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
David Johnson,RB,29,12,12,0,0,0,0,0,147,691,4.7,6,46,33,314,9.52,2,2.0,1,8,,,147.0,179.5,186.5,163.0,16.0,19,56.0,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
D'Andre Swift,RB,21,13,4,0,0,0,0,0,114,521,4.57,8,57,46,357,7.76,2,3.0,2,10,,,144.0,189.8,197.8,166.8,14.0,20,58.0,2020,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Miles Sanders,RB,23,12,11,0,0,0,0,0,164,867,5.29,6,52,28,197,7.04,0,4.0,2,6,2.0,,142.0,170.4,178.4,156.4,12.0,21,61.0,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Clyde Edwards-Helaire,RB,21,13,13,0,0,0,0,0,181,803,4.44,4,54,36,297,8.25,1,0.0,0,5,,,140.0,176.0,182.0,158.0,10.0,22,64.0,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Todd Gurley,RB,26,15,15,0,0,0,0,0,195,678,3.48,9,35,25,164,6.56,0,2.0,0,9,,,138.0,163.2,169.2,150.7,8.0,23,69.0,2020,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
James Conner,RB,25,13,11,0,0,0,0,0,169,721,4.27,6,43,35,215,6.14,0,2.0,0,6,,,130.0,164.6,170.6,147.1,,25,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Nyheim Hines,RB,24,16,2,0,0,0,0,0,89,380,4.27,3,76,63,482,7.65,4,0.0,0,7,1.0,,130.0,193.2,199.2,161.7,,24,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jeff Wilson,RB,25,12,3,0,0,0,0,0,126,600,4.76,7,28,13,133,10.23,3,2.0,2,10,,,129.0,142.3,150.3,135.8,,26,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Myles Gaskin,RB,23,10,7,0,0,0,0,0,142,584,4.11,3,47,41,388,9.46,2,2.0,2,5,,,123.0,164.2,172.2,143.7,,27,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Gus Edwards,RB,25,16,6,0,0,0,0,0,144,723,5.02,6,13,9,129,14.33,0,1.0,1,6,,,119.0,128.2,135.2,123.7,,28,,2020,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Wayne Gallman,RB,26,15,10,0,0,0,0,0,147,682,4.64,6,27,21,114,5.43,0,1.0,0,6,,,116.0,136.6,142.6,126.1,,29,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Chase Edmonds,RB,24,16,2,0,0,0,0,0,97,448,4.62,1,67,53,402,7.58,4,2.0,0,5,,,115.0,168.0,174.0,141.5,,30,,2020,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Darrell Henderson,RB,23,15,11,0,0,0,0,0,138,624,4.52,5,24,16,159,9.94,1,0.0,0,6,,,114.0,130.3,136.3,122.3,,31,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Latavius Murray,RB,30,15,7,0,0,0,0,0,146,656,4.49,4,26,23,176,7.65,1,1.0,0,5,,,113.0,136.2,142.2,124.7,,32,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Adrian Peterson,RB,35,16,10,0,0,0,0,0,156,604,3.87,7,18,12,101,8.42,0,0.0,0,7,,,113.0,124.5,130.5,118.5,,33,,2020,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Giovani Bernard,RB,29,16,10,0,0,0,0,0,124,416,3.35,3,59,47,355,7.55,3,1.0,1,6,,,111.0,158.1,165.1,134.6,,36,,2020,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Austin Ekeler,RB,25,10,10,0,0,0,0,0,116,530,4.57,1,65,54,403,7.46,2,1.0,0,3,,,111.0,165.3,171.3,138.3,,35,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
J.D. McKissic,RB,27,16,7,0,0,0,0,0,85,365,4.29,1,110,80,589,7.36,2,3.0,1,3,,,111.0,191.4,198.4,151.4,,34,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Devin Singletary,RB,23,16,16,0,0,0,0,0,156,687,4.4,2,50,38,269,7.08,0,1.0,1,2,,,106.0,143.6,150.6,124.6,,37,,2020,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Leonard Fournette,RB,25,13,3,0,0,0,0,0,97,367,3.78,6,47,36,233,6.47,0,0.0,0,6,,,96.0,132.0,138.0,114.0,,39,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Jamaal Williams,RB,25,14,3,0,0,0,0,0,119,505,4.24,2,35,31,236,7.61,1,0.0,0,3,2.0,,96.0,127.1,133.1,111.6,,38,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jerick McKinnon,RB,28,16,4,0,0,0,0,0,81,319,3.94,5,46,33,253,7.67,1,0.0,0,6,,,93.0,126.2,132.2,109.7,,40,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Tony Pollard,RB,23,16,2,0,0,0,0,0,101,435,4.31,4,40,28,193,6.89,1,0.0,0,5,,,93.0,120.8,126.8,106.8,,41,,2020,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cam Akers,RB,21,13,5,0,0,0,0,0,145,625,4.31,2,14,11,123,11.18,1,1.0,1,3,,,91.0,101.8,108.8,96.3,,42,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Zack Moss,RB,23,13,0,0,0,0,0,0,112,481,4.29,4,18,14,95,6.79,1,0.0,0,5,,,88.0,101.6,104.6,94.6,,43,,2020,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Malcolm Brown,RB,27,16,0,0,0,0,0,0,101,419,4.15,5,33,23,162,7.04,0,1.0,1,5,,,86.0,109.1,116.1,97.6,,45,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Damien Harris,RB,23,10,10,0,0,0,0,0,137,691,5.04,2,7,5,52,10.4,0,1.0,0,2,,,86.0,91.3,94.3,88.8,,44,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Frank Gore,RB,37,15,14,0,0,0,0,0,187,653,3.49,2,19,16,89,5.56,0,1.0,1,2,,,84.0,100.2,104.2,92.2,,46,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Raheem Mostert,RB,28,8,8,0,0,0,0,0,104,521,5.01,2,19,16,156,9.75,1,1.0,1,3,,,84.0,99.7,106.7,91.7,,47,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Rex Burkhead,RB,30,10,0,0,0,0,0,0,67,274,4.09,3,33,25,192,7.68,3,0.0,0,6,,,83.0,107.6,113.6,95.1,,48,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Joe Mixon,RB,24,6,6,0,0,0,0,0,119,428,3.6,3,26,21,138,6.57,1,1.0,1,4,,,79.0,99.6,106.6,89.1,,49,,2020,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Alexander Mattison,RB,22,13,2,0,0,0,0,0,96,434,4.52,2,15,13,125,9.62,1,0.0,0,3,,,74.0,86.9,92.9,80.4,,50,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Christian McCaffrey,RB,24,3,3,0,0,0,0,0,59,225,3.81,5,19,17,149,8.76,1,0.0,0,6,,,73.0,90.4,96.4,81.9,,51,,2020,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Boston Scott,RB,25,16,4,0,0,0,0,0,80,374,4.68,1,36,25,212,8.48,1,2.0,0,2,,,71.0,95.6,101.6,83.1,,52,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Brian Hill,RB,25,16,1,0,0,0,0,0,100,465,4.65,1,30,25,199,7.96,0,2.0,1,1,,,70.0,95.4,102.4,82.9,,53,,2020,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Devontae Booker,RB,28,16,1,0,0,0,0,0,93,423,4.55,3,21,17,84,4.94,0,1.0,0,3,,,69.0,85.7,88.7,77.2,,55,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Carlos Hyde,RB,30,10,1,0,0,0,0,0,81,356,4.4,4,20,16,93,5.81,0,1.0,0,4,,,69.0,84.9,87.9,76.9,,54,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Sony Michel,RB,25,9,6,0,0,0,0,0,79,449,5.68,1,9,7,114,16.29,1,0.0,0,2,,,68.0,75.3,81.3,71.8,,56,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
James White,RB,28,14,0,0,0,0,0,0,35,121,3.46,2,62,49,375,7.65,1,1.0,0,3,,,68.0,116.6,122.6,92.1,,57,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Kalen Ballage,RB,25,11,2,0,0,0,0,0,91,303,3.33,3,37,29,166,5.72,0,1.0,0,3,,,65.0,93.9,99.9,79.4,,58,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Benny Snell Jr.,RB,22,16,3,0,0,0,0,0,111,368,3.32,4,14,10,61,6.1,0,2.0,1,4,,,65.0,74.9,78.9,69.9,,59,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Le'Veon Bell,RB,28,11,4,0,0,0,0,0,82,328,4.0,2,20,16,138,8.63,0,1.0,0,2,,,59.0,74.6,80.6,66.6,,62,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Phillip Lindsay,RB,26,11,8,0,0,0,0,0,118,502,4.25,1,14,7,28,4.0,0,0.0,0,1,,,59.0,66.0,69.0,62.5,,61,,2020,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Salvon Ahmed,RB,22,6,4,0,0,0,0,0,75,319,4.25,3,14,11,61,5.55,0,0.0,0,3,1.0,,58.0,69.0,72.0,63.5,,64,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Joshua Kelley,RB,23,14,0,0,0,0,0,0,111,354,3.19,2,23,23,148,6.43,0,2.0,2,2,,,58.0,81.2,89.2,69.7,,63,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Duke Johnson,RB,27,11,5,0,0,0,0,0,77,235,3.05,1,35,28,249,8.89,1,3.0,2,2,,,56.0,84.4,92.4,70.4,,65,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Samaje Perine,RB,25,16,1,0,0,0,0,0,63,301,4.78,3,12,11,66,6.0,0,0.0,0,3,,,55.0,65.7,68.7,60.2,,66,,2020,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kerryon Johnson,RB,23,16,2,0,0,0,0,0,52,181,3.48,2,26,19,187,9.84,1,1.0,1,3,,,53.0,71.8,78.8,62.3,,67,,2020,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Peyton Barber,RB,26,16,2,0,0,0,0,0,94,258,2.74,4,7,4,12,3.0,0,0.0,0,4,,,51.0,55.0,58.0,53.0,,68,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Jordan Wilkins,RB,26,15,0,0,0,0,0,0,84,308,3.67,1,16,12,105,8.75,0,0.0,0,1,1.0,,49.0,61.3,67.3,55.3,,69,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mark Ingram,RB,31,11,9,0,0,0,0,0,72,299,4.15,2,8,6,50,8.33,0,0.0,0,2,,,47.0,52.9,55.9,49.9,,71,,2020,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ty Johnson,RB,23,13,1,0,0,0,0,0,54,254,4.7,1,21,16,99,6.19,1,0.0,0,2,,,47.0,63.3,66.3,55.3,,70,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Justin Jackson,RB,24,9,4,0,0,0,0,0,59,270,4.58,0,24,19,173,9.11,0,0.0,0,0,1.0,,46.0,65.3,71.3,55.8,,72,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
