,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ,Link,Coll_year_id,"(17, 'Coll_year_id')",Coll_pos,"(17, 'Coll_pos')",Coll_games,"(17, 'Coll_games')",Coll_pass_cmp,"(17, 'Coll_pass_cmp')",Coll_pass_att,"(17, 'Coll_pass_att')",Coll_pass_cmp_pct,"(17, 'Coll_pass_cmp_pct')",Coll_pass_yds,"(17, 'Coll_pass_yds')",Coll_pass_td,"(17, 'Coll_pass_td')",Coll_pass_td_pct,"(17, 'Coll_pass_td_pct')",Coll_pass_int,"(17, 'Coll_pass_int')",Coll_pass_int_pct,"(17, 'Coll_pass_int_pct')",Coll_pass_yds_per_att,"(17, 'Coll_pass_yds_per_att')",Coll_pass_adj_yds_per_att,"(17, 'Coll_pass_adj_yds_per_att')",Coll_pass_yds_per_cmp,"(17, 'Coll_pass_yds_per_cmp')",Coll_pass_yds_per_g,"(17, 'Coll_pass_yds_per_g')",Coll_pass_rating,"(17, 'Coll_pass_rating')",Coll_awards,"(17, 'Coll_awards')","(19, 'Coll_year_id')","(19, 'Coll_pos')","(19, 'Coll_games')","(19, 'Coll_pass_cmp')","(19, 'Coll_pass_att')","(19, 'Coll_pass_cmp_pct')","(19, 'Coll_pass_yds')","(19, 'Coll_pass_td')","(19, 'Coll_pass_td_pct')","(19, 'Coll_pass_int')","(19, 'Coll_pass_int_pct')","(19, 'Coll_pass_yds_per_att')","(19, 'Coll_pass_adj_yds_per_att')","(19, 'Coll_pass_yds_per_g')","(19, 'Coll_pass_rating')","(19, 'Coll_awards')","(21, 'Coll_year_id')","(21, 'Coll_pos')","(21, 'Coll_games')","(21, 'Coll_pass_cmp')","(21, 'Coll_pass_att')","(21, 'Coll_pass_cmp_pct')","(21, 'Coll_pass_yds')","(21, 'Coll_pass_td')","(21, 'Coll_pass_td_pct')","(21, 'Coll_pass_int')","(21, 'Coll_pass_int_pct')","(21, 'Coll_pass_yds_per_att')","(21, 'Coll_pass_adj_yds_per_att')","(21, 'Coll_pass_yds_per_cmp')","(21, 'Coll_pass_yds_per_g')","(21, 'Coll_pass_rating')","(21, 'Coll_awards')",Coll_rush_att,"(21, 'Coll_rush_att')",Coll_rush_yds,"(21, 'Coll_rush_yds')",Coll_rush_yds_per_att,"(21, 'Coll_rush_yds_per_att')",Coll_rush_td,"(21, 'Coll_rush_td')",Coll_rush_yds_per_g,"(21, 'Coll_rush_yds_per_g')",Coll_rec,"(21, 'Coll_rec')",Coll_rec_yds,"(21, 'Coll_rec_yds')",Coll_rec_yds_per_rec,"(21, 'Coll_rec_yds_per_rec')",Coll_rec_td,"(21, 'Coll_rec_td')",Coll_rec_yds_per_g,"(21, 'Coll_rec_yds_per_g')",Coll_scrim_att,"(21, 'Coll_scrim_att')",Coll_yds_from_scrimmage,"(21, 'Coll_yds_from_scrimmage')",Coll_scrim_yds_per_att,"(21, 'Coll_scrim_yds_per_att')",Coll_scrim_td,"(21, 'Coll_scrim_td')","(51, 'Coll_year_id')","(51, 'Coll_pos')","(51, 'Coll_games')","(51, 'Coll_pass_cmp')","(51, 'Coll_pass_att')","(51, 'Coll_pass_cmp_pct')","(51, 'Coll_pass_yds')","(51, 'Coll_pass_td')","(51, 'Coll_pass_td_pct')","(51, 'Coll_pass_int')","(51, 'Coll_pass_int_pct')","(51, 'Coll_pass_yds_per_att')","(51, 'Coll_pass_adj_yds_per_att')","(51, 'Coll_pass_yds_per_cmp')","(51, 'Coll_pass_yds_per_g')","(51, 'Coll_pass_rating')","(51, 'Coll_awards')","(75, 'Coll_year_id')","(75, 'Coll_pos')","(75, 'Coll_games')","(75, 'Coll_pass_cmp')","(75, 'Coll_pass_att')","(75, 'Coll_pass_cmp_pct')","(75, 'Coll_pass_yds')","(75, 'Coll_pass_td')","(75, 'Coll_pass_td_pct')","(75, 'Coll_pass_int')","(75, 'Coll_pass_int_pct')","(75, 'Coll_pass_yds_per_att')","(75, 'Coll_pass_adj_yds_per_att')","(75, 'Coll_pass_yds_per_cmp')","(75, 'Coll_pass_yds_per_g')","(75, 'Coll_pass_rating')","(75, 'Coll_awards')","(75, 'Coll_rush_att')","(75, 'Coll_rush_yds')","(75, 'Coll_rush_yds_per_att')","(75, 'Coll_rush_td')","(75, 'Coll_rush_yds_per_g')","(75, 'Coll_rec')","(75, 'Coll_rec_yds')","(75, 'Coll_rec_yds_per_rec')","(75, 'Coll_rec_td')","(75, 'Coll_rec_yds_per_g')","(75, 'Coll_scrim_att')","(75, 'Coll_yds_from_scrimmage')","(75, 'Coll_scrim_yds_per_att')","(75, 'Coll_scrim_td')","(87, 'Coll_year_id')","(87, 'Coll_pos')","(87, 'Coll_games')","(87, 'Coll_pass_cmp')","(87, 'Coll_pass_att')","(87, 'Coll_pass_cmp_pct')","(87, 'Coll_pass_yds')","(87, 'Coll_pass_td')","(87, 'Coll_pass_td_pct')","(87, 'Coll_pass_int')","(87, 'Coll_pass_int_pct')","(87, 'Coll_pass_yds_per_att')","(87, 'Coll_pass_adj_yds_per_att')","(87, 'Coll_pass_yds_per_cmp')","(87, 'Coll_pass_yds_per_g')","(87, 'Coll_pass_rating')","(87, 'Coll_awards')","(87, 'Coll_rush_att')","(87, 'Coll_rush_yds')","(87, 'Coll_rush_yds_per_att')","(87, 'Coll_rush_td')","(87, 'Coll_rush_yds_per_g')","(87, 'Coll_rec')","(87, 'Coll_rec_yds')","(87, 'Coll_rec_yds_per_rec')","(87, 'Coll_rec_td')","(87, 'Coll_rec_yds_per_g')","(87, 'Coll_scrim_att')","(87, 'Coll_yds_from_scrimmage')","(87, 'Coll_scrim_yds_per_att')","(87, 'Coll_scrim_td')","(95, 'Coll_year_id')","(95, 'Coll_pos')","(95, 'Coll_games')","(95, 'Coll_pass_cmp')","(95, 'Coll_pass_att')","(95, 'Coll_pass_cmp_pct')","(95, 'Coll_pass_yds')","(95, 'Coll_pass_td')","(95, 'Coll_pass_td_pct')","(95, 'Coll_pass_int')","(95, 'Coll_pass_int_pct')","(95, 'Coll_pass_yds_per_att')","(95, 'Coll_pass_adj_yds_per_att')","(95, 'Coll_pass_yds_per_cmp')","(95, 'Coll_pass_yds_per_g')","(95, 'Coll_pass_rating')","(95, 'Coll_awards')","(95, 'Coll_rush_att')","(95, 'Coll_rush_yds')","(95, 'Coll_rush_yds_per_att')","(95, 'Coll_rush_td')","(95, 'Coll_rush_yds_per_g')","(95, 'Coll_rec')","(95, 'Coll_rec_yds')","(95, 'Coll_rec_yds_per_rec')","(95, 'Coll_rec_td')","(95, 'Coll_rec_yds_per_g')","(95, 'Coll_scrim_att')","(95, 'Coll_yds_from_scrimmage')","(95, 'Coll_scrim_yds_per_att')","(95, 'Coll_scrim_td')","(132, 'Coll_year_id')","(132, 'Coll_pos')","(132, 'Coll_games')","(132, 'Coll_pass_cmp')","(132, 'Coll_pass_att')","(132, 'Coll_pass_cmp_pct')","(132, 'Coll_pass_yds')","(132, 'Coll_pass_td')","(132, 'Coll_pass_td_pct')","(132, 'Coll_pass_int')","(132, 'Coll_pass_int_pct')","(132, 'Coll_pass_yds_per_att')","(132, 'Coll_pass_adj_yds_per_att')","(132, 'Coll_pass_yds_per_g')","(132, 'Coll_pass_rating')","(132, 'Coll_awards')","(132, 'Coll_rush_att')","(132, 'Coll_rush_yds')","(132, 'Coll_rush_yds_per_att')","(132, 'Coll_rush_td')","(132, 'Coll_rush_yds_per_g')","(132, 'Coll_rec')","(132, 'Coll_rec_yds')","(132, 'Coll_rec_yds_per_rec')","(132, 'Coll_rec_td')","(132, 'Coll_rec_yds_per_g')","(132, 'Coll_scrim_att')","(132, 'Coll_yds_from_scrimmage')","(132, 'Coll_scrim_yds_per_att')","(132, 'Coll_scrim_td')","(138, 'Coll_year_id')","(138, 'Coll_pos')","(138, 'Coll_games')","(138, 'Coll_pass_cmp')","(138, 'Coll_pass_att')","(138, 'Coll_pass_cmp_pct')","(138, 'Coll_pass_yds')","(138, 'Coll_pass_td')","(138, 'Coll_pass_td_pct')","(138, 'Coll_pass_int')","(138, 'Coll_pass_int_pct')","(138, 'Coll_pass_yds_per_att')","(138, 'Coll_pass_adj_yds_per_att')","(138, 'Coll_pass_yds_per_cmp')","(138, 'Coll_pass_yds_per_g')","(138, 'Coll_pass_rating')","(138, 'Coll_awards')","(138, 'Coll_rush_att')","(138, 'Coll_rush_yds')","(138, 'Coll_rush_yds_per_att')","(138, 'Coll_rush_td')","(138, 'Coll_rush_yds_per_g')","(138, 'Coll_rec')","(138, 'Coll_rec_yds')","(138, 'Coll_rec_td')","(138, 'Coll_rec_yds_per_g')","(138, 'Coll_scrim_att')","(138, 'Coll_yds_from_scrimmage')","(138, 'Coll_scrim_yds_per_att')","(138, 'Coll_scrim_td')","(139, 'Coll_year_id')","(139, 'Coll_pos')","(139, 'Coll_games')","(139, 'Coll_pass_cmp')","(139, 'Coll_pass_att')","(139, 'Coll_pass_cmp_pct')","(139, 'Coll_pass_yds')","(139, 'Coll_pass_td')","(139, 'Coll_pass_td_pct')","(139, 'Coll_pass_int')","(139, 'Coll_pass_int_pct')","(139, 'Coll_pass_yds_per_att')","(139, 'Coll_pass_adj_yds_per_att')","(139, 'Coll_pass_yds_per_cmp')","(139, 'Coll_pass_yds_per_g')","(139, 'Coll_pass_rating')","(139, 'Coll_awards')","(145, 'Coll_year_id')","(145, 'Coll_pos')","(145, 'Coll_games')","(145, 'Coll_pass_cmp')","(145, 'Coll_pass_att')","(145, 'Coll_pass_cmp_pct')","(145, 'Coll_pass_yds')","(145, 'Coll_pass_td')","(145, 'Coll_pass_td_pct')","(145, 'Coll_pass_int')","(145, 'Coll_pass_int_pct')","(145, 'Coll_pass_yds_per_att')","(145, 'Coll_pass_adj_yds_per_att')","(145, 'Coll_pass_yds_per_cmp')","(145, 'Coll_pass_yds_per_g')","(145, 'Coll_pass_rating')","(145, 'Coll_awards')","(145, 'Coll_rush_att')","(145, 'Coll_rush_yds')","(145, 'Coll_rush_yds_per_att')","(145, 'Coll_rush_td')","(145, 'Coll_rush_yds_per_g')","(145, 'Coll_rec')","(145, 'Coll_rec_yds')","(145, 'Coll_rec_yds_per_rec')","(145, 'Coll_rec_td')","(145, 'Coll_rec_yds_per_g')","(145, 'Coll_scrim_att')","(145, 'Coll_yds_from_scrimmage')","(145, 'Coll_scrim_yds_per_att')","(145, 'Coll_scrim_td')","(149, 'Coll_year_id')","(149, 'Coll_pos')","(149, 'Coll_games')","(149, 'Coll_pass_cmp')","(149, 'Coll_pass_att')","(149, 'Coll_pass_cmp_pct')","(149, 'Coll_pass_yds')","(149, 'Coll_pass_td')","(149, 'Coll_pass_td_pct')","(149, 'Coll_pass_int')","(149, 'Coll_pass_int_pct')","(149, 'Coll_pass_yds_per_att')","(149, 'Coll_pass_adj_yds_per_att')","(149, 'Coll_pass_yds_per_cmp')","(149, 'Coll_pass_yds_per_g')","(149, 'Coll_pass_rating')","(149, 'Coll_awards')","(202, 'Coll_year_id')","(202, 'Coll_pos')","(202, 'Coll_games')","(202, 'Coll_pass_cmp')","(202, 'Coll_pass_att')","(202, 'Coll_pass_cmp_pct')","(202, 'Coll_pass_yds')","(202, 'Coll_pass_td')","(202, 'Coll_pass_td_pct')","(202, 'Coll_pass_int')","(202, 'Coll_pass_int_pct')","(202, 'Coll_pass_yds_per_att')","(202, 'Coll_pass_adj_yds_per_att')","(202, 'Coll_pass_yds_per_g')","(202, 'Coll_pass_rating')","(202, 'Coll_awards')","(202, 'Coll_rush_att')","(202, 'Coll_rush_yds')","(202, 'Coll_rush_yds_per_att')","(202, 'Coll_rush_td')","(202, 'Coll_rush_yds_per_g')","(202, 'Coll_rec')","(202, 'Coll_rec_yds')","(202, 'Coll_rec_yds_per_rec')","(202, 'Coll_rec_td')","(202, 'Coll_rec_yds_per_g')","(202, 'Coll_scrim_att')","(202, 'Coll_yds_from_scrimmage')","(202, 'Coll_scrim_yds_per_att')","(202, 'Coll_scrim_td')","(204, 'Coll_year_id')","(204, 'Coll_pos')","(204, 'Coll_games')","(204, 'Coll_pass_cmp')","(204, 'Coll_pass_att')","(204, 'Coll_pass_cmp_pct')","(204, 'Coll_pass_yds')","(204, 'Coll_pass_td')","(204, 'Coll_pass_td_pct')","(204, 'Coll_pass_int')","(204, 'Coll_pass_int_pct')","(204, 'Coll_pass_yds_per_att')","(204, 'Coll_pass_adj_yds_per_att')","(204, 'Coll_pass_yds_per_cmp')","(204, 'Coll_pass_yds_per_g')","(204, 'Coll_pass_rating')","(204, 'Coll_awards')","(204, 'Coll_rush_att')","(204, 'Coll_rush_yds')","(204, 'Coll_rush_yds_per_att')","(204, 'Coll_rush_td')","(204, 'Coll_rush_yds_per_g')","(204, 'Coll_rec')","(204, 'Coll_rec_yds')","(204, 'Coll_rec_yds_per_rec')","(204, 'Coll_rec_td')","(204, 'Coll_rec_yds_per_g')","(204, 'Coll_scrim_att')","(204, 'Coll_yds_from_scrimmage')","(204, 'Coll_scrim_yds_per_att')","(204, 'Coll_scrim_td')","(209, 'Coll_year_id')","(209, 'Coll_pos')","(209, 'Coll_games')","(209, 'Coll_pass_cmp')","(209, 'Coll_pass_att')","(209, 'Coll_pass_cmp_pct')","(209, 'Coll_pass_yds')","(209, 'Coll_pass_td')","(209, 'Coll_pass_td_pct')","(209, 'Coll_pass_int')","(209, 'Coll_pass_int_pct')","(209, 'Coll_pass_yds_per_att')","(209, 'Coll_pass_adj_yds_per_att')","(209, 'Coll_pass_yds_per_cmp')","(209, 'Coll_pass_yds_per_g')","(209, 'Coll_pass_rating')","(209, 'Coll_awards')","(209, 'Coll_rush_att')","(209, 'Coll_rush_yds')","(209, 'Coll_rush_yds_per_att')","(209, 'Coll_rush_td')","(209, 'Coll_rush_yds_per_g')","(209, 'Coll_rec')","(209, 'Coll_rec_yds')","(209, 'Coll_rec_yds_per_rec')","(209, 'Coll_rec_td')","(209, 'Coll_rec_yds_per_g')","(209, 'Coll_scrim_att')","(209, 'Coll_yds_from_scrimmage')","(209, 'Coll_scrim_yds_per_att')","(209, 'Coll_scrim_td')","(248, 'Coll_year_id')","(248, 'Coll_pos')","(248, 'Coll_games')","(248, 'Coll_pass_cmp')","(248, 'Coll_pass_att')","(248, 'Coll_pass_cmp_pct')","(248, 'Coll_pass_yds')","(248, 'Coll_pass_td')","(248, 'Coll_pass_td_pct')","(248, 'Coll_pass_int')","(248, 'Coll_pass_int_pct')","(248, 'Coll_pass_yds_per_att')","(248, 'Coll_pass_adj_yds_per_att')","(248, 'Coll_pass_yds_per_cmp')","(248, 'Coll_pass_yds_per_g')","(248, 'Coll_pass_rating')","(248, 'Coll_awards')","(248, 'Coll_rush_att')","(248, 'Coll_rush_yds')","(248, 'Coll_rush_yds_per_att')","(248, 'Coll_rush_td')","(248, 'Coll_rush_yds_per_g')","(248, 'Coll_rec')","(248, 'Coll_rec_yds')","(248, 'Coll_rec_td')","(248, 'Coll_rec_yds_per_g')","(248, 'Coll_scrim_att')","(248, 'Coll_yds_from_scrimmage')","(248, 'Coll_scrim_yds_per_att')","(248, 'Coll_scrim_td')","(252, 'Coll_year_id')","(252, 'Coll_pos')","(252, 'Coll_games')","(252, 'Coll_pass_cmp')","(252, 'Coll_pass_att')","(252, 'Coll_pass_cmp_pct')","(252, 'Coll_pass_yds')","(252, 'Coll_pass_td')","(252, 'Coll_pass_td_pct')","(252, 'Coll_pass_int')","(252, 'Coll_pass_int_pct')","(252, 'Coll_pass_yds_per_att')","(252, 'Coll_pass_adj_yds_per_att')","(252, 'Coll_pass_yds_per_cmp')","(252, 'Coll_pass_yds_per_g')","(252, 'Coll_pass_rating')","(252, 'Coll_awards')","(252, 'Coll_rush_att')","(252, 'Coll_rush_yds')","(252, 'Coll_rush_yds_per_att')","(252, 'Coll_rush_td')","(252, 'Coll_rush_yds_per_g')","(252, 'Coll_rec')","(252, 'Coll_rec_yds')","(252, 'Coll_rec_yds_per_rec')","(252, 'Coll_rec_td')","(252, 'Coll_rec_yds_per_g')","(252, 'Coll_scrim_att')","(252, 'Coll_yds_from_scrimmage')","(252, 'Coll_scrim_yds_per_att')","(252, 'Coll_scrim_td')","(263, 'Coll_year_id')","(263, 'Coll_pos')","(263, 'Coll_games')","(263, 'Coll_pass_cmp')","(263, 'Coll_pass_att')","(263, 'Coll_pass_cmp_pct')","(263, 'Coll_pass_yds')","(263, 'Coll_pass_td')","(263, 'Coll_pass_td_pct')","(263, 'Coll_pass_int')","(263, 'Coll_pass_int_pct')","(263, 'Coll_pass_yds_per_att')","(263, 'Coll_pass_adj_yds_per_att')","(263, 'Coll_pass_yds_per_cmp')","(263, 'Coll_pass_yds_per_g')","(263, 'Coll_pass_rating')","(263, 'Coll_awards')","(263, 'Coll_rush_att')","(263, 'Coll_rush_yds')","(263, 'Coll_rush_yds_per_att')","(263, 'Coll_rush_td')","(263, 'Coll_rush_yds_per_g')","(263, 'Coll_rec')","(263, 'Coll_rec_yds')","(263, 'Coll_rec_td')","(263, 'Coll_rec_yds_per_g')","(263, 'Coll_scrim_att')","(263, 'Coll_yds_from_scrimmage')","(263, 'Coll_scrim_yds_per_att')","(263, 'Coll_scrim_td')"
9,8,ATL,Drake London,WR,21,2024,0,0,3,25,25,50,1,1,22,0,0,1,-3,0,241,3042,15,2,,,USC,http://www.sports-reference.com/cfb/players/drake-london-1.html,,Career,,,,42,,2,,2,,100.0,,43,,0,,0.0,,0,,0.0,,21.5,,21.50,,21.5,,1.0,,280.6,,,Career,,32,0,7,0.0,0,0,0.0,2,28.6,0.0,-12.86,0.0,-57.1,,Career,,52,1045,1674,62.4,12303,81,4.8,32,1.9,7.3,7.46,11.8,236.6,136.3,,,416,,809,,1.9,,20,,15.6,,2,,-9,,-4.5,,1,,-0.2,,418,,800,,1.9,,21,Career,,47,1,1,100.0,6,1,100.0,0,0.0,6.0,26.00,6.0,0.1,480.4,,Career,,50,810,1304,62.1,10239,87,6.7,28,2.1,7.9,8.22,12.6,204.8,145.8,,502,2179,4.3,28,43.6,2,8,4.0,2,0.2,504,2187,4.3,30,Career,,38,388,618,62.8,5191,48,7.8,18,2.9,8.4,8.64,13.4,136.6,153.1,,366,2131,5.8,29,56.1,1,13,13.0,0,0.3,367,2144,5.8,29,Career,,37,614,912,67.3,8287,57,6.3,23,2.5,9.1,9.20,13.5,224.0,159.2,,334,1338,4.0,18,36.2,1,19,19.0,0,0.5,335,1357,4.1,18,Career,,36,0,1,0.0,0,0,0.0,0,0.0,0.0,0.00,0.0,0.0,,452,2324,5.1,30,64.6,24,171,7.1,0,4.8,476,2495,5.2,30,Career,,14,475,687,69.1,5967,62,9.0,11,1.6,8.7,9.77,12.6,426.2,168.7,,51,17,0.3,3,1.2,0,0,0,0.0,51,17,0.3,3,Career,,45,1,1,100.0,7,0,0.0,0,0.0,7.0,7.00,7.0,0.2,158.8,,Career,,37,713,1117,63.8,10283,92,8.2,23,2.1,9.2,9.93,14.4,277.9,164.2,,369,1009,2.7,17,27.3,4,24,6.0,2,0.6,373,1033,2.8,19,Career,,43,4,5,80.0,20,1,20.0,1,20.0,4.0,-1.00,5.0,0.5,139.6,,Career,,42,0,1,0.0,0,0,0.0,0,0.0,0.0,0.00,0.0,0.0,,495,2722,5.5,16,64.8,89,671,7.5,6,16.0,584,3393,5.8,22,Career,,61,1,2,50.0,-4,0,0.0,1,50.0,-2.0,-24.50,-4.0,-0.1,-66.8,,343,1690,4.9,9,27.7,127,1515,11.9,11,24.8,470,3205,6.8,20,Career,,49,1,2,50.0,36,0,0.0,0,0.0,18.0,18.00,36.0,0.7,201.2,,211,825,3.9,5,16.8,96,711,7.4,6,14.5,307,1536,5.0,11,Career,,45,552,885,62.4,7134,42,4.7,16,1.8,8.1,8.20,12.9,158.5,142.1,,355,1087,3.1,26,24.2,0,0,0,0.0,355,1087,3.1,26,Career,,44,3,5,60.0,59,0,0.0,1,20.0,11.8,2.80,19.7,1.3,119.1,,563,2442,4.3,18,55.5,47,249,5.3,1,5.7,610,2691,4.4,19,Career,,48,993,1467,67.7,12170,81,5.5,33,2.2,8.3,8.39,12.3,253.5,151.1,,365,1177,3.2,19,24.5,0,0,0,0.0,365,1177,3.2,19
11,10,NYJ,Garrett Wilson,WR,22,2024,0,0,3,24,24,51,0,2,0,0,0,10,9,0,279,3249,14,1,,,Ohio St.,http://www.sports-reference.com/cfb/players/garrett-wilson-2.html,,Career,,,,42,,2,,2,,100.0,,43,,0,,0.0,,0,,0.0,,21.5,,21.50,,21.5,,1.0,,280.6,,,Career,,32,0,7,0.0,0,0,0.0,2,28.6,0.0,-12.86,0.0,-57.1,,Career,,52,1045,1674,62.4,12303,81,4.8,32,1.9,7.3,7.46,11.8,236.6,136.3,,,416,,809,,1.9,,20,,15.6,,2,,-9,,-4.5,,1,,-0.2,,418,,800,,1.9,,21,Career,,47,1,1,100.0,6,1,100.0,0,0.0,6.0,26.00,6.0,0.1,480.4,,Career,,50,810,1304,62.1,10239,87,6.7,28,2.1,7.9,8.22,12.6,204.8,145.8,,502,2179,4.3,28,43.6,2,8,4.0,2,0.2,504,2187,4.3,30,Career,,38,388,618,62.8,5191,48,7.8,18,2.9,8.4,8.64,13.4,136.6,153.1,,366,2131,5.8,29,56.1,1,13,13.0,0,0.3,367,2144,5.8,29,Career,,37,614,912,67.3,8287,57,6.3,23,2.5,9.1,9.20,13.5,224.0,159.2,,334,1338,4.0,18,36.2,1,19,19.0,0,0.5,335,1357,4.1,18,Career,,36,0,1,0.0,0,0,0.0,0,0.0,0.0,0.00,0.0,0.0,,452,2324,5.1,30,64.6,24,171,7.1,0,4.8,476,2495,5.2,30,Career,,14,475,687,69.1,5967,62,9.0,11,1.6,8.7,9.77,12.6,426.2,168.7,,51,17,0.3,3,1.2,0,0,0,0.0,51,17,0.3,3,Career,,45,1,1,100.0,7,0,0.0,0,0.0,7.0,7.00,7.0,0.2,158.8,,Career,,37,713,1117,63.8,10283,92,8.2,23,2.1,9.2,9.93,14.4,277.9,164.2,,369,1009,2.7,17,27.3,4,24,6.0,2,0.6,373,1033,2.8,19,Career,,43,4,5,80.0,20,1,20.0,1,20.0,4.0,-1.00,5.0,0.5,139.6,,Career,,42,0,1,0.0,0,0,0.0,0,0.0,0.0,0.00,0.0,0.0,,495,2722,5.5,16,64.8,89,671,7.5,6,16.0,584,3393,5.8,22,Career,,61,1,2,50.0,-4,0,0.0,1,50.0,-2.0,-24.50,-4.0,-0.1,-66.8,,343,1690,4.9,9,27.7,127,1515,11.9,11,24.8,470,3205,6.8,20,Career,,49,1,2,50.0,36,0,0.0,0,0.0,18.0,18.00,36.0,0.7,201.2,,211,825,3.9,5,16.8,96,711,7.4,6,14.5,307,1536,5.0,11,Career,,45,552,885,62.4,7134,42,4.7,16,1.8,8.1,8.20,12.9,158.5,142.1,,355,1087,3.1,26,24.2,0,0,0,0.0,355,1087,3.1,26,Career,,44,3,5,60.0,59,0,0.0,1,20.0,11.8,2.80,19.7,1.3,119.1,,563,2442,4.3,18,55.5,47,249,5.3,1,5.7,610,2691,4.4,19,Career,,48,993,1467,67.7,12170,81,5.5,33,2.2,8.3,8.39,12.3,253.5,151.1,,365,1177,3.2,19,24.5,0,0,0,0.0,365,1177,3.2,19
12,11,NOR,Chris Olave,WR,22,2024,0,0,3,20,20,39,0,0,0,0,0,1,7,0,191,2565,10,3,,,Ohio St.,http://www.sports-reference.com/cfb/players/chris-olave-1.html,,Career,,,,42,,2,,2,,100.0,,43,,0,,0.0,,0,,0.0,,21.5,,21.50,,21.5,,1.0,,280.6,,,Career,,32,0,7,0.0,0,0,0.0,2,28.6,0.0,-12.86,0.0,-57.1,,Career,,52,1045,1674,62.4,12303,81,4.8,32,1.9,7.3,7.46,11.8,236.6,136.3,,,416,,809,,1.9,,20,,15.6,,2,,-9,,-4.5,,1,,-0.2,,418,,800,,1.9,,21,Career,,47,1,1,100.0,6,1,100.0,0,0.0,6.0,26.00,6.0,0.1,480.4,,Career,,50,810,1304,62.1,10239,87,6.7,28,2.1,7.9,8.22,12.6,204.8,145.8,,502,2179,4.3,28,43.6,2,8,4.0,2,0.2,504,2187,4.3,30,Career,,38,388,618,62.8,5191,48,7.8,18,2.9,8.4,8.64,13.4,136.6,153.1,,366,2131,5.8,29,56.1,1,13,13.0,0,0.3,367,2144,5.8,29,Career,,37,614,912,67.3,8287,57,6.3,23,2.5,9.1,9.20,13.5,224.0,159.2,,334,1338,4.0,18,36.2,1,19,19.0,0,0.5,335,1357,4.1,18,Career,,36,0,1,0.0,0,0,0.0,0,0.0,0.0,0.00,0.0,0.0,,452,2324,5.1,30,64.6,24,171,7.1,0,4.8,476,2495,5.2,30,Career,,14,475,687,69.1,5967,62,9.0,11,1.6,8.7,9.77,12.6,426.2,168.7,,51,17,0.3,3,1.2,0,0,0,0.0,51,17,0.3,3,Career,,45,1,1,100.0,7,0,0.0,0,0.0,7.0,7.00,7.0,0.2,158.8,,Career,,37,713,1117,63.8,10283,92,8.2,23,2.1,9.2,9.93,14.4,277.9,164.2,,369,1009,2.7,17,27.3,4,24,6.0,2,0.6,373,1033,2.8,19,Career,,43,4,5,80.0,20,1,20.0,1,20.0,4.0,-1.00,5.0,0.5,139.6,,Career,,42,0,1,0.0,0,0,0.0,0,0.0,0.0,0.00,0.0,0.0,,495,2722,5.5,16,64.8,89,671,7.5,6,16.0,584,3393,5.8,22,Career,,61,1,2,50.0,-4,0,0.0,1,50.0,-2.0,-24.50,-4.0,-0.1,-66.8,,343,1690,4.9,9,27.7,127,1515,11.9,11,24.8,470,3205,6.8,20,Career,,49,1,2,50.0,36,0,0.0,0,0.0,18.0,18.00,36.0,0.7,201.2,,211,825,3.9,5,16.8,96,711,7.4,6,14.5,307,1536,5.0,11,Career,,45,552,885,62.4,7134,42,4.7,16,1.8,8.1,8.20,12.9,158.5,142.1,,355,1087,3.1,26,24.2,0,0,0,0.0,355,1087,3.1,26,Career,,44,3,5,60.0,59,0,0.0,1,20.0,11.8,2.80,19.7,1.3,119.1,,563,2442,4.3,18,55.5,47,249,5.3,1,5.7,610,2691,4.4,19,Career,,48,993,1467,67.7,12170,81,5.5,33,2.2,8.3,8.39,12.3,253.5,151.1,,365,1177,3.2,19,24.5,0,0,0,0.0,365,1177,3.2,19
