Player,FantPos,Age,GamesPlayed,GamesStarted,PassCmp,PassAtt,PassYds,PassTD,PassInt,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Receptions,RecYds,RecYdsPerReception,RecTD,Fumbles,FumblesLost,TotalTD,TwoPtConvMade,TwoPtConvPassing,FantasyPts,FantasyPtsPPR,FantasyPtsDraftKings,FantasyPtsFanDuel,VBD,PosRank,OverallRank,Year,SelectedToProBowl,FirstTeamAllPro,Team_3TM,Team_ARI,Team_ATL,Team_BAL,Team_BUF,Team_CAR,Team_CHI,Team_CIN,Team_CLE,Team_DAL,Team_DEN,Team_DET,Team_GNB,Team_HOU,Team_IND,Team_JAX,Team_KAN,Team_LAC,Team_LAR,Team_LVR,Team_MIA,Team_MIN,Team_NOR,Team_NWE,Team_NYG,Team_NYJ,Team_PHI,Team_PIT,Team_SEA,Team_SFO,Team_TAM,Team_TEN,Team_WAS
Ben Sinnott,TE,22,17,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,5.0,28.0,5.6,1.0,0.0,0.0,1,,,9.0,13.8,13.8,11.3,,76,,2024,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Brevyn Spann-Ford,TE,25,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,14.0,9.0,88.0,9.78,0.0,0.0,0.0,0,,,9.0,17.8,17.8,13.3,,77,,2024,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Luke Farrell,TE,27,17,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,17.0,12.0,67.0,5.58,0.0,0.0,0.0,0,,,7.0,18.7,18.7,12.7,,80,,2024,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hayden Hurst,TE,31,9,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,13.0,8.0,73.0,9.13,0.0,0.0,0.0,0,,,7.0,15.3,15.3,11.3,,79,,2024,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E.J. Jenkins,TE,26,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,7.0,7.0,1.0,0.0,0.0,1,,,7.0,7.7,7.7,7.2,,81,,2024,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
John Bates,TE,27,17,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,13.0,8.0,84.0,10.5,0.0,1.0,1.0,0,,,6.0,14.4,15.4,10.4,,82,,2024,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Hunter Long,TE,26,17,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,9.0,7.0,60.0,8.57,0.0,0.0,0.0,0,,,6.0,13.0,13.0,9.5,,83,,2024,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pharaoh Brown,TE,30,15,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.0,8.0,65.0,8.13,0.0,1.0,1.0,0,,,5.0,12.5,13.5,8.5,,87,,2024,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Peyton Hendershot,TE,25,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,5.0,51.0,10.2,0.0,0.0,0.0,0,,,5.0,10.1,10.1,7.6,,85,,2024,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Luke Musgrave,TE,24,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,10.0,7.0,45.0,6.43,0.0,0.0,0.0,0,,,5.0,11.5,11.5,8.0,,88,,2024,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
