Player,FantPos,Age,GamesPlayed,GamesStarted,PassCmp,PassAtt,PassYds,PassTD,PassInt,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Receptions,RecYds,RecYdsPerReception,RecTD,Fumbles,FumblesLost,TotalTD,TwoPtConvMade,TwoPtConvPassing,FantasyPts,FantasyPtsPPR,FantasyPtsDraftKings,FantasyPtsFanDuel,VBD,PosRank,OverallRank,Year,SelectedToProBowl,FirstTeamAllPro,Team_3TM,Team_ARI,Team_ATL,Team_BAL,Team_BUF,Team_CAR,Team_CHI,Team_CIN,Team_CLE,Team_DAL,Team_DEN,Team_DET,Team_GNB,Team_HOU,Team_IND,Team_JAX,Team_KAN,Team_LAC,Team_LAR,Team_LVR,Team_MIA,Team_MIN,Team_NOR,Team_NWE,Team_NYG,Team_NYJ,Team_PHI,Team_PIT,Team_SEA,Team_SFO,Team_TAM,Team_TEN,Team_WAS
CeeDee Lamb,WR,24,17,17,0,0,0,0,0,14,113,8.07,2,181,135,1749,12.96,12,3,2,14,1.0,,268.0,403.2,411.2,335.7,131.0,1,2.0,2023,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tyreek Hill,WR,29,16,16,0,0,0,0,0,6,15,2.5,0,171,119,1799,15.12,13,1,1,13,,,257.0,376.4,380.4,316.9,120.0,2,4.0,2023,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Amon-Ra St. Brown,WR,24,16,16,0,0,0,0,0,4,24,6.0,0,164,119,1515,12.73,10,1,1,10,,,212.0,330.9,334.9,271.4,78.0,3,7.0,2023,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mike Evans,WR,30,17,17,0,0,0,0,0,0,0,,0,136,79,1255,15.89,13,0,0,13,,,204.0,282.5,285.5,243.0,70.0,4,9.0,2023,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Puka Nacua,WR,22,17,17,0,0,0,0,0,12,89,7.42,0,160,105,1486,14.15,6,1,0,6,,,194.0,298.5,301.5,246.0,60.0,5,14.0,2023,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
D.J. Moore,WR,26,17,17,0,0,0,0,0,4,21,5.25,1,136,96,1364,14.21,8,1,1,9,,,191.0,286.5,290.5,238.5,58.0,6,15.0,2023,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A.J. Brown,WR,26,17,17,0,0,0,0,0,0,0,,0,158,106,1456,13.74,7,2,2,7,,,184.0,289.6,294.6,236.6,51.0,8,20.0,2023,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Deebo Samuel,WR,27,15,15,0,1,0,0,0,37,225,6.08,5,89,60,892,14.87,7,1,0,12,,,184.0,243.7,249.7,213.7,51.0,7,21.0,2023,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Nico Collins,WR,24,15,10,0,0,0,0,0,1,7,7.0,0,109,80,1297,16.21,8,1,0,8,1.0,,180.0,260.4,263.4,220.4,48.0,9,23.0,2023,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Brandon Aiyuk,WR,25,16,16,0,0,0,0,0,0,0,,0,105,75,1342,17.89,7,1,1,7,,,174.0,249.2,253.2,211.7,42.0,10,25.0,2023,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Keenan Allen,WR,31,13,13,1,2,49,1,0,2,6,3.0,0,150,108,1243,11.51,7,2,1,7,,,171.0,278.9,282.9,224.9,39.0,11,27.0,2023,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Stefon Diggs,WR,30,17,17,0,0,0,0,0,1,5,5.0,0,160,107,1183,11.06,8,2,1,8,1.0,,167.0,273.8,277.8,220.3,35.0,12,29.0,2023,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ja'Marr Chase,WR,23,16,16,1,1,-7,0,0,3,-6,-2.0,0,145,100,1216,12.16,7,1,0,7,,,163.0,262.7,265.7,212.7,31.0,13,33.0,2023,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Davante Adams,WR,31,17,17,0,0,0,0,0,0,0,,0,175,103,1144,11.11,8,0,0,8,,,162.0,265.4,268.4,213.9,31.0,14,34.0,2023,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
D.K. Metcalf,WR,26,16,16,0,0,0,0,0,0,0,,0,119,66,1114,16.88,8,0,0,8,,,159.0,225.4,228.4,192.4,28.0,15,39.0,2023,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Amari Cooper,WR,29,15,15,0,0,0,0,0,0,0,,0,128,72,1250,17.36,5,2,1,5,1.0,,155.0,227.0,231.0,191.0,24.0,16,42.0,2023,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Calvin Ridley,WR,29,17,17,0,0,0,0,0,9,23,2.56,0,136,76,1016,13.37,8,1,0,8,1.0,,154.0,229.9,232.9,191.9,23.0,17,44.0,2023,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jayden Reed,WR,23,16,13,0,0,0,0,0,11,119,10.82,2,94,64,793,12.39,8,2,0,10,1.0,,153.0,217.2,223.2,185.2,22.0,18,45.0,2023,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jordan Addison,WR,21,17,14,0,0,0,0,0,1,2,2.0,0,108,70,911,13.01,10,0,0,10,,,151.0,221.3,224.3,186.3,21.0,19,47.0,2023,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
DeAndre Hopkins,WR,31,17,16,0,1,0,0,0,2,9,4.5,0,137,75,1057,14.09,7,0,0,7,,,149.0,223.6,226.6,186.1,18.0,20,49.0,2023,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Jakobi Meyers,WR,27,16,16,2,3,12,1,0,4,24,6.0,2,106,71,807,11.37,8,0,0,10,,,148.0,218.6,221.6,183.1,17.0,21,51.0,2023,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
DeVonta Smith,WR,25,16,16,0,0,0,0,0,0,0,,0,112,81,1066,13.16,7,1,1,7,,,147.0,227.6,231.6,187.1,16.0,22,54.0,2023,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
George Pickens,WR,22,17,16,0,0,0,0,0,3,18,6.0,0,106,63,1140,18.1,5,3,0,5,,,146.0,208.8,211.8,177.3,15.0,23,55.0,2023,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Chris Olave,WR,23,16,11,0,0,0,0,0,0,0,,0,138,87,1123,12.91,5,0,0,5,1.0,,144.0,231.3,234.3,187.8,14.0,24,57.0,2023,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Michael Pittman Jr.,WR,26,16,15,0,0,0,0,0,0,0,,0,156,109,1152,10.57,4,2,1,4,2.0,,141.0,250.2,254.2,195.7,11.0,25,62.0,2023,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Justin Jefferson,WR,24,10,9,0,1,0,0,0,1,-12,-12.0,0,100,68,1074,15.79,5,1,1,5,,,134.0,202.2,206.2,168.2,5.0,26,70.0,2023,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Rashee Rice,WR,23,16,8,0,0,0,0,0,1,-3,-3.0,0,102,79,938,11.87,7,2,1,7,,,134.0,212.5,216.5,173.0,4.0,27,72.0,2023,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Courtland Sutton,WR,28,16,14,0,0,0,0,0,0,0,,0,90,59,772,13.08,10,3,3,10,,,131.0,190.2,196.2,160.7,2.0,28,74.0,2023,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Terry McLaurin,WR,28,17,17,0,0,0,0,0,0,0,,0,132,79,1002,12.68,4,0,0,5,,,130.0,209.2,212.2,169.7,1.0,29,75.0,2023,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Zay Flowers,WR,23,16,16,0,0,0,0,0,8,56,7.0,1,108,77,858,11.14,5,0,0,6,1.0,,129.0,206.4,209.4,167.9,,30,,2023,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Adam Thielen,WR,33,17,17,0,0,0,0,0,1,6,6.0,0,137,103,1014,9.84,4,2,0,4,1.0,,128.0,231.0,234.0,179.5,,31,,2023,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jaylen Waddle,WR,25,14,14,0,0,0,0,0,3,12,4.0,0,104,72,1014,14.08,4,0,0,4,,,127.0,198.6,201.6,162.6,,32,,2023,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Chris Godwin,WR,27,17,17,0,1,0,0,0,4,38,9.5,1,130,83,1024,12.34,2,0,0,3,1.0,,126.0,209.2,212.2,167.7,,33,,2023,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
