Player,FantPos,Age,GamesPlayed,GamesStarted,PassCmp,PassAtt,PassYds,PassTD,PassInt,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Receptions,RecYds,RecYdsPerReception,RecTD,Fumbles,FumblesLost,TotalTD,TwoPtConvMade,TwoPtConvPassing,FantasyPts,FantasyPtsPPR,FantasyPtsDraftKings,FantasyPtsFanDuel,VBD,PosRank,OverallRank,Year,SelectedToProBowl,FirstTeamAllPro,Team_3TM,Team_ARI,Team_ATL,Team_BAL,Team_BUF,Team_CAR,Team_CHI,Team_CIN,Team_CLE,Team_DAL,Team_DEN,Team_DET,Team_GNB,Team_HOU,Team_IND,Team_JAX,Team_KAN,Team_LAC,Team_LAR,Team_LVR,Team_MIA,Team_MIN,Team_NOR,Team_NWE,Team_NYG,Team_NYJ,Team_PHI,Team_PIT,Team_SEA,Team_SFO,Team_TAM,Team_TEN,Team_WAS
Kyle Juszczyk,FB,31,16,12,0,0,0,0,0,7,26,3.71,1,23,19,200,10.53,1,0,0,2,,,35.0,53.6,56.6,44.1,,73,,2022,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Alec Ingold,FB,26,17,14,0,0,0,0,0,6,8,1.33,1,23,15,105,7.0,1,0,0,2,,,23.0,38.3,41.3,30.8,,88,,2022,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
C.J. Ham,FB,29,17,4,0,0,0,0,0,4,7,1.75,2,12,10,86,8.6,0,0,0,2,,,21.0,31.3,31.3,26.3,,91,,2022,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Derek Watt,FB,30,17,3,0,0,0,0,0,9,21,2.33,1,5,5,11,2.2,1,0,0,2,,,15.0,20.2,20.2,17.7,,104,,2022,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Zander Horvath,FB,24,15,2,0,0,0,0,0,4,8,2.0,0,8,5,8,1.6,2,0,0,2,,,14.0,18.6,18.6,16.1,,107,,2022,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Reggie Gilliam,FB,25,15,4,0,0,0,0,0,0,0,,0,10,8,69,8.63,1,0,0,1,,,13.0,20.9,20.9,16.9,,110,,2022,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chris Myarick,FB,27,16,8,0,0,0,0,0,0,0,,0,8,7,65,9.29,1,0,0,1,,,13.0,19.5,19.5,16.0,,111,,2022,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Giovanni Ricci,FB,26,15,3,0,0,0,0,0,0,0,,0,9,8,100,12.5,0,0,0,0,,,10.0,18.0,21.0,14.0,,114,,2022,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Patrick Ricard,FB,28,17,16,0,0,0,0,0,7,16,2.29,0,13,11,74,6.73,0,0,0,0,,,9.0,20.0,20.0,14.5,,119,,2022,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Michael Burton,FB,30,17,0,0,0,0,0,0,5,7,1.4,0,3,2,11,5.5,0,0,0,0,,,2.0,3.8,3.8,2.8,,146,,2022,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Troy Hairston,FB,24,16,5,0,0,0,0,0,0,0,,0,8,5,19,3.8,0,0,0,0,,,2.0,6.9,6.9,4.4,,144,,2022,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Adam Prentice,FB,25,11,2,0,0,0,0,0,4,9,2.25,0,3,3,9,3.0,0,1,0,0,,,2.0,4.8,4.8,3.3,,147,,2022,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Jason Cabinda,FB,26,8,2,0,0,0,0,0,1,4,4.0,0,4,1,5,5.0,0,0,0,0,,,1.0,1.9,1.9,1.4,,152,,2022,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jakob Johnson,FB,28,17,9,0,0,0,0,0,0,0,,0,6,5,10,2.0,0,0,0,0,,,1.0,6.0,6.0,3.5,,150,,2022,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Keith Smith,FB,30,17,6,0,0,0,0,0,1,2,2.0,0,2,1,8,8.0,0,0,0,0,,,1.0,2.0,2.0,1.5,,151,,2022,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nick Bellore,FB,33,16,0,0,0,0,0,0,1,3,3.0,0,0,0,0,,0,0,0,0,,,0.0,0.3,0.3,0.3,,160,,2022,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Khari Blasingame,FB,26,16,6,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,0.0,0.0,0.0,0.0,,164,,2022,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tory Carter,FB,23,9,3,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0.0,0.0,0.0,0.0,,167,,2022,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Jake Tonges,FB,23,4,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,0.0,0.0,0.0,0.0,,173,,2022,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Josh Jacobs,RB,24,17,17,0,0,0,0,0,340,1653,4.86,12,64,53,400,7.55,0,3,1,12,,,275.0,328.3,335.3,301.8,127.0,1,2.0,2022,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Christian McCaffrey,RB,26,17,16,1,1,34,1,0,244,1139,4.67,8,108,85,741,8.72,5,1,0,13,,,271.0,356.4,362.4,313.9,123.0,2,3.0,2022,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Derrick Henry,RB,28,16,16,2,2,4,1,0,349,1538,4.41,13,41,33,398,12.06,0,6,3,13,,,270.0,302.8,311.8,286.3,122.0,3,4.0,2022,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Austin Ekeler,RB,27,17,17,0,0,0,0,0,204,915,4.49,13,127,107,722,6.75,5,5,3,18,,,266.0,372.7,381.7,319.2,118.0,4,6.0,2022,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nick Chubb,RB,27,17,17,0,0,0,0,0,302,1525,5.05,12,37,27,239,8.85,1,1,1,13,1.0,,254.0,281.4,288.4,267.9,107.0,5,10.0,2022,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Saquon Barkley,RB,25,16,16,0,0,0,0,0,295,1312,4.45,10,76,57,338,5.93,0,1,0,10,1.0,,227.0,284.0,290.0,255.5,82.0,6,15.0,2022,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Jamaal Williams,RB,27,17,9,0,0,0,0,0,262,1066,4.07,17,16,12,73,6.08,0,3,2,17,1.0,,214.0,225.9,230.9,219.9,69.0,7,18.0,2022,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
